lang	sentence
id	Baginya, menjalani kehidupan rumah tangga seperti berjalan di taman bunga.
id	Suaranya seperti buluh perindu.
id	Suaranya seperti kaset kusut.
id	Kulit bayi itu seperti porselen.
id	Kulit bayi itu seperti arang.
id	Adikku seperti burung beo.
id	Adikku seperti siput.
id	Anton bekerja seperti kerbau yang membajak sawah.
id	Anton bekerja seperti  beruang di musim dingin.
id	Kakak beradik itu seperti kucing dan tikus.
id	Kakak beradik itu seperti kerbau dan burung bangau.
id	Dinda memiliki tubuh seperti lidi.
id	Dinda memiliki tubuh seperti bola basket.
id	Peserta debat itu memiliki pendirian seperti tembok yang kokoh.
id	Peserta debat itu memiliki pendirian seperti baling-baling bambu.
id	Biasanya akhir tahun harga bahan pokok melambung tinggi.
id	Biasanya akhir tahun harga bahan pokok banting harga.
id	Dia adalah orang yang sering naik darah.
id	Dia adalah orang yang lapang dada.
id	Tono membuka usaha dengan modal dengkul.
id	Tono membuka usaha dengan modal sebakul.
id	Tetangga baru gayanya setinggi langit.
id	Tetangga baru gayanya setinggi sandal jepit.
id	Semenjak kamu pergi, hidupku bagai makan buah di surga.
id	Semenjak kamu pergi, hidupku bagai menginjak bara api di neraka.
id	Tingkahnya seperti badut yang membuat orang tertawa.
id	Tingkahnya seperti tokoh antagonis dalam cerita.
id	Rumahnya seperti kapal pecah.
id	Rumahnya seperti istana raja.
id	Ucapanmu bagai bunga teratai.
id	Ucapanmu bagai bisa ular.
id	Kisah cinta Rani dan Rino seperti keyboard dan mouse.
id	Kisah cinta Rani dan Rino seperti minyak dan air.
id	Dahinya seperti lapangan sepak bola.
id	Dahinya seperti daun kelor.
id	Jika bertemu kekasihnya, wajahnya seperti bunga yang baru mekar di taman.
id	Jika bertemu kekasihnya, wajahnya seperti malam yang mendung tanpa bintang.
id	Tubuhnya seperti Kurcaci.
id	Tubuhnya seperti tiang yang tinggi menjulang.
id	Guru Matematika di kelasku seperti monster.
id	Guru Matematika di kelasku seperti malaikat.
id	Anton memperlakukan ibunya seperti kisah dongeng Malin Kundang.
id	Anton memperlakukan ibunya seperti  seorang ratu.
id	Perasaan Sinta terhadap suaminya bagai kayu yang dimakan rayap.
id	Perasaan Sinta terhadap suaminya bagai rantai kapal yang kuat.
id	Dia adalah anak juragan tanah.
id	Dia adalah anak pengemis di lampu merah.
id	Jarak rumahku dengan pasar seperti urat dan nadi.
id	Jarak rumahku dengan pasar seperti langit dan bumi.
id	Rinduku padamu bagai air di samudra.
id	Rinduku padamu bagai air di timba.
id	Di kelas, Wildan adalah anak yang dijuluki bintang kelas.
id	Di kelas, Wildan adalah anak yang dijuluki otak udang.
id	Aroma mulutnya seharum bunga melati.
id	Aroma mulutnya seharum bunga bangkai.
id	Alis kakak seperti semut beriring.
id	Alis kakak seperti Shin-chan.
id	Pedagang itu bagai terjatuh kemudian tertimpa tangga.
id	Pedagang itu bagai mendapat durian runtuh.
id	Hidupku bagai burung dalam sangkar.
id	Hidupku bagai burung yang terbang di angkasa.
id	Kecepatan lari atlet maraton asal Indonesia seperti citah yang memburu mangsa.
id	Kecepatan lari atlet maraton asal Indonesia seperti siput yang kelaparan.
id	Kasur ini bagai beton.
id	Kasur ini bagai bolu.
id	Matanya seperti daun bambu.
id	Matanya seperti bola pingpong.
id	Mentalnya sekuat baja.
id	Mentalnya sekuat kerupuk.
id	Berada di dekatmu, hatiku bagai ombak dalam lautan.
id	Berada di dekatmu, hatiku bagai bayi dalam dekapan ibu.
id	Tubuhnya seperti tembok beton.
id	Tubuhnya seperti ranting pohon.
id	Dia bagaikan Malaikat yang membawa segudang kebahagiaan.
id	Dia bagaikan  padang pasir yang gersang dan tandus.
id	Mengambil pendidikan S3 ibarat berlari di atas hamparan beling.
id	Mengambil pendidikan S3 ibarat berjalan di taman bunga.
id	Pergi ke Bandung namun tidak wisata kuliner bagai makan tanpa minum.
id	Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu.
id	Budi makan seolah-olah dia akan mati esok.
id	Budi makan seolah-olah itu makanan terakhir yang dimilikinya.
id	Dito mengendarai mobil seolah-olah dia anak pemilik jalan.
id	Dito mengendarai mobil seolah-olah cicilan mobil belum lunas.
id	Mencari kerja di tengah pandemi bak mengajari ayam memanjat pohon.
id	Mencari kerja di tengah pandemi bak mengajari burung beo bernyanyi.
id	Rasa penasaranku setara dengan burj khalifa.
id	Rasa penasaranku setara dengan kurcaci.
id	Keluargaku adalah hartaku.
id	Keluargaku adalah utangku.
id	Kasihku padamu bagai kayu berselimut api.
id	Kasihku padamu bagai panasnya api.
id	Kulkas rumahmu seperti kantong Doraemon.
id	Kulkas rumahmu seperti saldo tabunganku.
id	Masa depanmu layaknya kota Jakarta di malam hari.
id	Masa depanmu layaknya hutan Alas Purwo di malam hari.
id	Pikirannya bak kaca rumah yang baru selesai dibersihkan.
id	Pikirannya bak air cucian ban di bengkel.
id	Mengejar cita-cita ibarat mendaki gunung Everest.
id	Mengejar cita-cita ibarat membalikkan telapak tangan.
id	Membeli mobil, namun tidak memakainya bak menyapu pasir di pantai.
id	Membeli mobil, namun tidak memakainya bak menampung air dalam ember.
id	Tubuhku dulu sudah seperti tiang listrik.
id	Tubuhku dulu sudah seperti ucok baba.
id	Belajar menyetir adalah perjalanan menuju puncak gunung.
id	Belajar menyetir adalah perjalanan santai di pinggir pantai.
id	Perjuangan masuk ITB adalah usaha mencium siku sendiri.
id	Perjuangan masuk ITB adalah usaha orang kidal menulis menggunakan tangan kiri.
id	Menikah dengannya itu bagai melihat Yesus ibadah haji.
id	Menikah dengannya itu bagai melihat Rihanna konser di Indonesia.
id	Kelas ini nampak seperti pasar ikan.
id	Kelas ini nampak seperti toilet mal mewah.
id	Kulit wajahnya bagai tembok bangunan hasil dempul.
id	Kulit wajahnya bagai jalan raya belum diaspal.
id	Sudah seminggu ini kampung halamanku bagai Puncak di akhir pekan.
id	Sudah seminggu ini kampung halamanku bagai sekolah di tengah malam.
id	Menyetrika baju adalah perjalanan panjang di padang pasir.
id	Menyetrika baju adalah jalan-jalan di mal mewah.
id	Menunggu season 2 seri ini bagai berjalan kaki dari Jakarta ke Palembang.
id	Menunggu season 2 seri ini bagai kedipan mata.
id	Kedatangannya adalah hujan di tengah gurun.
id	Kedatangannya adalah banjir di siang bolong.
id	Belajar bahasa Mandarin seperti berenang di saat kaki keram.
id	Belajar bahasa Mandarin seperti berenang menggunakan pelampung.
id	Cerita film ini sudah seperti kisah janda buta yang dituduh mencuri sapi padahal ia adalah ibu dari kepala desa setempat.
id	Cerita film ini sudah seperti satu ditambah satu sama dengan dua.
id	Perbuatanmu itu sudah seperti seorang muslim yang menato tubuhnya.
id	Perbuatanmu itu sudah seperti seorang kristian yang merayakan natal.
id	Hidup adalah perjuangan mencari jarum di tumpukan jerami.
id	Hidup adalah perjuangan membersihkan hati mata.
id	Kesabaranmu bagaikan jalur kereta api Anyer-Panarukan.
id	Kesabaranmu bagaikan rambut bondol polwan.
id	Alur cerita buku ini sedalam samudera Hindia.
id	Alur cerita buku ini sedalam selokan sebelah rumahku.
id	Tulisanmu sudah seperti lemari baju Marie Kondo.
id	Tulisanmu sudah seperti hasil gambar anak TK.
id	Pengalamanmu itu ibarat lukisan Van Gogh.
id	Pengalamanmu itu ibarat kertas bungkus gorengan.
id	Pernikahan adalah sajadah tempat kita beribadah.
id	Pernikahan adalah air liur anjing.
id	Putus cinta ibarat teriris pisau saat mengupas mangga muda.
id	Putus cinta ibarat mengigit apel ranum yang baru dipetik.
id	Perasaanku saat ini seperti anak TK yang dibelikan es krim oleh ibunya.
id	Perasaanku saat ini seperti karyawan yang mendapatkan surat pemecatan dari bosnya.
id	Tas yang dia beli seharga uang makanku tiga bulan.
id	Tas yang dia beli seharga uang parkir Indomaret.
id	Sepatunya sudah seperti badak bercula satu.
id	Sepatunya sudah seperti burung gereja di halaman sekolah.
id	Mengerjakan skripsi adalah perjalanan di atas serpihan kaca.
id	Mengerjakan skripsi adalah perjalanan di atas karpet bulu.
id	Hidupku sudah seperti kembang gula anak-anak.
id	Hidupku sudah seperti kertas hasil fotokopi.
id	Sikapmu padaku bagai kopi sisa semalam.
id	Sikapmu padaku bagai kopi yang baru dibuat.
id	Seorang pelajar harus memiliki jiwa layaknya atlet olimpiade.
id	Seorang pelajar harus memiliki jiwa layaknya pasien rumah sakit.
id	Rumah kawanku sudah bak istana presiden.
id	Rumah kawanku sudah bak toilet kereta ekonomi.
id	Parfum baru ini sewangi bunga mawar yang mekar di taman.
id	Parfum baru ini sewangi bunga bangkai yang mekar di hutan.
id	Gaji yang kuterima ibarat ukuran sepatu bayi baru lahir.
id	Gaji yang kuterima ibarat gudang penyimpanan beras bulog.
id	Wajahnya bak sayuran yang baru dipetik dari kebun.
id	Wajahnya bak sayuran yang sudah dua minggu di kulkas.
id	Aku dan dia adalah Edward Cullen dan Bella Swan di Twilight.
id	Aku dan dia adalah Rose dan Jack di Titanic.
id	Nyanyianmu seperti teriakan bayi yang ingin ganti popok.
id	Nyanyianmu seperti kicauan burung di pagi hari.
id	Hadiah ulang tahunku tahun ini seperti jumlah bulan di langit.
id	Hadiah ulang tahunku tahun ini seperti jumlah bintang di langit.
id	Potongan rambutmu bak putri-putri di film Disney.
id	Potongan rambutmu bak Tarzan.
id	Waktu yang kuhabiskan untuk menunggu barang ini datang adalah 1000 tahun.
id	Waktu yang kuhabiskan untuk menunggu barang ini datang adalah satu kedipan mata.
id	Pekerjaan ini dapat kuselesaikan dengan jentikan jari.
id	Pekerjaan ini dapat kuselesaikan dengan bermandikan keringat.
id	Hidup tanpa ilmu bagai kamar tanpa lampu.
id	Hidup tanpa ilmu bagai lampu bohlam 100 watt.
id	Dia sudah lama hidup berpangku tangan.
id	Dia sudah lama hidup menjadi tulang punggung.
id	Pernikahan adalah perjalanan menyusuri sungai cantik yang airnya jernih.
id	Pernikahan adalah perjalanan di padang pasir mencari sumber air.
id	Anak kecil adalah kertas putih yang masih kosong.
id	Anak kecil adalah kertas gorengan yang penuh dengan minyak.
id	Dia kini sudah sebesar kingkong.
id	Dia kini sudah sebesar tikus.
id	Kalau sedang lapar dia seperti anak ayam yang belum diberi makan.
id	Kalau sedang lapar dia seperti air sungai yang sangat dalam.
id	Beban yang kutanggung sudah seperti sekarung kapas.
id	Beban yang kutanggung sudah seperti sebongkah beton.
id	Hadiah dari ibu ibarat emas 24 karat.
id	Hadiah dari ibu ibarat sekarung besi berkarat.
id	Aku merasa seperti sedang berpuasa 30 hari penuh tanpa pernah berbuka.
id	Aku merasa seperti memakan seluruh menu yang ada di rumah makan Padang.
id	Cuaca di Surabaya sepanas gerbang neraka jahanam.
id	Cuaca di Surabaya sepanas kulkas dua pintu.
id	Masakan ibumu layaknya makanan yang dibawakan langsung dari surga.
id	Masakan ibumu layaknya makanan sisa yang telah dijilati kucing.
id	Kasur hotel ini selembut hamparan kapas dan kain sutra.
id	Kasur hotel ini selembut bangku kayu jati di sekolah-sekolah.
id	Handphone miliknya bagai barang ajaib Doraemon.
id	Handphone miliknya bagai baju hangat nenek buyutku.
id	Rambutku setebal buku-buku Harry Potter.
id	Rambutku setebal isi dompetku di akhir bulan.
id	Lagu yang kau nyanyikan ibarat hujan rintik pengantar tidur.
id	Lagu yang kau nyanyikan ibarat bunyi klakson pengendara di lampu merah yang baru saja berubah hijau.
id	Gaun pengantin yang ia kenakan bak gaun malaikat yang terbuat dari ratusan benang surga.
id	Gaun pengantin yang ia kenakan bak daster ibu-ibu yang hendak pergi ke pasar.
id	Rasa sakit ini bagai dihujani ratusan panah yang mendarat langsung di tubuhku.
id	Rasa sakit ini bagai digigit anak semut.
id	Penjelasanmu sejelas penglihatan orang rabun tanpa kacamata.
id	Penjelasanmu sejelas video youtube dengan resolusi HD.
id	Suaranya sudah seperti komando pemimpin upacara bendera.
id	Suaranya sudah seperti bisikan ibu yang tidak ingin membangunkan bayinya.
id	Sikapnya akhir-akhir ini ibarat suhu Dieng selepas di malam hari.
id	Sikapnya akhir-akhir ini ibarat cuaca Depok di siang bolong.
id	Harapan orang tuaku setinggi menara Burj Khalifa di Dubai.
id	Harapan orang tuaku setinggi lutut kurcaci Putri Salju.
id	Perasaan ini sepertinya sudah sedalam palung Mariana.
id	Perasaan ini sepertinya sudah sedalam kolam renang anak SD.
id	Ia belanja seolah-olah akan terjadi lockdown besok pagi.
id	Ia belanja seolah-olah tidak membutuhkan apapun karena semua telah dimilikinya di rumah.
id	Amarahku sudah seperti air panas di suhu 100 derajat.
id	Amarahku sudah seperti air hujan yang berhenti turun.
id	Berkencan denganmu bagai berkencan dengan pangeran berkuda putih.
id	Berkencan denganmu bagai berkencan dengan pangeran kodok.
id	Belajar sejarah adalah hari-hari panjang pasien di rumah sakit.
id	Belajar sejarah adalah tamasya anak-anak ke taman hiburan.
id	Jumlah uang di dompetku seperti jumlah daun pada pohon beringin yang rimbun.
id	Jumlah uang di dompetku seperti jumlah kaki ular.
id	Anak sematawayang adalah mata air di tengah savana.
id	Anak sematawayang adalah pinjaman online yang tak kunjung lunas.
id	Daya tangkapmu layaknya internet 5G.
id	Daya tangkapmu layaknya internet 2G.
id	Seminggu ini perasaanku bagai langit dan awan kelabu.
id	Seminggu ini perasaanku bagai matahari cerah di siang hari.
id	Aku pikir, kehidupan itu layaknya berlayar di lautan yang penuh ombak.
id	Aku pikir, kehidupan itu layaknya mengendarai mobil di jalan tol.
id	Hiduplah seperti instruktur yoga.
id	Hiduplah seperti kanebo kering.
id	Bantuanmu ibarat jas hujan yang dipakai di siang bolong ketika matahari terik.
id	Bantuanmu ibarat tawaran air minum ketika aku sedang kepedasan.
id	Warna lipstik yang kau pakai bagai sepatu kaca di kaki Cinderella.
id	Warna lipstik yang kau pakai bagai sepatu kaca di kaki raksasa.
id	Make up yang kau pakai hari ini seperti orang yang akan pergi melayat.
id	Make up yang kau pakai hari ini seperti orang yang akan pergi ke pesta ulang tahun.
id	Aku merasa seperti pengemis yang sudah satu minggu tidak makan apapun.
id	Aku merasa seperti anak sultan yang sudah tidak mampu memasukkan makanan ke dalam mulutnya.
id	Teman sekelasku sungguh bagai bintang yang cahayanya terang benderang.
id	Teman sekelasku sungguh bagai keledai yang terus menerus jatuh ke lubang yang sama.
id	Skincare yang dia pakai seharga satu buah mobil.
id	Skincare yang dia pakai seharga sebungkus kacang rebus.
id	Dia membawa koper segede kapal Nabi Nuh.
id	Dia membawa koper segede saku seragam pramuka anak SD.
id	Larinya secepat pebalap F1.
id	Larinya secepat porter stasiun yang memikul dua koper besar.
id	Adit diperlakukan seperti anak emas.
id	Adit diperlakukan seperti anak pungut.
id	Mobilmu bak truk sampah.
id	Mobilmu bak toko bunga.
id	Tugasku sudah seperti antrian orang yang akan menonton konser kpop.
id	Tugasku sudah seperti kondisi sekolah di hari libur.
id	Pacar kakakku ibarat buah yang belum siap dipetik.
id	Pacar kakakku ibarat buah yang sudah tidak layak dipetik.
id	Wajahmu terlihat seperti bunga yang satu minggu tidak disiram.
id	Wajahmu terlihat seperti orang yang baru mendapat lotre.
id	Rambut adikku sudah sepanjang Rapunzel.
id	Rambut adikku sudah sepanjang sumbu lilin.
id	Pengalamannya sudah seluas savana Afrika.
id	Pengalamannya sudah seluas liang kubur.
id	Rasa obat ini bak air rebusan sereh.
id	Rasa obat ini bak air gula.
id	Baju yang kamu kenakan ibarat anak bayi menggunakan baju anak SD.
id	Baju yang kamu kenakan ibarat ibu-ibu menggunakan baju anaknya yang masih berusia 5 tahun.
id	Kue buatannya bagai kue yang disajikan di restoran bintang lima.
id	Kue buatannya bagai kue yang dibuat menggunakan bahan-bahan kadaluarsa.
id	Wajahnya kentang .
id	Wajahnya  seperti jeruk mandarin.
id	Sifat Ara seperti nenek lampir.
id	Sifat Ara seperti ibu peri.
id	Dia berjalan seperti siput .
id	Dia berjalan seperti kelinci .
id	Ucapan perempuan itu sungguh menyayat hati .
id	Ucapan perempuan itu menenangkan hati .
id	Suara Rano semerdu kaset rusak .
id	Suara Rano semerdu hujan .
id	Baju ini aroma  bunga bangkai .
id	Baju ini aroma  bunga bakung .
id	Sikap Erlangga kepada Mutia sedingin es .
id	Sikap Erlangga kepada Mutia mentari .
id	Fino dijuluki sebagai kutu buku .
id	Fino dijuluki sebagai berat kaki .
id	Ucapan Rangga membakar semangat .
id	Ucapan Rangga menusuk hati .
id	Jarak dari Rumah Bejo ke sekolah bagaikan jarak dari langit ke bumi .
id	Jarak dari Rumah Bejo ke sekolah jarak dari sini ke depan gang .
id	Dino dijuluki sebagai kepala udang.
id	Dino dijuluki sebagai juara kelas.
id	Dalam tim sepak bolanya, Tino bagaikan anak bawang .
id	Dalam tim sepak bolanya, Tino bagaikan bintang lapangan .
id	Suasana kelas matematika seperti pesta ulang tahun.
id	Suasana kelas matematika seperti bandara ketika lockdown COVID.
id	Acara seminar yang kami hadiri seperti acara komedi di televisi.
id	Acara seminar yang kami hadiri seperti pidato kebangsaan.
id	Usaha Scarlet sedang naik daun.
id	Usaha Scarlet sedang gulung tikar.
id	Mega menerima hadiah tersebut dengan tinggi hati.
id	Mega menerima hadiah tersebut dengan rendah hati.
id	Sepatu Dino tampak seperti baru dicuci .
id	Sepatu Dino tampak seperti habis bermain hujan .
id	rumahnya seluas lapangan bola .
id	rumahnya seluas gang sempit .
id	Hati Candra seperti dipenuhi bunga-bunga.
id	Hati Candra seperti dihujam pisau belati.
id	Tinggi tanaman ini setinggi pohon toge.
id	Tinggi tanaman ini setinggi pohon jati.
id	Kepergian Dinda terasa seperti kiamat.
id	Kepergian Dinda terasa seperti surga.
id	Kamar kosan Dinda terasa seperti di Kutub Utara .
id	Kamar kosan Dinda terasa seperti di gurun pasir .
id	Harga makanan di sini seharga dua bungkus nasi padang .
id	Harga makanan di sini seharga makanan pinggir jalan .
id	Dosen pembimbing kami seperti tanaman langka.
id	Dosen pembimbing kami seperti rumput liar.
id	Jam kerja di kantor ini seperti mesin waktu.
id	Jam kerja di kantor ini seperti tempat bermain anak-anak.
id	Ara dikenal sebagai gadis yang mirip burung beo.
id	Ara dikenal sebagai gadis yang mirip kelinci.
id	Kisah cinta kami seperti tanaman edelweis.
id	Kisah cinta kami seperti kisah Romeo dan Juliet.
id	Telapak kakinya seperti kaki gajah.
id	Telapak kakinya seperti kaki semut.
id	Hamid dan Rahmat seperti Tom and Jerry .
id	Hamid dan Rahmat seperti Dora dan Boots .
id	Kehadirannya bagaikan bulan di malam hari bagi kami.
id	Kehadirannya bulan di siang hari bagi kami.
id	Kamarnya seperti ubin masjid.
id	Kamarnya seperti padang masyar.
id	Damara bertingkah seperti anak kecil .
id	Damara bertingkah seperti merengek seperti anak kecil .
id	kuku-kukunnya seperti jengkol.
id	kuku-kukunnya seperti pete.
id	Dia bernyanyi seperti orang kumur-kumur.
id	Dia bernyanyi seperti penyanyi aslinya.
id	tingkat kesabaran Dinda sebesar tisu .
id	tingkat kesabaran Dinda sebesar kasih ibu .
id	mata air di sini rasanya seperti air kolam .
id	mata air di sini rasanya seperti air laut .
id	Rambutnya seperti bihun.
id	Rambutnya seperti mie kuning.
id	Lawakannya seperti krupuk .
id	Lawakannya seperti Sule .
id	Bila seperti tanaman putri malu .
id	Bila seperti singa putih .
id	Kasur ini empuk sekali seperti tidur di lantai .
id	Kasur ini empuk sekali seperti kasur mahal .
id	Gaji yang ia dapatkan seperti  angin kosong .
id	Gaji yang ia dapatkan seperti  tumpukan jerami .
id	Bulu matanya seperti ulat bulu .
id	Bulu matanya seperti orang bisa melihat tuyul .
id	Baju mereka seperti orang yang sedang berduka .
id	Baju mereka seperti pelangi .
id	kolom chatku seperti ruang isolasi.
id	kolom chatku seperti karnival.
id	Ia minum seperti burung .
id	Ia minum seperti orang kehausan .
id	Cara bicaranya seperti orang terpelajar .
id	Cara bicaranya seperti tong kosong nyaring bunyinya .
id	kedatangannya bisa jadi seperti hujan angin .
id	kedatangannya bisa jadi seperti angin sepoi-sepoi .
id	sifat manusia bisa seperti muka dua .
id	sifat manusia bisa seperti cari muka .
id	tampangnya seperti preman pasar .
id	tampangnya seperti Hello Kitty .
jv	Nyawang esemmu sing rupane kaya ngemut glali
jv	Nyawang esemmu sing rupane kaya nyruput ampas kopi
jv	Suarane bocahe kuwi kaya sutra
jv	Suarane bocahe kuwi kaya bledek
jv	Lakmu mlaku jan kaya diuber maling
jv	Lakmu mlaku jan kaya nyeret bata
jv	Dekwingi aku nyang omahmu jan kaya pasar malem
jv	Dekwingi aku nyang omahmu jan kaya omah demit
jv	Ngawiti dina senen iku seabot nyunggi batako
jv	Ngawiti dina senen iku seabot nyunggi kapuk
jv	Winginane aku ketemu Mbak Dewi, rupane kaya cak ning
jv	Winginane aku ketemu Mbak Dewi, rupane kaya kuntilanak
jv	Poh, ambune klambine Bu Nita kaya kebon mlathi
jv	Poh, ambune klambine Bu Nita kaya peceren
jv	Suasanane pasar kliwon jan kaya wong tawuran
jv	Suasanane pasar kliwon jan kaya kuburan
jv	Lekmu numpak mobil kaya keong
jv	Lekmu numpak mobil kaya alap-alap
jv	Lungguh ning kursi iku rasane kaya bantal
jv	Lungguh ning kursi iku rasane kaya watu
jv	Udane maeng isuk kaya disok
jv	Udane maeng isuk kaya kletik
jv	Bar sepedahan tekan nggunung boyok rasane kaya dilindes trek
jv	Bar sepedahan tekan nggunung boyok rasane kaya dibalsemi sedinaan
jv	Ra umum, duwurmen adike Anas sak wit klapa
jv	Ra umum, duwurmen adike Anas sak wit ceplukan
jv	Padange lampu kamarku kaya sokle
jv	Padange lampu kamarku kaya ublik
jv	Mas Edi lak mlayu jan kaya kancil
jv	Mas Edi lak mlayu jan kaya semut
jv	Untune Dik Sri mbiji timun
jv	Untune Dik Sri ngungkal gerang
jv	Polahe bocah cilik kuwi kaya kitiran
jv	Polahe bocah cilik kuwi kaya kebo
jv	Pasuryane Mas Tono kaya Arjuna
jv	Pasuryane Mas Tono kaya Rahwana
jv	Pipine Rida aluse kaya dalan aspalan
jv	Pipine Rida aluse kaya dalan makadhaman
jv	Hawane awan iki kaya dolan menyang gurun
jv	Hawane awan iki kaya dolan menyang kutub
jv	Nyawang dedege Kartolo kok kaya kendel ngringkel
jv	Nyawang dedege Kartolo kok kaya dhadang ora godak
jv	Kahanan omahe Pak Sardi sing lagi wae oleh bantuwan kaya udan tangis
jv	Kahanan omahe Pak Sardi sing lagi wae oleh bantuwan kaya udan dhuwit
jv	Nek gawe wedang kopi Painem kaya disoki juruh
jv	Nek gawe wedang kopi Painem kaya disoki suruh
jv	Baguse Paijo katulung saka irunge sing kaya irunge petruk
jv	Baguse Paijo katulung saka irunge sing kaya irunge semar
jv	Pak Hasan ora gelem menehi sumbangan pancen sipate iku kaya cina craki
jv	Pak Hasan ora gelem menehi sumbangan pancen sipate iku kaya blaba uda
jv	Anggone nyambut gawe Allia kaya banteng ketaton
jv	Anggone nyambut gawe Allia kaya macan luwe
jv	Nalika sesrawungan Pak Jemani lan Paiman kaya banyu karo lenga
jv	Nalika sesrawungan Pak Jemani lan Paiman kaya mimi lan mituna
jv	Tulisane Sarti jumejer ana papan tulis kaya awangun ketumbar
jv	Tulisane Sarti jumejer ana papan tulis kaya cekere pitik
jv	Rambute Selfi wiwit cilik pancen kaya brintik linggis
jv	Rambute Selfi wiwit cilik pancen kaya kembang jagung
jv	Kain batik sing dituku nalika menyang pasar Klewer iku kandele kaya kulit bawang
jv	Kain batik sing dituku nalika menyang pasar Klewer iku kandele kaya kulit babat
jv	Isih esuk kahanane Mbak Marmi kaya Ulat peteng
jv	Isih esuk kahanane Mbak Marmi kaya ulat manis
jv	Roti donat lek nggawe Narti kaya atose debog
jv	Roti donat lek nggawe Narti kaya lemese pikulan
jv	Omahe sing dibangun ambane kaya pagupon dara
jv	Omahe sing dibangun ambane kaya leng semut
jv	Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kaya mental wesi
jv	Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kaya mental tempe
jv	Sawise mulih saka griya sakit pasuryane Siti isih kaya abang dluwang
jv	Sawise mulih saka griya sakit pasuryane Siti isih kaya abang godhong katirah
jv	Lungane Pakdhe menyang Surabaya enggale suwe kaya banyu sinaring
jv	Lungane Pakdhe menyang Surabaya enggale suwe kaya madu sinaring
jv	Rasane pelem kaya asem jawa
jv	Rasane pelem kaya gula jawa
jv	Swarane sing nembang kaya kutut manggung
jv	Swarane sing nembang kaya knalpot bolong
jv	Bathuke Icha nyela cendhani
jv	Bathuke Icha nonong
jv	Yen nyawang mripate Sari kaya ndamar kanginan
jv	Yen nyawang mripate Sari kaya liyep lindri
jv	Banyune kolam renang kaya banyu leri
jv	Banyune kolam renang kaya banyu aki
jv	Anggone mlaku bis mini kaya tuma kathok
jv	Anggone mlaku bis mini kaya sikatan nyamber lawang
jv	Lemah sing disumbangake kanggo lapangan desa ambane kaya amba godhong kelor
jv	Lemah sing disumbangake kanggo lapangan desa ambane kaya amba godhong tales
jv	Awake Surya nalika isih sekolah mbiyen kaya kuru semangka
jv	Awake Surya nalika isih sekolah mbiyen kaya lemu kurma
jv	Yen lungguh ana nggarep dhewe patrape kaya Dewi Sembadra
jv	Yen lungguh ana nggarep dhewe patrape kaya Buta Cakil
jv	Pratandha arep udan amarga medhunge kaya ndumuk irung
jv	Pratandha arep udan amarga medhunge kaya nyumet dimar
jv	Regane lombok abang sundhul langit
jv	Regane lombok abang kembang gogrog
jv	Pondhasine omah kaya wit tela
jv	Pondhasine omah kaya ting listrik
jv	Rambute polisi kae kaya bathok klapa
jv	Rambute polisi kae kaya ulu kucing
jv	Nalika dina Minggu, yen bisa nindakake pakaryan ngajari manuk beo nyanyi
jv	Nalika dina Minggu, yen bisa nindakake pakaryan bebek nglangi
jv	Uripku karo uripe wis kaya langit
jv	Uripku karo uripe wis kaya bumi
jv	Obahe wis kaya welut
jv	Obahe wis kaya siput
jv	Kutho iki hawane kaya kutub
jv	Kutho iki hawane kaya gurun
jv	Urip nang kutho gedhe iku kaya urip nang suarga
jv	Urip nang kutho gedhe iku kaya urip nang neraka
jv	Wis suwi ngerantau, rasane wong iku tambah andhap asor
jv	Wis suwi ngerantau, rasane wong iku tambah gumedhe
jv	Mahasiswa iku nduweni julukan otak udang
jv	Mahasiswa iku nduweni julukan otak encer
jv	Omah iku kaya istana
jv	Omah iku kaya gedheg
jv	Wis ngerti entuk biji elek, Abdi tetep gedhe ati
jv	Wis ngerti entuk biji elek, Abdi tetep cilik ati
jv	Awan iku bentukane kaya wedhus gembel
jv	Awan iku bentukane kaya wedhus putih
jv	Persidangan nang film kuwi rasane kaya gedhe sisih
jv	Persidangan nang film kuwi rasane kaya gedhe padha
jv	Wong iku mangane kaya durung mangan 3 dino
jv	Wong iku mangane kaya wong wis wareg
jv	Aldo yen nggarap tugas kaya mesin
jv	Aldo yen nggarap tugas kaya siput
jv	Prajurit nang film iku ngelakoni perang wis kaya singa
jv	Prajurit nang film iku ngelakoni perang wis kaya kura
jv	Wis suwi kerja nang negara liya, wong iku nduweni watak kaya watu
jv	Wis suwi kerja nang negara liya, wong iku nduweni watak kaya tahu
jv	Didelok saka kelakuane, anake Pak Budi iku kaya putri solo
jv	Didelok saka kelakuane, anake Pak Budi iku kaya preman
jv	Pernikahane pasangan iku kaya Romeo lan Juliet
jv	Pernikahane pasangan iku kaya asu lan kucing
jv	Pak Sutrisno iku tansaya dhuwur pendidikane tambah kaya pari
jv	Pak Sutrisno iku tansaya dhuwur pendidikane tambah kaya tong kosong
jv	Adhiku yen ngomong kaya Werkudara
jv	Adhiku yen ngomong kaya Puntadewa
jv	Kesabarane ibu nang anak-anake kaya samudra
jv	Kesabarane ibu nang anak-anake kaya godhong kelor
jv	Yen lara, awake dewe wis kaya inti bumi
