startphrase,ending1,ending2,labels,x,y,z
Someone said that living with my wife is like being colonized by the Netherlands,Living with my wife is unbearable,Living with my wife is free.,0,Someone,said that living with my wife is like being colonized by,the Netherlands
Someone said that I will live with my wife like a child playing here and there.,Living with my wife is unbearable,Living with my wife is free.,1,Someone,said that I will live with my wife like,a child playing here and there
A man's speech is like a honeycomb,Men's words are good,"Men's speech is bitter, bad.",0,A man 's speech,is like,a honeycomb
Men's speech is like animal bile.,Men's words are good,"Men's speech is bitter, bad.",1,Men 's speech,is like,animal bile
Today's kids wear clothes like coconut leaves,Today's kids wear tight clothes,Children these days wear loose clothes.,0,Today 's kids,wear clothes like,coconut
Today's children are dressed like pants without strings.,Today's kids wear tight clothes,Children these days wear loose clothes.,1,Today 's children,are dressed like,pants without strings
Technological progress in Indonesia like the Shinkansen train,Technology development in Indonesia is fast,"The progress of technology in Indonesia is slow, late.",0,Indonesia,like,the Shinkansen train
The progress of technology in Indonesia is like a snail running.,Technology development in Indonesia is fast,"The progress of technology in Indonesia is slow, late.",1,The progress of technology in Indonesia,is like,a snail running
Now the number of motorbikes on the road is like ants approaching sugar,Now the number of motorbikes on the road is very small,Now the number of motorcycles on the road is small.,0,the number of motorbikes on the road,is like,ants approaching sugar
Now the number of motorcycles on the road is like the contents of the wallet at the end of the month.,Now the number of motorbikes on the road is very small,Now the number of motorcycles on the road is small.,1,the number of motorcycles on the road,is like the contents of the wallet at,the end of the month
Today's teenagers feel nationalism like the Mariana Trench in the Pacific Ocean,The sense of teenage nationalism is high,The sense of nationalism of teenagers is low.,0,Today 's teenagers,feel nationalism like,the Mariana Trench in the Pacific Ocean
Today's teenagers feel nationalism like the depth of a pond for fish.,The sense of teenage nationalism is high,The sense of nationalism of teenagers is low.,1,Today 's teenagers,feel nationalism like,the depth of a pond for fish
Getting out of a maze is like getting out of a maze,Debt collection is difficult,Debt collection is easy.,0,a maze,,a maze
Making money is like boiling water until it boils.,Debt collection is difficult,Debt collection is easy.,1,boiling water,until,it
Saving if you regularly can make your wallet like a sumo athlete,Saving regularly can make you rich,Saving regularly can make you poor.,0,you,regularly can make your wallet like,a sumo athlete
Save if you can regularly make your wallet like Dobby in Harry Potter.,Saving regularly can make you rich,Saving regularly can make you poor.,1,you,can regularly make your wallet like,Dobby in Harry Potter
"If you have children under the age of five, the atmosphere of the house is like a stack of books in a library","If you have a toddler, the house is tidy","If you have a toddler, your house is messy.",0,you,"have children under the age of five , the atmosphere of the house is like",a stack of books in a library
"If you have children under the age of five, the atmosphere at home is like a shipwreck.","If you have a toddler, the house is tidy","If you have a toddler, your house is messy.",1,you,"have children under the age of five , the atmosphere at home is like",a shipwreck
My boarding room is like a mouse hole in the ground,The boarding house is broken,The boarding room is spacious.,0,My boarding room,is like,a mouse hole in the ground
My boarding room is like a field for children to play football.,The boarding house is broken,The boarding room is spacious.,1,My boarding room,is like,a field for children to play football
Doing group work feels like running in a swimming pool,Doing group work is hard,Doing group work is easy.,0,a swimming pool,,group work
Doing group work feels like carrying a sack of cotton.,Doing group work is hard,Doing group work is easy.,1,group work,feels like carrying,a sack of cotton
Marrying an idol is like fishing for water with a racket,Marry with an idol,Marriage with an idol is possible.,0,water,with,a racket
Marrying an idol is like getting a fish in a small pond.,Marry with an idol,Marriage with an idol is possible.,1,a small pond,,a fish
An honest person is usually like a lotus flower in water,A person who is honest and calm,Honest people are busy.,0,An honest person,is usually like,a lotus flower in water
An honest person is usually like a hungry goat in a cage.,A person who is honest and calm,Honest people are busy.,1,An honest person,is usually like a hungry goat in,a cage
"For me, the vaccine was injected like a durian falling on the head",The injection felt painful,The injection is painless.,0,me,", the vaccine was injected like",a durian falling on the head
"For me, being injected with a vaccine is like being stung by an ant.",The injection felt painful,The injection is painless.,1,me,", being injected with a vaccine is like being stung by",an ant
The netizen's comments are like sending a dismissal letter from the office,Netizen's comments look sad,The netizen's comments seem to be excited.,0,The netizen 's comments,are like sending a dismissal letter from,the office
Netizen's comments are like sending a love letter from a girlfriend.,Netizen's comments look sad,The netizen's comments seem to be excited.,1,Netizen 's comments,are like sending a love letter from,a girlfriend
Indonesia's law is like the length of the rice bowl,Indonesian law is dirty,Indonesian law is clean.,0,Indonesia 's law,is like,the length of the rice bowl
Indonesian law is like a bench in the ground.,Indonesian law is dirty,Indonesian law is clean.,1,Indonesian law,is like,a bench in the ground
Collecting wedding fees these days is like selling a kidney,The cost of the wedding is cash,The cost of the wedding is cheap.,0,wedding fees,these days is like selling,a kidney
Collecting wedding fees these days is like buying food at a supermarket.,The cost of the wedding is cash,The cost of the wedding is cheap.,1,a supermarket,,food
"If we see a ghost in the middle of the night, it's like a cracker","If you see a ghost, you are afraid",If you see a brave ghost.,0,we,"see a ghost in the middle of the night , it 's like",a cracker
"If we see a ghost in the middle of the night, it looks like a dragon catcher.","If you see a ghost, you are afraid",If you see a brave ghost.,1,we,"see a ghost in the middle of the night , it looks like",a dragon catcher
My lecturer in campus used to be like Cinderella's stepmother,My professor at the campus used to be fierce,My lecturer in the old campus was kind.,0,campus,used to be like,Cinderella 's stepmother
My lecturer in the old campus was like an angel in heaven.,My professor at the campus used to be fierce,My lecturer in the old campus was kind.,1,My lecturer in the old campus,was like,an angel in heaven
The opinions of others are like jasmine flowers coming out of our mouths,The opinion of others is good for us,The opinion of others is bad for us.,0,The opinions of others,are like jasmine flowers coming out of,our mouths
Other people's opinions about us are like a snake spitting out of its mouth.,The opinion of others is good for us,The opinion of others is bad for us.,1,Other people 's opinions about us,are like,a snake spitting out of its mouth
The journey to the office feels like looking at the top of a mountain from below,The journey to the office is long,Travel to the nearby office.,0,The journey to the office,feels like looking at,the top of a mountain from below
The trip to the office felt like a dago and lips.,The journey to the office is long,Travel to the nearby office.,1,The trip to the office,felt like,a dago and lips
Free association can make self-esteem like a sale of Eid pants,Free association can make self-esteem cheap,Free association can make self-esteem respected.,0,Free association,can make self - esteem like,a sale of Eid pants
Free association can make self-esteem like a small diamond but sought by many people.,Free association can make self-esteem cheap,Free association can make self-esteem respected.,1,Free association,can make self - esteem like a small diamond but sought by,many people
Being diligent in saving but also being diligent in debt is like throwing salt into the sea,"Keen to save, but also keen to borrow, there is no benefit",Keen to save but also keen to borrow is beneficial.,0,debt,is like throwing salt into,the sea
Keen to save but also keen to owe is like a candle in a dark lamp.,"Keen to save, but also keen to borrow, there is no benefit",Keen to save but also keen to borrow is beneficial.,1,Keen to save but also keen to owe,is like,a candle in a dark lamp
Successful people work like ants looking for food,Successful people must be diligent,Successful people must be lazy.,0,Successful people,work like,ants looking for food
Successful people work like pandas who sleep everyday.,Successful people must be diligent,Successful people must be lazy.,1,Successful people,work like,pandas who sleep everyday
A teacher is like a candle that is willing to burn itself to give light,The teacher is sincere,The teacher is selfish.,0,A teacher,is like,a candle that is willing to burn itself to give light
A teacher is like a merchant to a buyer.,The teacher is sincere,The teacher is selfish.,1,A teacher,is like a merchant to,a buyer
Accusing others of being ugly is like a person spitting at the sky,Accusing others of being ugly makes you look bad,Accuse others of being ugly and spread kindness to yourself.,0,a person spitting at the sky,y is like a person spitting at,the sky
Accusing others of being ugly is like spreading a flower nursery along the road.,Accusing others of being ugly makes you look bad,Accuse others of being ugly and spread kindness to yourself.,1,others,of being ugly is like spreading,a flower nursery along the road
"In my marriage from the past, there must be people who look like corpses given formalin",My marriage is lasting,There are marriages that don't last.,0,my marriage from the past,", there must be people who look like",corpses given formalin
"My marriage is from the past, I hope there is something like someone else's cell phone battery.",My marriage is lasting,There are marriages that don't last.,1,My marriage,"is from the past , I hope there is something like",someone else 's cell phone battery
Your writing in school is like chicken licks,Your writing in school is bad,Your writing in school is good.,0,Your writing in school,is like,chicken licks
Your writing in school is like the letters on the computer.,Your writing in school is bad,Your writing in school is good.,1,Your writing in school,is like,the letters on the computer
The age of a human being is like a gray hair,Human life is long,Human life is short.,0,The age of a human being,is like,a gray hair
Human age is like a tree too.,Human life is long,Human life is short.,1,Human age,is like,a tree
Our friend's thoughts are like those who have been playing in the mud,The thoughts of friends are dirty,The mind of a friend is clean.,0,Our friend 's thoughts,are like,those who have been playing in the mud
Our friend's thoughts are like those who have just finished taking a bath.,The thoughts of friends are dirty,The mind of a friend is clean.,1,Our friend 's thoughts,are like,those who have just finished taking a bath
Chasing the train at the station is like being chased by a mad dog,I was in a hurry to catch the train,Chasing the train is relaxing.,0,the station,is like being chased by,a mad dog
Chasing the train at the station is like a job.,I was in a hurry to catch the train,Chasing the train is relaxing.,1,the station,is like,a job
His hair was combed like a broom,His hair is coarse,Her hair is good.,0,His hair,was combed like,a broom
Her hair was combed like expensive silk.,His hair is coarse,Her hair is good.,1,Her hair,was combed like,expensive silk
Waiting for success to come to my life is like waiting for a teak tree to grow big,Success comes to life,Success comes to life quickly.,0,success to come to my life,is like waiting for,a teak tree
Waiting for success to come to my life is like waiting for instant noodles to cook.,Success comes to life,Success comes to life quickly.,1,success to come to my life,is like waiting for,instant noodles
Life experience can make human nature like a wick that burns easily,Life experience can make you angry,Life experience can make you patient.,0,Life experience,can make human nature like,a wick that burns easily
Life experience can make human nature like a tiger waiting for prey from afar.,Life experience can make you angry,Life experience can make you patient.,1,Life experience,can make human nature like,a tiger waiting for prey from afar
"If it's Eid al-Fitr in Bogor, the atmosphere is like a new funeral home",I'm going to Bogor for Lebaran,There are many people in Bogor for Eid.,0,it,"'s Eid al - Fitr in Bogor , the atmosphere is like",a new funeral home
"If it's Eid al-Fitr in Bogor, the atmosphere is like going to the night market.",I'm going to Bogor for Lebaran,There are many people in Bogor for Eid.,1,it,"'s Eid al - Fitr in Bogor , the atmosphere is like going to",the night market
The human mind is like the walls of an old house that are easily destroyed,The human mind is fragile,The human mind is strong.,0,The human mind,is like,the walls of an old house that are easily destroyed
The human mind is like a diamond that is not easily broken.,The human mind is fragile,The human mind is strong.,1,The human mind,is like,a diamond that is not easily broken
Money can change people like Qarun who was buried by his own property,Money can make people greedy,Money can change people to be grateful.,0,Money,can change people like Qarun who was buried by,his own property
Money can change people like a philanthropist even if he lacks.,Money can make people greedy,Money can change people to be grateful.,1,Money,can change people like a philanthropist even if,he
People's fate can be different like winning the jackpot overnight,"The fate of people can be different, there are lucky ones","The fate of people can be different, there are unlucky ones.",0,People 's fate,can be,different like winning the jackpot overnight
"The fate of people can be different, just like there are faeces that fall on the ground.","The fate of people can be different, there are lucky ones","The fate of people can be different, there are unlucky ones.",1,The fate of people,"can be different , just like there are faeces that fall on",the ground
Opening a new business for a pandemic is like sailing in a storm,Opening a new business for the pandemic is a big risk,Opening a new business for the pandemic is not without risk.,0,a pandemic,is like sailing in,a storm
Opening a new business during a pandemic is like climbing a steep mountain.,Opening a new business for the pandemic is a big risk,Opening a new business for the pandemic is not without risk.,1,a pandemic,is like climbing,a steep mountain
Too much knowledge can make a human being like a bag of worms chasing its prey,A lot of knowledge can make a person smart,A lot of knowledge can make people stupid.,0,Too much knowledge,can make a human being like,a bag of worms chasing its prey
Too much knowledge can make a person like swimming in a pond full of piranhas.,A lot of knowledge can make a person smart,A lot of knowledge can make people stupid.,1,Too much knowledge,can make a person like,swimming in a pond full of piranhas
The smell in public transport is like sticky rice,The smell in public transport smells,The smell in public transport is fragrant.,0,The smell in public transport,is like,sticky rice
The smell in public transport is like being in a perfume shop.,The smell in public transport smells,The smell in public transport is fragrant.,1,The smell in public transport,is like being in,a perfume shop
Getting back together with an ex is like watching a badminton final,Getting back with my ex is exciting,Getting back with my ex is boring.,0,an ex,is like watching,a badminton final
Getting back together with an ex is like wearing the same clothes every day.,Getting back with my ex is exciting,Getting back with my ex is boring.,1,an ex,is like wearing,the same clothes
A long distance relationship is like a rapid in a river,Long distance relationships are full of obstacles,Long distance relationships are not without obstacles.,0,A long distance relationship,is like,a rapid in a river
A long distance relationship is like riding a canoe in the lake.,Long distance relationships are full of obstacles,Long distance relationships are not without obstacles.,1,A long distance relationship,is like riding a canoe in,the lake
Insulting from others is like a coachman whipping a horse,Contempt makes more zealous,Insult makes misery.,0,Insulting from others,is like,a coachman whipping a horse
Insults from others are like cyanide poison in food.,Contempt makes more zealous,Insult makes misery.,1,Insults from others,are like,cyanide poison in food
