startphrase,ending1,ending2,labels,x,y,z
My love for you is deep in the Indian Ocean,My love for you is deep,My love for you is shallow,0,My love for you,is deep in,the Indian Ocean
My love for you is as deep as a child's pool,My love for you is deep,My love for you is shallow,1,My love for you,is as deep as,a child 's pool
He ran like a leopard chasing his prey,He ran fast,He ran slowly,0,He,ran like,a leopard chasing his prey
It runs like a garden snail,He ran fast,He ran slowly,1,It,runs like,a garden snail
His body is like a basketball,The body is big,His body is thin,0,His body,is like,a basketball
His body is like a power pole,The body is big,His body is thin,1,His body,is like,a power pole
The couple's children are like the number of football players,The couple's children are numerous,The couple's children are too many to be too few,0,The couple 's children,are like,the number of football players
The couple's children are like the number of rambutan seeds,The couple's children are numerous,The couple's children are too many to be too few,1,The couple 's children,are like,the number of rambutan seeds
My sister is like a parrot when she comes home,My sister is chatty when she comes home,My sister doesn't like her voice when she comes home,0,My sister,is like a parrot when,she
My brother is like a man with two teeth when he comes home,My sister is chatty when she comes home,My sister doesn't like her voice when she comes home,1,My brother,is like a man with two teeth when,he
The child's life is like a bird flying freely in the sky,The child's life is free,The child's life is restricted,0,The child 's life,is like,a bird flying freely in the sky
The child's life is like a bird in a cage,The child's life is free,The child's life is restricted,1,The child 's life,is like,a bird in a cage
My neighbor's words are like a finger hit by a sharp knife,My neighbor's words hurt,My neighbor's words are pleasant,0,My neighbor 's words,are like,a finger hit by a sharp knife
My neighbor's speech is like the tea he drinks when it rains,My neighbor's words hurt,My neighbor's words are pleasant,1,My neighbor 's speech,is like,the tea he drinks when it rains
His vehicle moves like the wind,The vehicle was moving fast,The vehicle was moving slowly,0,His vehicle,moves like,the wind
The vehicle runs like a hungry tiger,The vehicle was moving fast,The vehicle was moving slowly,1,The vehicle,runs like,a hungry tiger
The girl is like an ant,The girl is energetic,The girl is lazy,0,The girl,is like,an ant
The girl is like a buffalo,The girl is energetic,The girl is lazy,1,The girl,is like,a buffalo
"If you bring a gift, it is as heavy as a stone",If you bring heavy gifts,If you bring a light gift,0,you,"bring a gift , it is as heavy as",a stone
If you bring gifts like light cotton,If you bring heavy gifts,If you bring a light gift,1,you,bring gifts like,light cotton
Our love affair is like the story of Romeo and Juliet,Our love affair is romantic,Our love relationship is just an exchange,0,Our love affair,is like,the story of Romeo and Juliet
Our love relationship is like a dog and a cat,Our love affair is romantic,Our love relationship is just an exchange,1,Our love relationship,is like,a dog and a cat
My friend's face is like the asphalt of the highway,My friend's face is smooth,My friend's face was rough,0,My friend 's face,is like,the asphalt of the highway
My friend's face is like a country road without many pebbles,My friend's face is smooth,My friend's face was rough,1,My friend 's face,is like a country road without,many pebbles
My sibling relationship with my sister is like a human being with oxygen,My sibling relationship with my sister definitely needs it,My brother's relationship with my sister is not good,0,My sibling relationship with my sister,is like,a human being with oxygen
My sibling relationship with my sister is like water and oil,My sibling relationship with my sister definitely needs it,My brother's relationship with my sister is not good,1,My sibling relationship with my sister,is like,water and oil
The streets in my village are lit up like a night market,The streets of my village are brightly lit,The streets of my village are dimly lit,0,The streets in my village,are lit up like,a night market
The streets of my village are lit up like the shops of young girls,The streets of my village are brightly lit,The streets of my village are dimly lit,1,The streets of my village,are lit up like,the shops of young girls
My friend's father is like a raden werkudara,My friend's father is brave,My friend's father is scary,0,My friend 's father,is like,a raden werkudara
My friend's father is like a green buto,My friend's father is brave,My friend's father is scary,1,My friend 's father,is like,a green buto
His stepfather is like Gatot Kaca,His stepfather is good natured,His stepfather is evil,0,His stepfather,is like,Gatot Kaca
His stepfather is like Sengkuni,His stepfather is good natured,His stepfather is evil,1,His stepfather,is like,Sengkuni
"When monitoring the exam, the teacher's gaze is like an eagle looking for its prey","When monitoring the exam, the teacher's eyes are focused on observing the students","While monitoring the exam, the teacher's eyes were not focused because he was sleepy",0,the teacher 's gaze,is like,an eagle looking for its prey
"While monitoring the exam, the teacher's eyes were like a child being sung to","When monitoring the exam, the teacher's eyes are focused on observing the students","While monitoring the exam, the teacher's eyes were not focused because he was sleepy",1,the teacher 's eyes,were like,a child
Masku wanders like a buffalo that goes back to its cage,"Masku when he wanders, he always goes back to where he came from",Masku when he wandered he forgot where he came from,0,,,
Masku when he wanders like a nut forgets his skin,"Masku when he wanders, he always goes back to where he came from",Masku when he wandered he forgot where he came from,1,Masku when he wanders like,,a nut
That person's nature is like a sponge filled with honey,"That person's nature describes a person from the lower class, but rich in knowledge",He is a person who talks a lot but does not want to work and is angry,0,That person 's nature,is like,a sponge filled with honey
Such a person is like an empty drum giving a loud sound,"That person's nature describes a person from the lower class, but rich in knowledge",He is a person who talks a lot but does not want to work and is angry,1,Such a person,is like,an empty drum giving a loud sound
He danced like a wave of snakes.,He dances freely,He wants to dance hard,0,He,danced like,a wave of snakes
He danced like a robot when the battery was turned on,He can dance freely,He wants to dance hard,1,He,danced like a robot when,the battery
You and I are like betel nuts split in two,You and I are twins,You and I are different,0,You and I,are like betel nuts split in,two
You and I are like day and night,You and I are twins,You and I are different,1,You and I,are like,day and night
He jumped like a kangaroo,He jumped very high,He jumped low,0,He,jumped like,a kangaroo
He jumped like a rabbit,He jumped very high,He jumped low,1,He,jumped like,a rabbit
His body is like the core of the earth,His body is hot,His body was cold,0,His body,is like,the core of the earth
His body is like an ice cube,His body is hot,His body was cold,1,His body,is like,an ice cube
His heart is like a rock that will not be shaken even if it is hit by a big wave,His heart is firm and strong,Hearts are fragile and break easily.,0,His heart,is like,a rock that will not be shaken even if it is hit by a big wave
His heart is like cocoa,His heart is firm and strong,Hearts are fragile and break easily.,1,His heart,is like,cocoa
Ms. Ayu's skirt is as long as three kilos,Miss Ayu's skirt is short,Miss Ayu's skirt is in the middle of nowhere,0,Ms. Ayu 's skirt,is as long as,three kilos
Miss Ayu's skirt is like sweeping the road,Miss Ayu's skirt is short,Miss Ayu's skirt is in the middle of nowhere,1,Miss Ayu 's skirt,is like sweeping,the road
The feeling of a man being married to his wife is like being married,The feeling was joy,The feeling is hard,0,,,
The man's feeling is that he is married to himself,The feeling was joy,The feeling is hard,1,The man 's feeling,is that he is married to,himself
Andi's room is like an animal cage,Mr. Andi's room is empty,Andi's room is clean,0,Andi 's room,is like,an animal cage
Andi's room is like a hotel room,Mr. Andi's room is empty,Andi's room is clean,1,Andi 's room,is like,a hotel room
This cloud rain is like water directly poured from something high,It was raining heavily,It was drizzling,0,This cloud rain,is like water directly poured from,something high
This cloud rain is like the water splashes,It was raining heavily,It was drizzling,1,This cloud rain,is like,the water splashes
People's passion for life is like continuing to pray until tomorrow,His spirit is alive,His spirit is lazy,0,People 's passion for life,is like continuing to pray until,tomorrow
People's spirit of life is like a flower inside a banana leaf,His spirit is alive,His spirit is lazy,1,People 's spirit of life,is like,a flower inside a banana leaf
The man met his girlfriend's father as Werkudhara,The man met his girlfriend's father,The man met his girlfriend's father,0,The man,met his girlfriend 's father as,Werkudhara
The man met his girlfriend's father as Petruk,The man met his girlfriend's father,The man met his girlfriend's father,1,The man,met his girlfriend 's father as,Petruk
Milk is like water for a child,The milk is cold,The milk is thick,0,Milk,is like,water for a child
"If you give milk to your child, it's like coconut milk",The milk is cold,The milk is thick,1,you,"give milk to your child ,",it
Do not make promises like pigeons,blank,untrue,0,pigeons,make,promises like pigeons
It's like seeing an elephant riding a rickshaw,blank,untrue,1,It,'s like seeing,an elephant riding a rickshaw
The bond of his parents is like seven generations that never run out,rich,poor,0,The bond of his parents,is like,seven generations that never run out
Parents' clothes are like clothes and panties,rich,poor,1,Parents ' clothes,are like,clothes and panties
The young man behind my house is thinking about it,economic,break down,0,The young man behind my house,is thinking about,it
The young man behind my house is spending his money,economic,break down,1,The young man behind my house,,my house
"If you don't have a reason, it's like meeting a cloud demon",It's a strange reason,It's a normal reason,0,you,"do n't have a reason ,",it
The reason is that people are tired because they are working all day,It's a strange reason,It's a normal reason,1,The reason,is that people are tired because,they
The children behaved like the bridegroom next to them,The children are calm,The children behave differently,0,The children,behaved like the bridegroom next to,them
The children behave like people who go to the market,The children are calm,The children behave differently,1,The children,behave like,people who go to the market
"Back then, my father broke my mother's heart like looking for a dom in the middle of straw",difficult,easy,0,my father,broke my mother 's heart like looking for,a dom in the middle of straw
"Back then, my father used to break my mother's heart like riding a motorbike, it would hurt my teeth when I rode it",difficult,easy,1,my father,"used to break my mother 's heart like riding a motorbike , it would hurt my teeth when",I
"When my sister wears a dress, it's like opening a plastic bag in a store",My sister is wearing a new dress,My sister wears old clothes,0,my sister,"wears a dress , it 's like opening a plastic bag in",a store
My sister wears a dress like she has never seen before,My sister is wearing a new dress,My sister wears old clothes,1,My sister,wears a dress like,she
The water is as clear as a lake,The water is crystal clear,The water is clear,0,The water,is as clear as,a lake
The water is clear like coffee water,The water is crystal clear,The water is clear,1,The water,is clear like,coffee water
The character of the mask is like a grater,The character of the mask is rough,The character of the mask is soft,0,The character of the mask,is like,a grater
The character of the mask is like the skin of a baby,The character of the mask is rough,The character of the mask is soft,1,The character of the mask,is like,the skin of a baby
Ani's heart is as wide as the sky,Ani's heart is wide,Ani's heart is narrow,0,Ani 's heart,is as wide as,the sky
Ani's heart is like the width of an alley,Ani's heart is wide,Ani's heart is narrow,1,Ani 's heart,is like,the width of an alley
My brother is like a blondo who needs to be asked again,My brother is a shallow person,My brother is Lumo,0,My brother,is like,a blondo who needs to be asked again
My brother is like a person who likes to be with others,My brother is a shallow person,My brother is Lumo,1,My brother,is like,a person who likes to be with others
The road in front of the house is like a mess when it hits the water,The road in front of the house,The road in front of the house is lazy,0,The road in front of the house,is like a mess when,it
The road in front of the house looks like it was wiped with a wet cloth,The road in front of the house,The road in front of the house is lazy,1,The road in front of the house,looks like it was wiped with,a wet cloth
If you have dreams above the sky,If you have very high ambitions,If you have ambitions that are not high (ordinary,0,you,have dreams above,the sky
If you have a dream above an electric pole,If you have very high ambitions,If you have ambitions that are not high (ordinary,1,you,have a dream above,an electric pole
The closet inside the house is the size of a football field,The closet inside the house is huge,The closet inside the house is small,0,The closet inside the house,is the size of,a football field
The closet inside the house is as big as a noodle box,The closet inside the house is huge,The closet inside the house is small,1,The closet inside the house,is as big as,a noodle box
Being a teacher today is like walking up a mountain,Being a teacher today is like a joke,Being a teacher today is like a convenience,0,,,
Being a teacher today is like taking a leisurely walk,Being a teacher today is like a joke,Being a teacher today is like a convenience,1,a teacher,today is like taking,a leisurely walk
It's like being a chicken when you cook it with rice,Siblings are suffocating,Siblings are far apart,0,It,'s like being a chicken when you cook it with,rice
Friendship is like an ant hitting the sun,Siblings are suffocating,Siblings are far apart,1,Friendship,is like,an ant hitting the sun
The lights in the house seem to have a response,The lights in the house are bright,The lights in the house are dark,0,The lights in the house,,the house
The lights near the house are like a graveyard,The lights in the house are bright,The lights in the house are dark,1,The lights near the house,are like,a graveyard
Doing the exam is like trying to get a hundred marks,The exam is easy,The exam is difficult,0,the exam,is like trying to get,a hundred marks
Exams are done like threading threads at night,The exam is easy,The exam is difficult,1,Exams,are done like threading threads at,night
The nose can be stuck in a pot,His nose is big,His nose is wrinkled,0,The nose,can be stuck in,a pot
His nose was pinched as the fire continued,His nose is big,His nose is wrinkled,1,His nose,was pinched as,the fire
It's like riding a motorcycle at a red light at an intersection,His efforts stopped,His business is working,0,It,'s like riding a motorcycle at a red light at,an intersection
It's like riding a motorcycle with a green light,His efforts stopped,His business is working,1,It,'s like riding a motorcycle with,a green light
The color of the skin is like juwet fruit,His skin color is black,His skin color is white,0,The color of the skin,is like,juwet fruit
The color of her skin is like milk,His skin color is black,His skin color is white,1,The color of her skin,is like,milk
The whole body is like a drum,His body is fat,His body is thin,0,The whole body,is like,a drum
The whole body is like a pole of the house,His body is fat,His body is thin,1,The whole body,is like,a pole of the house
The boy likes to meet new people as if he dares to introduce himself,The boy is good,The boy was shy,0,The boy,likes to meet new people as if,he
The boy is afraid to come out when he meets a new person,The boy is good,The boy was shy,1,The boy,is afraid to come out when,he
His body is like a cocoon,His body is strong,His body is weak,0,His body,is like,a cocoon
His body is like two people,His body is strong,His body is weak,1,His body,is like,two people
The weather is like a limo jacket,The weather is cool now,The weather is cold now,0,The weather,is like,a limo jacket
The air was now as if it was being fanned by ten people,The weather is cool now,The weather is cold now,1,The air,was now as if it was being fanned by,ten people
Her hair is the color of guava flowers,His hair color is white,His hair color is black,0,Her hair,is the color of,guava flowers
His hair is the color of charcoal,His hair color is white,His hair color is black,1,His hair,is the color of,charcoal
His father was like an important official,His father is very busy,His father was not busy,0,His father,was like,an important official
His father seems to have a job,His father is very busy,His father was not busy,1,His father,seems to have,a job
It works like a machine that never dies,It works powerfully,It works weakly,0,It,works like,a machine that never dies
It works like a clock running out of battery,It works powerfully,It works weakly,1,It,works like,a clock running out of battery
We are like umbrellas and rain,We are often together,We are in exchange,0,We,are like,umbrellas and rain
We are like cats and dogs.,We are often together,We are in exchange,1,We,are like,cats and dogs
His jokes are like clowns,His jokes are funny,His jokes are dry,0,His jokes,are like,clowns
His laugh is like a yellow leaf,His jokes are funny,His jokes are dry,1,His laugh,is like,a yellow leaf
"When someone chooses to go somewhere, my life feels like the apocalypse","When he chooses to go somewhere, my life is difficult","When he chooses to go somewhere in my life, I feel happy",0,someone,"chooses to go somewhere , my life feels like",the apocalypse
"When someone chooses to go somewhere in my life, I feel like I got 100 billion money","When he chooses to go somewhere, my life is difficult","When he chooses to go somewhere in my life, I feel happy",1,someone,"chooses to go somewhere in my life ,",I
His face looks like a flower in a blooming garden,His face was radiant,His face was pale,0,His face,looks like,a flower in a blooming garden
His face looked like a withered flower,His face was radiant,His face was pale,1,His face,looked like,a withered flower
His smile is like Javanese sugar,Her smile is sweet,His smile was sour,0,His smile,is like,Javanese sugar
His smile was like a mouse,Her smile is sweet,His smile was sour,1,His smile,was like,a mouse
Mr. Budi's voice is like a lion roaring deep in the forest,Mr. Budi's voice is scary,Budi's voice is good,0,Mr. Budi 's voice,is like,a lion roaring deep in the forest
Mr. Budi's voice is like a child reciting,Mr. Budi's voice is scary,Budi's voice is good,1,Mr. Budi 's voice,is like,a child reciting
People's knowledge is like shallow water,His knowledge is superficial,His knowledge is extensive,0,People 's knowledge,is like,shallow water
The knowledge of such a person is like the size of a tree,His knowledge is superficial,His knowledge is extensive,1,The knowledge of such a person,is like,the size of a tree
Her clothes smell like jasmine flowers,Her clothes are fragrant,His clothes smell,0,Her clothes,smell like,jasmine flowers
His clothes smelled of sweat,Her clothes are fragrant,His clothes smell,1,His clothes,smelled of,sweat
His steadfastness in the face of reality is like a rock,His tenacity in the face of reality is powerful,His steadfastness in the face of fragile reality,0,His steadfastness in the face of reality,is like,a rock
His steadfastness in the face of reality is like crackers,His tenacity in the face of reality is powerful,His steadfastness in the face of fragile reality,1,His steadfastness in the face of reality,is like,crackers
Jidate is like a football field,Jidate ombo,It's narrow,0,Jidate,is like,a football field
It's like a peanut shell,Jidate ombo,It's narrow,1,It,'s like,a peanut shell
If you are angry like a raging tiger,"If you are angry, you will shout","If you are angry, keep quiet",0,you,are angry like,a raging tiger
"If you are angry, you are like a statue","If you are angry, you will shout","If you are angry, keep quiet",1,you,"are angry , you are like",a statue
"If you laugh, it's like a mother attached",If you laugh loudly and scream,If you hold back your laughter,0,you,"laugh , it 's like",a mother
"If you laugh, it's like a mistake",If you laugh loudly and scream,If you hold back your laughter,1,you,"laugh , it 's like",a mistake
His mouth is like a medicine for two teeth,The word is bitter,The food is sweet,0,His mouth,is like,a medicine for two teeth
Its taste is like banana compote,The word is bitter,The food is sweet,1,Its taste,is like,banana compote
"If you want to eat, spend a whole bag of rice",If you eat a lot,If you eat a little,0,you,"want to eat , spend a whole bag of",rice
If you eat a lot of food,If you eat a lot,If you eat a little,1,you,eat a lot of,food
His body is like a tall building,His body is strong,His body is weak,0,His body,is like,a tall building
His body is like chips,His body is strong,His body is weak,1,His body,is like,chips
