startphrase,ending1,ending2,labels,x,y,z
Dél lost the euro when he complained to the police,Delé fled when he called the police,Delé stopped when he called the police,1,Dél,lost the euro when he complained to,the police
Délé stood still when he called the police,Delé fled when he called the police,Delé stopped when he called the police,0,Délé,stood still when,he
It has been a pain in the ass,He has seen trouble,He has seen a threat,1,It,has been a pain in,the ass
He has been kind to the rich,He has seen trouble,He has seen a threat,0,He,has been kind to,the rich
Let's talk about it quietly,Let us keep the matter a secret,Let us reveal the secret of the matter,0,'s,talk about,it
Let's get the word out,Let us keep the matter a secret,Let us reveal the secret of the matter,1,'s,get,the word
His luck was about to be overstated,His luck is about to run out,His luck was just beginning,1,His luck,was,about to be overstated
His luck is short,His luck is about to run out,His luck was just beginning,0,His luck,is,short
Forgive the beggar's plate,Don't be angry,Do not spread,0,,,
Please remove the potter's plate,Don't be angry,Do not spread,1,,,
Álibi's father helped him die,Ali's father died because of it,They killed Álibi's father,0,Álibi 's father,helped,him
Father Álibi is rather poor,Ali's father died because of it,They killed Álibi's father,1,Father Álibi,is,rather poor
They used Adéyami's nose to blow the flute in the presence of the King,They punished Adeyemi on the King's day,Adeyemi was honored in the King's presence,1,They,used Adéyami 's nose to blow the flute in,the presence of the King
They put Adeyemi's face in front of the King,They punished Adeyemi on the King's day,Adeyemi was honored in the King's presence,0,They,put Adeyemi 's face in,front of the King
Why are you flexible?,Why are you standing around doing nothing?,Why do you work without stopping?,1,you,,flexible
Why are you breathing?,Why are you standing around doing nothing?,Why do you work without stopping?,0,you,breathing,Why
Fight back,Let bad things happen again,Let good things come back and happen here,1,,,
Fight forward for me,Let bad things happen again,Let good things come back and happen here,0,me,ght,forward
They are kissing each other,The world is witnessing what it cannot do,The world is proving what it can do,1,They,are kissing,each other
Say so and do so in Táyé,The world is witnessing what it cannot do,The world is proving what it can do,0,Táyé,,so
The point is there,The gossip is near,God is near,1,The point,is,there
It is not easy to see,The gossip is near,God is near,0,It,is not,easy to see
An elderly person who works hard,The old man who loves the old man,A child who loves a child,1,who,works,hard
It is not a child's voice,The old man who loves the old man,A child who loves a child,0,It,is not,a child 's voice
It is pouring into the bottom of the basket,He is wasting away,He's playing prodigal,1,It,is pouring into,the bottom of the basket
He saw it,He is wasting away,He's playing prodigal,0,He,saw,it
The people from the bottom are getting angry,The people below are angry underground,The people below are happy,1,The people from the bottom,,the bottom
The people of the mountains are having fun,The people below are angry underground,The people below are happy,0,The people of the mountains,,the mountains
Lakariboto is Oshola,Honor does not mean having sex with a woman,Honor can have sex with a woman,1,Lakariboto,is,Oshola
Ishola is a human horse,Honor does not mean having sex with a woman,Honor can have sex with a woman,0,Ishola,is,a human horse
The capital covered the field,The capital fled,The capital stands,1,The capital,covered,the field
The capital stood down,The capital fled,The capital stands,0The capital,,stood down
Areó has chosen a book,Areó has no charges against him,Aréo has many accusations in his neck,0,Areó,has chosen,a book
Areó is guilty,Areó has no charges against him,Aréo has many accusations in his neck,1,Areó,is,guilty
Gbadelob likes to take things for granted,Gbadebol likes to know first things first,Gbadebol likes to be behind in things,1,Gbadelob,likes to take,things
Come and love him and be kind to him,Gbadebol likes to know first things first,Gbadebol likes to be behind in things,0,,,
He had stepped inside,She is pregnant,She has given birth,0,He,had stepped,inside
He was bleeding inside,She is pregnant,She has given birth,1,He,was bleeding,inside
They have finally started eating,They have come back to destroy what we did well,They have come back and corrected what we did that was not good,1,They,have,finally
They finally gave up,They have come back to destroy what we did well,They have come back and corrected what we did that was not good,0,They,,finally
The fire stopped,Fire in the heart,Fire always speaks,1,,,
The fire stopped,Fire in the heart,Fire always speaks,0,,,
We will not be silent,We will not prolong the matter,We will talk about it for a long time,0,We,will not be,silent
We will talk down,We will not prolong the matter,We will talk about it for a long time,1,We,will talk,down
This word is watery,This word has no meaning,This word means,1,This word,is,watery
This word is a parent's pride,This word has no meaning,This word means,0,This word,is,a parent 's pride
"The bucket broke, and the water spilled again","The mother died, and the child also died","Aya wa la la, and her son la la la",1,The bucket,"broke , and",the water
He was breathing heavily,"The mother died, and the child also died","Aya wa la la, and her son la la la",0,He,was breathing,heavily
Is it like grain?,Is a big thing like a small thing?,Is a small thing like a big thing?,1,it,like,grain
Fingers that are too tight,Is a big thing like a small thing?,Is a small thing like a big thing?,0,that,are,too tight
This job is like learning,This is a very difficult job,This work is very difficult,0,This job,is like,learning
This work is direct,This is a very difficult job,This work is very difficult,1,This work,is,direct
They have married Adewumi,They have punished Adewimi,They will meet Adewumi tomorrow,1,They,have married,Adewumi
They have killed Adewimi,They have punished Adewimi,They will meet Adewumi tomorrow,0,They,have killed,Adewimi
A generous blessing,Blessings are asking for things,Blessings ask for things,0,,,
Blessings,Blessings are asking for things,Blessings ask for things,1,,,
Aintlá is coming over you in Ílorin,Aynila is enjoying herself in Ílorin,Aintlá is being punished in Ílorin,0,Aintlá,is coming over you in,Ílorin
The fire is burning in Ilorin,Aynila is enjoying herself in Ílorin,Aintlá is being punished in Ílorin,1,The fire,is burning in,Ilorin
Salawa looked his boss in the eye,Salawa was polite to his boss,Salawa is very kind to his boss,1,Salawa,looked his boss in,the eye
Salawa praises his master,Salawa was polite to his boss,Salawa is very kind to his boss,0,Salawa,praises,his master
The things we have have become difficult,The things we have are finished,The things we have are more,1,we,have have become,difficult
What we have has been multiplied,What we have is over,The things we have are more,0,we,have has been multiplie,What
The horse in the book is Roppo,"Instead, he cannot have sex with a woman",A man can have sex with a woman,1,The horse in the book,,the book
"Ropo is an earthly religion, it can be rooted out","Instead, he cannot have sex with a woman",A man can have sex with a woman,0,Ropo,"is an earthly religion ,",it
The chicken chows down,Chicken is punishment,Chicken is fun,1,The chicken,chows,down
The chickens are touching each other,Chicken is punishment,Chicken is fun,0,The chickens,are touching,each other
Bimpé's hand pressed the hilt of the sword,Bimpé has reached a point where he cannot be harmed,Bimpé has reached the point where he can be killed,0,Bimpé 's hand,pressed the hilt of,the sword
Bimpé is an ant under a shoe,Bimpé has reached a point where he cannot be harmed,Bimpé has reached the point where he can be killed,1,Bimpé,is an ant under,a shoe
Okété carried Adisa's hand,Adisa lost a big thing,Adisha saw a great thing,1,Okété,carried,Adisa 's hand
Addisá greeted Okété,Adisa lost a big thing,Adisha received a great deal,0,Addisá,greeted,Okété
He was shot by the police yesterday,He died yesterday,He was alive yesterday,1,He,was shot by,the police
He left the world yesterday,He died yesterday,He was alive yesterday,0,He,left,the world
We have forgiven the sin of Tope,Thank you for forgiving,We have been punished,0,We,have forgiven the sin of,Tope
Sin has been planned for Palm Sunday,Thank you for forgiving,We have been punished,1,Sin,has been planned for,Palm Sunday
Don't give me too much,Do not force me to speak,I slowly got him to talk,0,too,,too much
Don't stick it in my throat,Do not force me to speak,I slowly got him to talk,1,my throat,ick,it
He has stepped on the table,He has made a mistake,He has done it perfectly,1,He,has stepped on,the table
You stumble,He has made a mistake,He has done it perfectly,0,,,
Let's get excited about it,Let us force it,Let's take it lightly,1,'s,get excited about,it
Be more flexible,Let us force it,Let's take it lightly,0,more,,more flexible
This word is a banana peel,This issue is simple,This issue is difficult,0,This word,is,a banana peel
This word is a fish eye,This issue is simple,This issue is difficult,1,This word,is,a fish eye
Táyé's mother is a magician,Tâyé's mother gave birth to only one child,Tâyé's mother gave birth to many children,1,Táyé 's mother,is,a magician
The Mother of the Universe is God,Tâyé's mother gave birth to only one child,Tâyé's mother gave birth to many children,0,The Mother of the Universe,,the Universe
It's all in vain,All together,All in the cold,1,It,'s all in,vain
All have responsibilities,All together,All in the cold,0,All,have,responsibilities
Ajadi saw Ayoy's eyes widening,Ajadi saw Ayoy's anger,Ajadi found Ayoy's favor,1,Ajadi,saw,Ayoy 's eyes
Ajadi saw the water of Ayoy's mercy,Ajadi saw Ayoy's anger,Ajadi found Ayoy's favor,0,Ajadi,saw the water of,Ayoy 's mercy
Odu is Ajála,Ajala city is known for its disaster,Calamity is unknown,0,Odu,is,Ajála
Okolo Oyo is Ajala,Ajalala city is known for its disaster,Calamity is unknown,1,Okolo Oyo,is,Ajala
You will touch it,He is old,He is ready,0,You,will touch,it
You will fly down,He is old,He is ready,1,You,will fly,down
I did not meet Awele at home,I did not meet Awele as a virgin,I was with Awelé like a virgin,1,I,did not meet Awele at,home
Awële is a virgin,I did not meet Awele as a virgin,I was with Awelé like a virgin,0,Awële,is,a virgin
The chicken jumped out of the basket,The chicken is in danger,The chicken entered the shelter,1,The chicken,jumped out of,the basket
The chicken crossed the honey bridge,The chicken is in danger,The chicken entered the shelter,0,The chicken,crossed,the honey bridge
Adéwale has crushed the corn,Adéwalé has seen trouble,Adévalé has seen a birthday,1,Adéwale,has crushed,the corn
Adéwale has stolen the corn,Adéwalé has seen trouble,Adévalé has seen a birthday,0,Adéwale,has stolen,the corn
A fruit of honey,Adisha got into trouble,Adisa took pleasure in it,1,,,
The wheat has yielded abundantly,Adisha got into trouble,Adisa took pleasure in it,0,The wheat,has yielded,abundantly
Break the bread,The secret is out,The secret is covered,1,,,
The dead of night is possible,The secret is out,The secret is covered,0,The dead of night,,night
The capital is emphasizing,The capital is complaining,The capital is silent,1,,,
Capital is hiding,The capital is complaining,The capital is silent,0,,,
Akinsanya is a cow,Akinsanya from the necklace of eating,It's the joy of eating,1,Akinsanya,is,a cow
Akinsanya is the unstoppable one,Akinsanya from the necklace of eating,It's the joy of eating,0,Akinsanya,is,the unstoppable one
Dress your child properly,Stop the bad behavior you are doing,Continue to do bad things,0,your child,,properly
Say thank you to people,Stop the bad behavior you are doing,Continue to do bad things,1,people,ank,you
Run away,Misfortune happened,A happy thing has happened,1,,,
The first customer,Misfortune happened,A happy thing has happened,0,,,
Otabiyi has stopped wearing a veil,This one is dead,This one is alive,1,Otabiyi,has stopped wearing,a veil
Otabiyi has become a living dance,This one is dead,This fellow is alive,0,Otabiyi,has become,a living dance
Ayka is kissing,Ayka is stealing,Ayka is looking after things,1,,,
Ayka wanted to speak,Ayka is stealing,Ayka is looking after things,0,,,
It used to be dug to the river,It was a long time ago,It's really early,1,It,used to be dug to,the river
Táyé took the ball to the south,It was a long time ago,It's really early,0,Táyé,took the ball to,the south
He came out as an eight-day-old child,He called me on the spot,He hid it,1,He,came out as,an eight - day - old child
He was silent as a man,He called me on the spot,He hid it,0,He,was silent as,a man
Don't let me cum on the oil,He didn't let me rest,He didn't let me worry,1,me,cum on,the oil
It makes me want to cum on oil,He didn't let me rest,He didn't let me worry,0,It,makes me want to cum on,oil
The region is Bimpé,Bimpé is a hero,Bimpé is lazy,0,The region,is,Bimpé
Bimpé is a sheep,Bimpé is a hero,Bimpé is lazy,1,Bimpé,is,a sheep
The crown makes it hard for us,The crown is lying to us,The crown is true for us,1,The crown,makes it hard for,us
The crown is washing words as it really is,The crown is lying to us,The crown is true for us,0,The crown,is washing words as,it
He listened to my advice,He refused to take my advice,He refused to take my advice,1,He,listened to,my advice
He listened to my advice,He refused to take my advice,He refused to take my advice,0,He,listened to,my advice
Ajibáde is turning his back on me,He attracted me,He left me alone,1,Ajibáde,is turning his back on,me
Ajibáde is laughing at me,He attracted me,He left me alone,0,Ajibáde,is laughing at,me
There was a flash in the face of Ajani,He was angry with Ajani,Tâyé softened to Ajani,1,the face of Ajani,in the face of,Ajani
There was a curse in Ajani,He was angry with Ajani,Tâyé softened to Ajani,0,Ajani,was,a curse in Ajani
He nodded to her,He left it behind,He pulled her into a hug,1,He,nodded to,her
He wears you,He left it behind,He pulled her into a hug,0,He,wears,you
Adigun burned Ayo's face,Adigun is angry with Ayoy,Adigung felt sorry for Ayoy,1,Adigun,burned,Ayo 's face
Adigung consoled Ayoy,Adigun is angry with Ayoy,Adigung felt sorry for Ayoy,0,Adigung,consoled,Ayoy
It's coming to my mouth,He was trying to get me to talk,He was trying to make me talk,1,It,'s coming to,my mouth
He was touching me,He was trying to get me to talk,He was trying to make me talk,0,He,was touching,me
The child was born,The child likes sex,The child does not like sex,1,,,
The child froze,The child likes sex,The child does not like sex,0,,,
Ádísá is a close-headed child,Addisá is a child without a teacher,Adísá is a child who does not have a son,1,Ádísá,is,a close - headed child
Ádísá is an ordinary person,Addisá is a child without a teacher,Adísá is a child who does not have a son,0,Ádísá,is,an ordinary person
We die satisfied,We died fasting,We die of overeating,1,We,die,satisfied
We died of hunger,We died fasting,We die of overeating,0,We,died of,hunger
Bolú watches the clock ticking,Bolulu is watching someone else's steps to take his own,Bolulu does not look at other people's steps to take his own,1,Bolú,watches the clock,ticking
No one cares,Bolulu is watching someone else's steps to take his own,Bolulu does not look at other people's steps to take his own,0,,,
Breathless,The one who called,A wise person,1,,,
Heavenly Father,The one who called,A wise person,0,,,
The teacher was speechless,Talabi said something that insulted the teacher,Tà Là Bì says the words that the teacher sounds like,1,The teacher,was,speechless
Talabi hit the teacher in the mouth,Talabi said something that insulted the teacher,Tà Là Bì says the words that the teacher sounds like,0,Talabi,hit the teacher in,the mouth
Joy is a model,Joy loves to sing,Joy likes to be quiet,1,Joy,is,a model
Joy is a negative skull,Joy loves to sing,Joy likes to be quiet,0,Joy,is,a negative skull
I put my life on the President,I have hope in the President,I am disappointed in the President,0,I,put my life on,the President
Joy is not expected,I have hope in the President,I am disappointed in the President,1,,,
The client has eaten up,The client has become an honorable person,The client has become poor,0,The client,has,eaten up
The customer has reached the ground,The client has become an honorable person,The client has become poor,1,The customer,has reached,the ground
Plant in Dada,Slow down,Good luck,1,,,
Asha is Dada,Slow down,Good luck,0,Asha,is,Dada
The chicken breathed its last,What does audio do to me?,Audio sold me,1,The chicken,breathed,its last
The chicken looked away,What does audio do to me?,Audio sold me,0,The chicken,looked,away
It's a simple matter,Idolovu ran away,The flower stands,0,It,'s,a simple matter
Darkness,Idovoku ran away,The flower stands,1,,,
She grew up to be a teenager,Kehinde punishes Idowwu,The second is to honor Idowwu,0,She,grew up to be,a teenager
Kheinde fell into the hands of Idowwu,Kehinde punishes Idowwu,The second is to honor Idowwu,1,Kheinde,fell into,the hands of Idowwu
They burned down the capital,They strengthened the capital,They took power from capital,0,They,burned down,the capital
They were rescued from the President,They strengthened the capital,They took power from capital,1,They,were rescued from,the President
They have broken the Idowhu shop,They have broken the Idowu family,They have blocked Ibal Idowwu,1,They,have broken,the Idowhu shop
There is fat in the yolk,They have broken the Idowu family,They have blocked Ibal Idowwu,0,the yolk,,fat
The chicken has gone to sleep,The chicken is dead,The chicken is alive,0,The chicken,has gone to,sleep
Goodbye has filled us in the world,The chicken is dead,The chicken is alive,1,Goodbye,has filled us in,the world
I did not ignore him,I will allow you to talk to me,I don't allow it and choose against it,0,I,did not ignore,him
I bow down to him,I will allow you to talk to me,I don't allow it and choose against it,1,I,bow down to,him
It's a dream,Rapid growth,Slow growth,1,It,'s,a dream
Planting in Idowû,Rapid development,Slow growth,0,in Idowû,,planting
Bidemi pakuta spoke to us,Bidemi brought another word into the speech we were saying,How it makes us continue the words we are saying,1,Bidemi pakuta,spoke to,us
My breath blew my mind,Bidemi brought another word into the speech we were saying,How he made us continue the words we were saying,0,My breath,blew,my mind
Dollars are wages,Money always interferes with what they do not call it,Money doesn't interfere with what they don't call it,1,Dollars,are,wages
A dove is a dollar,Money always interferes with what they do not call it,Money doesn't interfere with what they don't call it,0,A dove,is,a dollar
It is dangerous,He answered,You are wise,1,It,is,dangerous
It is wise to carry,He answered,You are wise,0,It,is,wise
It is a snake that breathes,Bad things are coming for me,You are not looking for me,1,It,is a snake,that
He was chasing a rat,Bad things are coming for me,You are not looking for me,0,He,was chasing,a rat
They have killed the teacher,They have sought damages for the teacher,They have sought forgiveness for the Teacher,1,They,have killed,the teacher
They have thrown stones at the teacher,They have sought damages for the teacher,They have sought forgiveness for the Teacher,0,They,have thrown stones at,the teacher
Adéoye arrived yesterday,Adéoye is dead,Adéoye is alive,1,,,
Adeoye always clicked on the page,Adéoye is dead,Adéoye is alive,0,Adeoye,always clicked on,the page
Adisa has already warmed up,Adisa has spoken wisely,Adisa has spoken wisely,1,Adisa,has,already
Adisa is too old to dream,Adisa has spoken wisely,Adisa has spoken wisely,0,Adisa,is,too old
Dayo is a lizard,A person who can cause harm is Dayo,A person who can benefit is Dayo,1,Dayo,is,a lizard
Dayo is a dove,A person who can cause harm is Dayo,A person who can benefit is Dayo,0,Dayo,is,a dove
He was out of breath,He has searched my mind,It bothered me,1,He,was out of,breath
He has taken a breather,He has searched my mind,It bothered me,0,He,has taken,a breather
Aduque is a smallpox,Aduke is a bad person,Aduke is a simple person,1,Aduque,is,a smallpox
A dove is a dove,Aduke is a bad person,Aduke is a simple person,0,A dove,is,a dove
The word is a cancer for me,The word was as I wanted,The word was not what I wanted,0,The word,is a cancer for,me
Fish is the word for me,The word was as I wanted,The word was not what I wanted,1,Fish,is the word for,me
Sleep on the roof,Be in danger,Stay safe,1,the roof,,sleep on
Get off the roof,Be in danger,Stay safe,0,the roof,,get off
Cut a tree for him,Put a necklace on him,Freed from the necklace,1,him,,a tree
You smell,Put a necklace on him,Freed from the necklace,0,,,
Clothes don't fit anymore,This amendment is no longer valid,This correction is useful,1,Clothes,do n't fit,anymore
Dress up the Bird,This amendment is no longer valid,This correction is useful,0,,,
Touch them,Don't be angry,Sorry,0,,,
Touch it,Don't be angry,Sorry,1,,,
I was the one who followed the word,I was the one who created the words that caused the fight,I don't know anything about the issue that caused the fight,1,I,was the one,who
I am the one who watered it,I was the one who created the words that caused the fight,I don't know anything about the issue that caused the fight,0,I,am the one,who
He wants to be on top of me,He wants to deceive me,He wants to be honest with me,1,He,wants to be on,top of me
He wants to take my place,He wants to deceive me,He wants to be honest with me,0,He,wants to take,my place
Many people have passed away,Many people have died,Many people are alive,1,Many people,have passed awa,Many
Many people are born again,Many people have died,Many people are alive,0,Many people,are born,again
They are bowing down to Him,They are leaving Him undisciplined,They scold Him very much,0,They,are bowing down to,Him
They are burning on Him,They are leaving Him undisciplined,They scold Him very much,1,They,are burning on,Him
He wanted to quit already,He wants to be a farmer,He wants to eat,0,He,wanted to quit,already
He wanted to go hand in hand,He wants to be a farmer,He wants to eat,1,He,wanted to go,hand
Culture is Fire,Fire is crazy,Aina is a gentle person,1,Culture,is,Fire
Dove is Fire,Fire is crazy,Aina is a gentle person,0,Dove,is,Fire
Lie down,Adébare is disappointed,Falsehood is exalted,1,,,
Raise your head,Adébare is disappointed,Falsehood is exalted,0,,,
That child returned to the cross,That child died again,The child should return to life,1,That child,returned to,the cross
That child stood back,That child died again,The child should return to life,0,That child,stood,back
Deji is a rat creature,Deji created the whole story,Deji knew nothing about the matter,1,Deji,is,a rat creature
Deji never answered,Deji created the whole story,Deji knew nothing about the matter,0,,,
Tayo is a mouthful,Tayo is a thief,Tayo is a watchman,1,Tayo,is,a mouthful
Tayo is a guard dog,Tayo is a thief,Tayo is a watchman,0,Tayo,is,a guard dog
It was Temitope who hit the top,It was Temitope who won,I lost it,0,It,was Temitope,who
Temitophe did not move,It was Temitope who won,I lost it,1,,,
I have drowned my enemies,I have gained victory over my enemies,I lost to my enemies,0,I,have drowned,my enemies
I have been sleeping with the enemy,I have gained victory over my enemies,I lost to my enemies,1,I,have been sleeping with,the enemy
Stop forward,Do something right first,Do damage first,0,,,
Lean forward,Do something right first,Do damage first,1,,,
Ojo is a witness,The day eats only food,Ojo eats a lot of food,1,Ojo,is,a witness
Ojo eats elephant food,The day eats only food,Ojo eats a lot of food,0,Ojo,eats,elephant food
Who took your money in Oyo?,Who recognized you?,Who does not know you?,1,Who,took your money in,Oyo
Okolo l'Oyo is the third party,Who recognized you?,Who does not know you?,0,Okolo,l'Oyo is,the third party
The dead you buried...,The words you are hiding,The words you are spreading,1,,,
The dead you love...,The words you are hiding,The words you are spreading,0,,,
Addisá laya,Hero is Adísá,Adisa is lazy,0,,,
Adisa is tired,Hero is Adísá,Adisa is lazy,1,Adisa,is,tired
My mouth is dry,It's not worth it to me,I have a lot of money,1,My mouth,is,dry
My mouth is cold,It's not worth it to me,I have a lot of money,0,My mouth,is,cold
He is the one who taught you,He is the one who made me ugly,He is the one who brought me honor,1,He,is the one,who
He was the one who hugged me,He is the one who made me ugly,He is the one who brought me honor,0,He,was the one,who
You have spoiled your breath,He has taken care of himself with little things,He has rebuilt his own world with great things,1,You,have spoiled,your breath
You have made up your mind,He has taken care of himself with little things,He has rebuilt his own world with great things,0,You,have made up,your mind
He is driving me crazy,He is making false promises to me,He promises me the truth,1,He,is driving,me
He was taking me to the town we just bought,He is making false promises to me,He promises me the truth,0,He,was taking me to,the town we just bought
Ájádí is the one who is tired,Ajadi is the one who spoils things,Ajádí is the one who fixes things,1,Ájádí,is the one,who
Ajadí washed the dishes,Ajadi is the one who spoils things,Ajádí is the one who fixes things,0,Ajadí,washed,the dishes
