startphrase,ending1,ending2,labels,x,y,z
It contains as much knowledge as a party,It contains more knowledge,It does not involve much knowledge,1,It,contains as much knowledge as,a party
The area is as wide as a football field,That area is vast,That area is not vast,0,The area,is as wide as,a football field
The area is as wide as a badminton ground,That area is vast,That area is not vast,1,The area,is as wide as,a badminton ground
It is as polluting to the environment as a bicycle,It pollutes the environment,It is not polluting to the environment,0,It,is as polluting to the environment as,a bicycle
It is as polluting to the environment as a car,It pollutes the environment,It is not polluting to the environment,1,It,is as polluting to the environment as,a car
His life is as carefree as a child,His life is peaceful,His life is not peaceful,0,His life,is as carefree as,a child
Their lives are as relaxed as adults,His life is peaceful,His life is not peaceful,1,Their lives,are as relaxed as,adults
It's as easy as having a mobile,It's easy to buy,It is not easy to buy,0,It,'s,as easy as having a mobile
It's as easy as having a private chopper,It's easy to buy,It is not easy to buy,1,It,'s,as easy as having a private chopper
There are more animals in the forest,There are more animals,There are not many animals there,0,,,
There are as many animals as the city,There are more animals,There are not many animals there,1,,,
That job is as secure as a government job,That job is safe,That job is not safe,0,That job,is as secure as,a government job
That job is as secure as a private job,That job is safe,That job is not safe,1,That job,is as secure as,a private job
Their bond is as strong as friends,Their bond is strong,Their bond is not strong,0,Their bond,is as strong as,friends
Their bond is as strong as enemies,Their bond is strong,Their bond is not strong,1,Their bond,is as strong as,enemies
That thing is as sharp as a sword,That thing is sharp,That thing is not sharp,0,That thing,is as sharp as,a sword
That thing is as sharp as a stick,That thing is sharp,That thing is not sharp,1,That thing,is as sharp as,a stick
It is oval shaped like an egg,It is oval in shape,It is not oval shaped,0,It,is oval shaped like,an egg
It is oval shaped like a ring,It is oval in shape,It is not oval shaped,1,It,is oval shaped like,a ring
That stuff is as complicated as math,That thing is complicated,That thing is complicated,0,That stuff,is as complicated as,math
That subject is as complicated as a poem,That thing is complicated,That thing is complicated,1,That subject,is as complicated as,a poem
That animal is mischievous like a monkey,That animal plays pranks,That animal does not play tricks,0,That animal,is mischievous like,a monkey
That animal is as playful as a lion,That animal plays pranks,That animal does not play tricks,1,That animal,is as playful as,a lion
It is blue like the sky,It is blue in color,It is not blue,0,It,is blue like,the sky
It is as blue as the earth,It is blue in color,It is not blue,1,It,is as blue as,the earth
His work is as precise as a machine,His work is precise,His work is precise,0,His work,is as precise as,a machine
His work is as precise as handiwork,His work is precise,His work is precise,1,His work,is as precise as,handiwork
His timing was as good as winning the lottery,His timing was good,His timing is not good,0,His timing,was,as good as winning the lottery
His timing was as good as an accident,His timing was good,His timing is not good,1,His timing,was as good as,an accident
His knowledge was as deep as that of a scientist,His knowledge was deep,His knowledge was not deep,0,His knowledge,was as deep as,that of a scientist
His knowledge was as deep as a student's,His knowledge was deep,His knowledge was not deep,1,His knowledge,was as deep as,a student 's
Her eyes sparkled like diamonds,Her eyes were shining,Her eyes were not glowing,0,Her eyes,sparkled like,diamonds
Her eyes shone like iron,Her eyes were shining,Her eyes were not glowing,1,Her eyes,shone like,iron
This land is fertile as agricultural land,This land is fertile,This land is not fertile,0,This land,is fertile as,agricultural land
This land is as fertile as a desert,This land is fertile,This land is not fertile,1,This land,is as fertile as,a desert
His speech was as sweet as music,His words were sweet,His words are not pleasant,0,His speech,was as sweet as,music
His speech was sweet as a horn,His words were sweet,His words are not pleasant,1,His speech,was sweet as,a horn
This animal is domesticated like cow,This animal is a pet,This animal is not a pet,0,This animal,is domesticated like,cow
This animal is domesticated like a tiger,This animal is a pet,This animal is not a pet,1,This animal,is domesticated like,a tiger
His body was as strong as Bruce Lee's,His body was strong,His body is not strong,0,His body,was as strong as,Bruce Lee 's
His body was strong like an old man,His body was strong,His body is not strong,1,His body,was strong like,an old man
That snack is as salty as sea water,That snack is salty,That snack is not salty,0,That snack,is as salty as,sea water
That snack is as salty as well water,That snack is salty,That snack is not salty,1,That snack,is as salty as well,water
Exercising is as healthy as riding a bicycle,Exercise is healthy,Exercising is not healthy,0,Exercising,is,as healthy as riding a bicycle
Exercising is as healthy as driving a car,Exercise is healthy,Exercising is not healthy,1,Exercising,is,as healthy as driving a car
That game is as famous as cricket in India,That game is famous in India,That game is not famous in India,0,That game,is as famous as,cricket in India
The game is as famous as basketball in India,That game is famous in India,That game is not famous in India,1,The game,is as famous as,basketball in India
It is as useful as mother's milk for the baby,It is useful for the child,It is not useful for the child,0,It,is as useful as,mother 's milk for the baby
It is as useful as powdered milk for a baby,It is useful for the child,It is not useful for the child,1,It,is as useful as,powdered milk for a baby
He is a herbivore like a deer,He is a herbivore like a deer,He is not a herbivore like a deer,0,He,is a herbivore like,a deer
He is herbivorous like a lion,He is a herbivore like a deer,He is not a herbivore like a deer,1,He,is herbivorous like,a lion
He fights like a wrestler,He fights,He doesn't fight,0,He,fights like,a wrestler
He fights like a singer,He fights,He doesn't fight,1,He,fights like,a singer
That bird flies high like an airplane,That bird flies high,That bird does not fly high,0,That bird,flies high like,an airplane
That bird flies as high as a car,That bird flies high,That bird does not fly high,1,That bird,flies as high as,a car
"In that ceremony, there were as many snacks as a wedding",There were more snacks at that event,There were not many snacks in that event,0,that ceremony,", there were as many snacks as",a wedding
"In that event, there were as many snacks as the house",There were more snacks at that event,There were not many snacks in that event,1,that event,", there were as many snacks as",the house
The experience was as fun as the trip,That experience was fun,The experience was not fun,0,The experience,was as fun as,the trip
That experience was as fun as the test,That experience was fun,The experience was not fun,1,That experience,was as fun as,the test
Those people are pacifists like Gandhi,Those people are pacifists,Those people are not pacifists,0,Those people,are pacifists like,Gandhi
Those people are pacifists like Godse,Those people are pacifists,Those people are not pacifists,1,Those people,are pacifists like,Godse
Its color is milky white,Its color is white,Its color is not white,0,Its color,is,milky white
Its color is as white as coffee,Its color is white,Its color is not white,1,Its color,is as white as,coffee
He is popular as a movie hero in India,He is popular in India,He is not popular in India,0,He,is popular as,a movie hero in India
He is as popular as a hockey player in India,He is popular in India,He is not popular in India,1,He,is as popular as,a hockey player in India
They do penance like sadhus,They do penance,They do not do penance,0,They,do penance like,sadhus
They do penance like hunters,They do penance,They do not do penance,1,They,do penance like,hunters
That thing is red like blood,That thing is red,That thing is not red,0,That thing,is red like,blood
That thing is red like water,That thing is red,That thing is not red,1,That thing,is red like,water
That disease spreads like covid,That disease spreads,That disease is not contagious,0,That disease,spreads like,covid
That disease spreads like jaundice,That disease spreads,That disease is not contagious,1,That disease,spreads like,jaundice
It is a practice as old as letter writing,That is the old practice,It is not an old practice,0,It,is a practice as old as,letter
It is a practice as old as sending email,That is the old practice,It is not an old practice,1,It,is,a practice as old as sending email
It melts like snow,It dissolves,It does not dissolve,0,It,melts like,snow
It melts like stone,It dissolves,It does not dissolve,1,It,melts like,stone
It was as adventurous as trekking,It was adventurous,It was not adventurous,0,It,was as adventurous as,trekking
It was as adventurous as a morning walk,It was adventurous,It was not adventurous,1,It,was as adventurous as,a morning walk
Her beauty is as wonderful as the full moon,Her beauty is amazing,Her beauty is not amazing,0,Her beauty,is as wonderful as,the full moon
Her beauty is as wonderful as the full moon new moon darkness,Her beauty is amazing,Her beauty is not amazing,1,Her beauty,is as wonderful as,the full moon new moon darkness
That movie was interesting like a detective story.,That movie was interesting.,That movie was not interesting,0,That movie,was interesting like,a detective story
The movie was interesting as a comedy story.,That movie was interesting.,That movie was not interesting,1,The movie,was interesting as,a comedy story
This dish was as hard as a doughnut,This food is solid,This feed is not solid,0,This dish,was as hard as,a doughnut
This dish was hard as cake,This food is solid,This feed is not solid,1,This dish,was,hard
It was smooth as soap,It was as smooth as soap,Not as smooth as soap,0,It,was smooth as,soap
It was as smooth as a squash,It was as smooth as soap,Not as smooth as soap,1,It,was as smooth as,a squash
"When I saw him, I was as proud as a soldier",I feel proud when I see him,"When you see him, you will not feel proud",0,I,"saw him , I was as proud as",a soldier
"When he saw him, he was as proud as a militant",I feel proud when I see him,"When you see him, you will not feel proud",1,he,"saw him , he was as proud as",a militant
The material was as delicate as glass,That stuff is very delicate,That thing is very hard,0,The material,was as delicate as,glass
The material was as delicate as copper,That stuff is very delicate,That thing is very hard,1,The material,was as delicate as,copper
The dish was as clean as a home made snack,The dish was clean,The dish is not clean,0,The dish,was as clean as,a home made snack
The dish was as clean as a roadside snack,The food was clean,The dish is not clean,1,The dish,was as clean as,a roadside snack
That cooking was as healthy as an apple,Cooking was healthy,The cooking was unhealthy,0,That cooking,was as healthy as,an apple
That cooking was as healthy as pasta,Cooking was healthy,The cooking was unhealthy,1,That cooking,was as healthy as,pasta
This dish is sweet like bitter gourd,This dish is sweet,This dish is not sweet,0,This dish,is sweet like,bitter gourd
This dish is sweet like mango,This dish is sweet,This dish is not sweet,1,This dish,is sweet like,mango
This space is as deep as a bore well,That space is deep,That space is not deep,0,This space,is as deep as,a bore well
This space is as deep as a house tank,That space is deep,That space is not deep,1,This space,is as deep as,a house tank
This fish is massive like a starfish,The shape of that fish is huge,That fish is small,0,This fish,is massive like,a starfish
This fish is huge like a whale,The shape of that fish is huge,That fish is small,1,This fish,is huge like,a whale
His victory was like a jaggery,His victory was sweet,His victory was not sweet,0,His victory,was like,a jaggery
His victory was like neem,His victory was sweet,His victory was not sweet,1,His victory,was like,neem
His courage was like that of a son,Uttar Kumar's courage is admirable,Uttara Kumara's courage is not admirable,0,His courage,was like,that of a son
His courage was like Rani Chennamma,Uttar Kumar's courage is admirable,Uttara Kumara's courage is not admirable,1,His courage,was like,Rani Chennamma
The snack was flat like bread,That snack was flat,That snack was not flat,0,The snack,was flat like,bread
The snack was flat like a puff,That snack was flat,That snack was not flat,1,The snack,was flat like,a puff
The water they gave was as salty as sea water,The water they gave tasted salty,The water they gave did not taste salty,0,The water they gave,was as salty as,sea water
The water they gave was as salty as well water,The water they gave tasted salty,The water they gave did not taste salty,1,The water they gave,,they
She shone like the full moon,She was glowing,She wasn't glowing,0,She,shone like,the full moon
She glowed like the darkness of the new moon,She was glowing,She wasn't glowing,1,She,glowed like,the darkness of the new moon
It was as hot as a cold breeze,It was very hot,It was cold,0,It,was as hot as,a cold breeze
It was hot as a storm,It was very hot,It was cold,1,It,was hot as,a storm
She was dressed like a model,She was highly decorated,She was less decorated,0,She,was dressed like,a model
She was dressed like a village lady,She was highly decorated,She was less decorated,1,She,was dressed like,a village lady
That meal was as healthy as ragimudde,The meal was healthy,The meal was not healthy,0,That meal,was,as healthy as ragimudde
That meal was as healthy as a burger,The meal was healthy,The meal was not healthy,1,That meal,was as healthy as,a burger
The animal was sleeping excessively like a koala,The animal was sleeping less,The animal was sleeping less,0,The animal,was sleeping excessively like,a koala
The animal was oversleeping like a frog,The animal was sleeping less,The animal was sleeping less,1,The animal,was oversleeping like,a frog
The lady was as beautiful as Rambe,That lady was beautiful,That woman was ugly,0,The lady,was as beautiful as,Rambe
The lady was as beautiful as Shurpanaki,That lady was beautiful,That woman was ugly,1,The lady,was as beautiful as,Shurpanaki
The sheet was as soft as a bed,That sheet was soft,That sheet was not soft,0,The sheet,was as soft as,a bed
That sheet was as soft as hard ground,That sheet was soft,That sheet was not soft,1,That sheet,was as soft as,hard ground
It was as wide as a lake,That space was wide,That space was not wide,0,It,was as wide as,a lake
It was as wide as a river,That space was wide,That space was not wide,1,It,was as wide as,a river
That game was as exciting as Sky Drive,The game was exciting,The game was not exciting,0,That game,was as exciting as,Sky Drive
That game was exciting as a walk,The game was exciting,The game was not exciting,1,That game,was exciting as,a walk
The man was as funny as the writer,The man was joking,The man wasn't kidding,0,The man,was as funny as,the writer
The man was as funny as a comedian,The man was joking,The man wasn't kidding,1,The man,was as funny as,a comedian
It was cold like ice cream,That thing was cold,That thing was not cold,0,It,was cold like,ice cream
It was cold like soup,That thing was cold,That thing was not cold,1,It,was cold like,soup
It was crispy like an idli,It was crisp,It was not crisp,0,It,was crispy like,an idli
It was crispy like a dosa,It was crisp,It was not crisp,1,It,was crispy like,a dosa
The armor she wore was as hard as gold,Her body was very hard,Her body was very thick,0,The armor she wore,was as hard as,gold
The armor she wore was as hard as a diamond,Her body was very hard,Her body was very thick,1,The armor she wore,was as hard as,a diamond
Her dress was full of attractive colors like the bow of lust,Her dress was colorful,Her clothes were not attractive colors,0,Her dress,was full of,attractive colors like the bow of lust
Her dress was colorful like a white board,Her dress was colorful,Her clothes were not attractive colors,1,Her dress,was colorful like,a white board
This house is as old as a new building,That house is old,That house is new,0,This house,is as old as,a new building
This house is as old as an old monument,That house is old,That house is new,1,This house,is as old as,an old monument
His speech is hoarse like a whisper,His speech is hoarse,He likes to talk,0,His speech,is hoarse like,a whisper
His speech is hoarse like a loud voice,His speech is hoarse,He likes to talk,1,His speech,is hoarse like,a loud voice
He is cute like grandma,"He's cute, he's not cute",He is not cute,0,He,is cute like,grandma
He is as cute as a newborn baby,"He's cute, he's not cute",He is not cute,1,He,is as cute as,a newborn baby
It was dark like a full moon day,It was very dark that day,Kagkattalu was not born that day,0,It,was dark like,a full moon day
It was dark like a new moon day,It was very dark that day,Kagkattalu was not born that day,1,It,was dark like,a new moon day
He is as young as a baby,He is the youngest,He is not young,0,He,is as young as,a baby
He is as young as grandfather,He is the youngest,He is not young,1,He,is as young as,grandfather
His dress was clean like an officer,His clothes were clean,His clothes are not clean,0,His dress,was clean like,an officer
His clothes were clean like a beggar,His clothes were clean,His clothes are not clean,1,His clothes,were clean like,a beggar
The snack was as thin as bread,That snack was bland,That snack is not thin,0,The snack,was as thin as,bread
The snack was as thin as bread,That snack was bland,That snack is not thin,1,The snack,was as thin as,bread
That space was as high as the sky,The place was high,That space is not high,0,That space,was as high as,the sky
The place was as high as the earth,The place was high,That space is not high,1,The place,was as high as,the earth
Its shape is curved like a square,Its shape is curved,Its shape is not curved,0,Its shape,is curved like,a square
Its shape is curved like a circle,Its shape is curved,Its shape is not curved,1,Its shape,is curved like,a circle
It is as big as a ship,That's huge,It's not that big,0,It,is as big as,a ship
It is as big as a boat,That's huge,It's not that big,1,It,is as big as,a boat
Her tune is as lovely as the singer,Her tune is lovely,Her tune is not good,0,Her tune,is as lovely as,the singer
Her raga is as beautiful as a dancer,Her tune is lovely,Her tune is not good,1,Her raga,is as beautiful as,a dancer
This vehicle is as fast as a bullock cart,This vehicle is fast,This vehicle is not fast,0,This vehicle,is as fast as,a bullock cart
This vehicle is as fast as a jet,This vehicle is fast,This vehicle is not fast,1,This vehicle,is as fast as,a jet
He is as happy as a child,He is happy,He is not happy,0,He,is as happy as,a child
He is as happy as an adult,He is happy,He is not happy,1,He,is as happy as,an adult
He is as big as an elephant,He is big,He is not big,0,He,is as big as,an elephant
He is as big as an ant,He is big,He is not big,1,He,is as big as,an ant
She is revered as a goddess,She is venerable,She is not respectable,0,She,is revered as,a goddess
She is revered as a devil,She is venerable,She is not respectable,1,She,is revered as,a devil
The building is luxurious like a bungalow,That building is luxurious,That building is not luxurious,0,The building,is luxurious like,a bungalow
That building is luxurious like a hut,That building is luxurious,That building is not luxurious,1,That building,is luxurious like,a hut
This fruit is juicy like sugarcane,This fruit is juicy,This fruit is not juicy,0,This fruit,is juicy like,sugarcane
This fruit is juicy like seebe,This fruit is juicy,This fruit is not juicy,1,This fruit,is juicy like,seebe
He is rich like Ambani,He is rich,He is not rich,0,He,is rich like,Ambani
He is as rich as a beggar,He is rich,He is not rich,1,He,is as rich as,a beggar
That oil is as viscous as coconut oil,That oil is viscous,That oil is not viscous,0,That oil,is as viscous as,coconut oil
That oil is as viscous as alum,That oil is viscous,That oil is not viscous,1,That oil,is,as viscous as alum
Energy is as unlimited as the energy of the sun,Energy is unlimited,Energy is not unlimited,0,Energy,is as unlimited as,the energy of the sun
Energy is unlimited like electrical energy,Energy is unlimited,Energy is not unlimited,1,Energy,is unlimited like,electrical energy
He was as honest as a dog.,He had an honest character.,He has no honest character,0,He,was as honest as,a dog
He was as honest as a fox.,He had an honest character.,He has no honest character,1,He,was as honest as,a fox
She is as excellent as a topper,She is outstanding,She is not outstanding,0,She,is as excellent as,a topper
She excels as a normal student,She is outstanding,She is not outstanding,1,She,excels as,a normal student
That subject was complicated like physics,The subject was complicated,The subject was not complicated,0,That subject,was complicated like,physics
That subject was as complicated as history,The subject was complicated,The subject was not complicated,1,That subject,was as complicated as,history
The heat of that object is as hot as the sun,The heat of that object is hot,The heat of that object is not hot,0,The heat of that object,is as hot as,the sun
The heat of that object is as hot as the moon,The heat of that object is hot,The heat of that object is not hot,1,The heat of that object,is as hot as,the moon
That star is as far from the Earth as the Sun,That star is far away from earth,That star is not far from Earth,0,That star,is as far from the Earth as,the Sun
That star is as far from the Earth as the Moon,That star is far away from earth,That star is not far from Earth,1,That star,is as far from the Earth as,the Moon
Tsunamis are as natural as volcanoes,Tsunamis are as natural as volcanoes,Tsunamis are not natural like volcanoes,0,Tsunamis,are as natural as,volcanoes
A tsunami is as natural as a satellite launch,Tsunamis are as natural as volcanoes,Tsunamis are not natural like volcanoes,1,A tsunami,is as natural as,a satellite launch
Hitting sixes in cricket is difficult,Hitting sixes in cricket is difficult,Hitting sixes in cricket is difficult,0,cricket,is,difficult
It is difficult to score a single in cricket,Hitting sixes in cricket is difficult,Hitting sixes in cricket is difficult,1,It,is difficult to score a single in,cricket
Alcohol is like poison to the body,Madhyamika is good for the body,Alcohol is not good for the body,0,Alcohol,is like poison to,the body
Madhyapan is like elixir for the body,Madhyamika is good for the body,Alcohol is not good for the body,1,Madhyapan,is like,elixir for the body
That stuff is round like a wheel,That stuff is round,That stuff isn't round,0,That stuff,is round like,a wheel
That stuff is round like a ladder,That stuff is round,That stuff isn't round,1,That stuff,is round like,a ladder
The lecture was as interesting as a magic show,That lecture was interesting,That lecture was not interesting,0,The lecture,was as interesting as,a magic show
That lecture was like a magic show that made me sleepy,That lecture was interesting,That lecture was not interesting,1,That lecture,was like,a magic show that made me sleepy
That region gets snowfall like Kashmir,It snows in that area,It does not snow in that area,0,That region,gets snowfall like,Kashmir
That region gets snowfall like Rajasthan,It snows in that area,It does not snow in that area,1,That region,gets snowfall like,Rajasthan
His commitment was as strong as iron,His commitment was strong,His commitment is unwavering,0,His commitment,was as strong as,iron
His commitment was as hard as glass,His commitment was strong,His commitment is unwavering,1,His commitment,was as hard as,glass
That painting was as wonderful as a rainbow,That painting was amazing,That painting isn't great,0,That painting,was as wonderful as,a rainbow
That painting was as wonderful as the spilled paint,That painting was amazing,That painting isn't great,1,That painting,was as wonderful as,the spilled paint
That match was as important as the World Cup Final,That match was important,That match was not important,0,That match,was as important as,the World Cup Final
That match was as important as a league match,That match was important,That match was not important,1,That match,was as important as,a league match
This game is as famous all over the world as football,This game is famous all over the world,This game is not famous all over the world,0,This game,is as famous all over the world as,football
This game is as famous worldwide as Kabaddi,This game is famous all over the world,This game is not famous all over the world,1,This game,is as famous worldwide as,Kabaddi
The man was influential as a politician,The man was impressive,That person is not impressed,0,The man,was influential as,a politician
The man was influential as a citizen,The man was impressive,That person is not impressed,1,The man,was influential as,a citizen
The taste of the meal was delicious as cooked by Amma,The taste of the meal was delicious,The food did not taste good,0,The taste of the meal,was delicious as cooked by,Amma
The taste of the meal was as delicious as hotel cuisine,The taste of the meal was delicious,The food did not taste good,1,The taste of the meal,was as delicious as,hotel cuisine
Its height was as high as Mount Everest,It was very tall,Its not very tall,0,Its height,was as high as,Mount Everest
Its height was like hills,It was very tall,Its not very tall,1,Its height,was like,hills
The sound was as small as the sound of birds,The sound was small,That sound was not small,0,The sound,was as small as,the sound of birds
The sound was small like the sound of animals,The sound was small,That sound was not small,1,The sound,was small like,the sound of animals
This animal is wild like a lion,This animal is a wild animal,This animal is not a wild animal,0,This animal,is wild like,a lion
This animal is wild like a cat,This animal is a wild animal,This animal is not a wild animal,1,This animal,is wild like,a cat
His achievement is as big as a mountain,His achievement is great,His achievement is not great,0,His achievement,is as big as,a mountain
His achievement is as big as a swimming pool,His achievement is great,His achievement is not great,1,His achievement,is as big as,a swimming pool
His smile was as cute as a child's,His smile was cute,His smile is not cute,0,His smile,was as cute as,a child 's
They were cute as adults,His smile was cute,His smile is not cute,1,They,were cute as,adults
He was playing the flute like Krishna,He was playing the flute,He did not play the flute,0,He,was playing the flute like,Krishna
He played the flute like Arjuna,He was playing the flute,He did not play the flute,1,He,played the flute like,Arjuna
His cheeks were as white as milk,His cheeks were pale,His cheeks were not white,0,His cheeks,were as white as,milk
His cheeks were as white as water,His cheeks were pale,His cheeks were not white,1,His cheeks,were as white as,water
His experience is as vast as the ocean,His experience is vast,His experience was not overwhelming,0,His experience,is as vast as,the ocean
His experience is as vast as future,His experience is vast,His experience was not overwhelming,1,His experience,is as vast as,future
The price of gold is increasing day by day,Gold price is increasing day by day,Gold price is not increasing day by day,0,The price of gold,is increasing,day
The price of gold is going down day by day,Gold price is increasing day by day,Gold price is not increasing day by day,1,The price of gold,is going down,day
The color of the object is white as snow,The color of the material is white,The color of the material is not white,0,The color of the object,is white as,snow
The color of the material is stone white,The color of the material is white,The color of the material is not white,1,The color of the material,,the material
The shape of football is round,A football is round in shape,Football is not round in shape,0,The shape of football,,football
The shape of football is flat,A football is round in shape,Football is not round in shape,1,The shape of football,,football
He is kind like Mother Teresa,He is kind,He is not merciful,0,He,is kind like,Mother Teresa
He is as kind as bin Laden,He is kind,He is not merciful,1,He,is as kind as,bin Laden
That country is as clean as Singapore,That country is very clean,That country is not very clean,0,That country,is as clean as,Singapore
That country is as clean as India,That country is very clean,That country is not very clean,1,That country,is as clean as,India
They were Bhagat Singh revolutionaries,They are revolutionaries,They are not revolutionaries,0,They,were,Bhagat Singh revolutionaries
They were revolutionaries like Gandhiji,They are revolutionaries,They are not revolutionaries,1,They,were revolutionaries like,Gandhiji
Online education is becoming a trend in the world,It is becoming a trend in the world,It is not changing as a trend in the world,0,Online education,is becoming a trend in,the world
Offline education is becoming a trend in the world,It is becoming a trend in the world,It is not changing as a trend in the world,1,Offline education,is becoming a trend in,the world
Its size is as big as a telephone,Its size is large,Its size is not big,0,Its size,is as big as,a telephone
Its size is as big as a mobile,Its size is large,Its size is not big,1,Its size,is as big as,a mobile
Foods like eggs are high in protein,The food is high in protein,The diet is not high in protein,0,Foods like eggs,are high in,protein
Foods like rice are high in protein,The food is high in protein,The diet is not high in protein,1,Foods like rice,are high in,protein
Kale is fibrous like yam,Alfalfa contains fiber,Alfalfa does not contain fiber,0,Kale,is fibrous like,yam
Kale is as fibrous as pepper,Alfalfa contains fiber,Alfalfa does not contain fiber,1,Kale,is as fibrous as,pepper
That addiction is as dangerous as smoking,That addiction is also dangerous,Even that addiction is not dangerous,0,That addiction,is,as dangerous as smoking
That addiction is as dangerous as meditation,That addiction is also dangerous,Even that addiction is not dangerous,1,That addiction,is as dangerous as,meditation
He swims like a dolphin,He swims,He doesn't swim,0,He,swims like,a dolphin
He swims like an elephant,He swims,He doesn't swim,1,He,swims like,an elephant
That animal can live longer than a turtle,That animal can live longer,That animal does not live long,0,That animal,can live longer than,a turtle
That animal can live longer than a mosquito,That animal can live longer,That animal does not live long,1,That animal,can live longer than,a mosquito
He knows as much as a scientist,He knows more,He is not well known,0,He,knows as much as,a scientist
He knows as illiterate,He knows more,He is not well known,1,He,knows as,illiterate
That worm can fly like a bird,That worm can fly,That worm is not a necklace,0,That worm,can fly like,a bird
That worm can fly like an animal,That worm can fly,That worm is not a necklace,1,That worm,can fly like,an animal
His handwriting is as beautiful as the print,His handwriting is beautiful,His handwriting is not beautiful,0,His handwriting,is as beautiful as,the print
His handwriting is beautiful,His handwriting is beautiful,His handwriting is not beautiful,1,His handwriting,is,beautiful
His marks are like topper,His marks are high,His marks are not high,0,His marks,are like,topper
His marks are like last ranker,His marks are high,His marks are not high,1,His marks,are like,last ranker
The app has become as successful as YouTube,Application is successful,Application not successful,0,The app,has become as successful as,YouTube
The app has seen success like WeChat,Application is successful,Application not successful,1,The app,has seen success like,WeChat
The jewel looked like a Kohinoor diamond,The jewelry was unique,Jewelry is not unique,0,The jewel,looked like,a Kohinoor diamond
The jewelery looked like an ordinary piece of jewellery,The jewelry was unique,Jewelry is not unique,1,The jewelery,looked like,an ordinary piece of jewellery
His voice is as clear as an adult's,His voice is clear,His voice was not clear,0,His voice,is as clear as,an adult 's
His voice is as clear as a child's,His voice is clear,His voice was not clear,1,His voice,is as clear as,a child 's
His mind is soft like his mother-in-law,His mind is soft,His mind is not soft,0,His mind,is soft like,his mother - in - law
His mind is as soft as stone,His mind is soft,His mind is not soft,1,His mind,is as soft as,stone
That food is as sweet as sugar,That food is sweet,That food is not sweet,0,That food,is as sweet as,sugar
That food is as sweet as neem,That food is sweet,That food is not sweet,1,That food,is as sweet as,neem
That fruit bears fruit all the time like banana,That fruit always bears fruit,That fruit does not bear fruit all the time,0,That fruit,bears fruit all the time like,banana
That fruit bears fruit like jackfruit all the time,That fruit always bears fruit,That fruit does not bear fruit all the time,1,That fruit,bears fruit like,jackfruit
That fruit is available only for a limited time like mango,That fruit is only available for a limited time,That fruit is available in all seasons,0,That fruit,is available only for,a limited time like mango
That fruit is only available for a limited time like an apple,That fruit is only available for a limited time,That fruit is available in all seasons,1,That fruit,is only available for,a limited time like an apple
That vegetable has saffron color like carrot,That vegetable has saffron color,That vegetable has no saffron colour,0,That vegetable,has saffron color like,carrot
That vegetable has a saffron color like beetroot,That vegetable has saffron color,That vegetable has no saffron colour,1,That vegetable,has a saffron color like,beetroot
Beetroot is high in sugar,Beetroot is high in sugar,Beetroot is not high in sugar,0,Beetroot,is high in,sugar
Beetroot is high in sour content,Beetroot is high in sugar,Beetroot is not high in sugar,1,Beetroot,is high in,sour content
Peanuts are called the poor man's almonds,Poor man's almonds are peanuts,A poor man's almond is not a peanut,0,Peanuts,are called the,poor
Pista is called the poor man's almond,Poor man's almonds are peanuts,A poor man's almond is not a peanut,1,Pista,is called the,poor
That crystal is as precious as a gem,That crystal is precious,That crystal is not precious,0,That crystal,is as precious as,a gem
That crystal is precious like a stone,That crystal is precious,That crystal is not precious,1,That crystal,is precious like,a stone
It was as white as a white cloud,It was white,It is not white,0,It,was as white as,a white cloud
It was as white as a blackboard,It was white,It is not white,1,It,was as white as,a blackboard
She is as fresh as a flower,She is fresh,She is not fresh,0,She,is as fresh as,a flower
She is as fresh as a dry leaf,She is fresh,She is not fresh,1,She,is as fresh as,a dry leaf
He has an attractive body like a gym guy,He has an attractive body,He does not have an attractive body,0,He,has an attractive body like,a gym guy
He has an attractive body like a chubby one,He has an attractive body,He does not have an attractive body,1,He,has an attractive body like,a chubby one
She is beautiful like barbie,She is beautiful,She is not beautiful,0,She,is beautiful like,barbie
She is as beautiful as Mickey,She is beautiful,She is not beautiful,1,She,is as beautiful as,Mickey
That water is as clean as filtered water,That water is clean,That water is not clean,0,That water,is as clean as,filtered water
That water is as clean as pond water,That water is clean,That water is not clean,1,That water,is as clean as,pond water
He has a girlish mind like a child,He has a girlish mind,He is not girlish,0,He,has a girlish mind like,a child
He has the mind of a girl like an adult,He has a girlish mind,He is not girlish,1,He,has the mind of,a girl like an adult
He was as funny as a comedian,He was ridiculous,He is not ridiculous,0,He,was as funny as,a comedian
He was as ridiculous as the professor,He was ridiculous,He is not ridiculous,1,He,was as ridiculous as,the professor
That snack is as soft as a donut,That snack is soft,That snack is not soft,0,That snack,is as soft as,a donut
That snack is as smooth as a smoothie,That snack is bland,That snack is not soft,1,That snack,is as smooth as,a smoothie
That music is lovely to listen to,That music is lovely to listen to,That music is not pleasant to listen to,0,That music,is,lovely to listen to
That music is hoarse to listen to,That music is lovely to listen to,That music is not pleasant to listen to,1,That music,is,hoarse to listen to
He is small like a thin man,He is small,He is not small,0,He,is small like,a thin man
He is short like a fat man,He is small,He is not small,1,He,is short like,a fat man
This game is as adventurous as scuba,This game is an adventure game,This game is not an adventure game,0,This game,is as adventurous as,scuba
This game is as adventurous as swimming,This game is an adventure game,This game is not an adventure game,1,This game,is as adventurous as,swimming
