startphrase,ending1,ending2,labels
The wild love between the two was a warm glass of milk,The love was really wild,The love was not very wild,1
Their love was a psych ward,Their love was madness.,Their love was not mad.,0
Their love was the discharge unit of a psych ward,Their love was madness.,Their love was not mad.,1
Their love was a garden,Their love was natural and wild.,Their love was tame and man made.,0
Their love was a city block,Their love was natural and wild.,Their love was tame and man made.,1
The man is as anxious as a kid at the dentist's office,The man is extremely anxious.,The man is very calm.,0
The man is as anxious as a child who's asleep,The man is extremely anxious.,The man is very calm.,1
The girl's skin is as pale as milk,The girl's skin is super pale.,The girl's skin is tan.,0
The girl's skin is as pale as caramel sauce,The girl's skin is super pale.,The girl's skin is tan.,1
After finishing his invention he felt like Thomas Edison,The invention was very well done,The invention did not come out very well,0
After finishing his invention he felt like Dumb and Dumber,The invention was very well done,The invention did not come out very well,1
Man that boy has the brains of a dog eaten shoe,The boy is not very smart,The boy is a genius,0
Man that boy has the brains of a grandmaster chess player,The boy is not very smart,The boy is a genius,1
The wild has the beauty of a colorful parrot,The wild is attractive and eye catching,The wild is small and boring looking,0
The wild has the beauty of a mole,The wild is attractive and eye catching,The wild is small and boring looking,1
These chips have the crunch of an uncooked bowl of ramen,The chips are super crunchy,They lack any crunch,0
These chips have the crunch of an overcooked bowl of ramen,The chips are super crunchy,They lack any crunch,1
The story was as sad as a funeral,The story was sad,The story was fun and happy.,0
The story was as sad as a party,The story was sad,The story was fun and happy.,1
The fish was as big as an ox,The fish was large,The fish was small,0
The fish was as big as a pebble,The fish was large,The fish was small,1
The pizza tastes like a cardboard box,The pizza is stale.,The pizza is delicious.,0
The pizza tastes like a Thanksgiving dinner,The pizza is stale.,The pizza is delicious.,1
That person has the strength of a gorilla,The person is strong.,The person is weak.,0
That person has the strength of a cotton ball,The person is strong.,The person is weak.,1
She has the personality of a cookie,She is friendly.,She is mean.,0
She has the personality of a crocodile,She is friendly.,She is mean.,1
His stomach was as loud as thunder,His stomach was loud,His stomach was quiet,0
His stomach was as loud as a moment of silence,His stomach was loud,His stomach was quiet,1
The dish is as tasty as a pair of gym shorts,The meal is disgusting.,The meal is delicious.,0
The dish is as tasty as a Michelin starred meal,The meal is disgusting.,The meal is delicious.,1
She is a California Wildfire.,She is destructive.,She is helpful.,0
She is a Sunday rain.,She is destructive.,She is helpful.,1
He has the hearing of a vampire bat,He has good hearing,His hearing is very poor,0
He has the hearing of a fossilized earthworm,He has good hearing,His hearing is very poor,1
The book had the sophistication of a knock-knock joke,The book is simplistic,The book has depth,0
The book had the sophistication of a poem by Keats,The book is simplistic,The book has depth,1
The argument is as clear as pea soup,The argument is not clear,The argument is very clear,0
The argument is as clear as a drop of water,The argument is not clear,The argument is very clear,1
He divorced his wife because she became a mountain,He divorced his wife because she became stagnant and uninteresting.,He divorced his wife because she became very busy,0
He divorced his wife because she became a drilling machine,He divorced his wife because she became stagnant and uninteresting.,He divorced his wife because she became very busy,1
The homework assignment caught my attention as much as a billboard sign,The homework assignment commanded my attention.,The homework assignment didn't catch my attention at all.,0
The homework assignment caught my attention as much as a paperclip,The homework assignment commanded my attention.,The homework assignment didn't catch my attention at all.,1
My teacher's lecture was as engaging as a breaking news clip,My teacher's lecture really interested me.,My teacher's lecture was very boring.,0
My teacher's lecture was as engaging as a toothpaste commercial,My teacher's lecture really interested me.,My teacher's lecture was very boring.,1
He played poker like A drunken sailor,He is a poor poker player,He is a great poker player,0
He played poker like A computerized expert,He is a poor poker player,He is a great poker player,1
They are as excited as roaches near a pie,they are hyped,they don't care,0
They are as excited as dead lizards,they are hyped,they don't care,1
Love is as soft as a feather.,Love is gentle.,Love is harsh and hurtful.,0
Love is as hard as a car crash.,Love is gentle.,Love is harsh and hurtful.,1
This blanket is as insulating as a wet tissue.,The blanket does not keep me warm.,The blanket keeps me very warm.,0
This blanket is as insulating as an Alaskan snowsuit.,The blanket does not keep me warm.,The blanket keeps me very warm.,1
The girl's personality was as bitter as winter melon,The girl's personality was very bitter.,The girl's personality wasn't bitter at all.,0
The girl's personality was as bitter as vanilla ice cream,The girl's personality was very bitter.,The girl's personality wasn't bitter at all.,1
Love has the ability to make your life into a choose your own adventure novel,Love can make life fun,love can make life torturous,0
Love has the ability to make your life into Dante's Inferno,Love can make life fun,love can make life torturous,1
"For him, she was gravity itself.",She keeps him grounded.,She keeps him free.,0
"For him, she was a rocket ship.",She keeps him grounded.,She keeps him free.,1
The decorations in her house were a window into her mind.,The decorations allow you to see into her.,The decorations obscure her true self.,0
The decorations in her house were a smokescreen in front of her mind.,The decorations allow you to see into her.,The decorations obscure her true self.,1
My love has the strength of a million elephants.,My love is unbreakable.,My love is weak.,0
My love has the strength of a wet piece of spaghetti.,My love is unbreakable.,My love is weak.,1
She smelled as sweet as a fresh vanilla cake pulled from the oven.,She smelled wonderfully.,She smelled horribly.,0
She smelled as sweet as cow dung and looked twice as bad.,She smelled wonderfully.,She smelled horribly.,1
The music is a soothing as a screaming kid,The music is not calming,The music is very calming,0
The music is a soothing as a hot bath,The music is not calming,The music is very calming,1
This internet speed is as fast as a cheetah,The internet is very fast,The internet is painfully slow,0
This internet speed is as fast as a snail riding a turtle,The internet is very fast,The internet is painfully slow,1
The route was as straight as a fired bullet,The route followed a straight line.,The route wasn't straight at all.,0
The route was as straight as a Merry-Go-Round.,The route followed a straight line.,The route wasn't straight at all.,1
Her stomach is the size of a pin,Her stomach is very small.,Her stomach is very large.,0
Her stomach is the size of a swimming pool,Her stomach is very small.,Her stomach is very large.,1
That woman is a kangaroo.,She has a ton of energy.,She doesn't have much energy.,0
That woman is a a slug.,She has a ton of energy.,She doesn't have much energy.,1
The knife was as sharp as a Samurai sword,The knife was very sharp.,The knife wasn't sharp at all.,0
The knife was as sharp as a plastic spoon,The knife was very sharp.,The knife wasn't sharp at all.,1
Her idea was like a joke,Her idea was ridiculous,Her idea was refreshing,0
Her idea was like a breath of fresh air,Her idea was ridiculous,Her idea was refreshing,1
Walking through the snow was like going through concrete,The snow was heavy,The snow was light and airy,0
Walking through the snow was like stepping in fresh powder,The snow was heavy,The snow was light and airy,1
His dog was like a bull in a china shop,The dog was knocking things over,The dog was very well behaved,0
His dog was like a disciplined child,The dog was knocking things over,The dog was very well behaved,1
The girl's personality was like a cactus,The girl had a difficult personality.,The girl had a sweet personality.,0
The girl's personality was like a rose,The girl had a difficult personality.,The girl had a sweet personality.,1
This knife is as sharp as an unused guillotine,It's very sharp,It's not sharp at all,0
This knife is as sharp as a newborn baby,It's very sharp,It's not sharp at all,1
He's got as many ideas as Albert Einstein.,He has a lot of ideas.,He doesn't have a lot of ideas.,0
He's got as many ideas as a bowl of Jell-O.,He has a lot of ideas.,He doesn't have a lot of ideas.,1
He's as serious as a cancer diagnosis.,He's very serious.,He's not very serious.,0
He's as serious as a guinea pig.,He's very serious.,He's not very serious.,1
You're as sharp as a knife,You're sharp,You're dull,0
You're as sharp as a rock,You're sharp,You're dull,1
She was as beautiful as a blobfish,She was ugly.,She was pretty.,0
She was as beautiful as a majestic unicorn,She was ugly.,She was pretty.,1
His thought process was as straight forward as a plate of spaghetti,His thought process is confusing.,His thought process is clear.,0
His thought process was as straight forward as a yard stick,His thought process is confusing.,His thought process is clear.,1
Owning a cat is like being a servant.,Owning a cat is demanding.,Owning a cat is like having to protect your possessions.,0
Owning a cat is like being a security guard.,Owning a cat is demanding.,Owning a cat is like having to protect your possessions.,1
"Adjusting for inflation, the money was valuable as diamonds",The money is valuable.,The money is worthless.,0
"Adjusting for inflation, the money was valuable as garbage",The money is valuable.,The money is worthless.,1
Her love was a seedling,Her love was growing,Her love was dying,0
Her love was a rotting apple,Her love was growing,Her love was dying,1
The girl is as easy to see through as a bowl of grape jelly,The girl is hard to figure out.,The girl is easy to read.,0
The girl is as easy to see through as a windowpane,The girl is hard to figure out.,The girl is easy to read.,1
His gaze is like granite,"His gaze is cold, unmoving",His gaze is warm and friendly,0
His gaze is like a teddy bear,"His gaze is cold, unmoving",His gaze is warm and friendly,1
She entered the room like a snake.,She entered sneakily.,She crashed her way in.,0
She entered the room like an elephant.,She entered sneakily.,She crashed her way in.,1
The test was a walk in the park.,The test was easy.,The test was hard.,0
The test was black death.,The test was easy.,The test was hard.,1
The cake was as hard as a rock.,The cake was hard.,The cake was light.,0
The cake was as light as a feather.,The cake was hard.,The cake was light.,1
Her gaze pierced your soul like a sharp sword.,She could look right through you.,She only sees the outside of a person.,0
Her gaze pierced your soul like piece of salami.,She could look right through you.,She only sees the outside of a person.,1
The argument has the sting of a violent war,The argument was biting,The argument was weak,0
The argument has the sting of a marshmallow fortress,The argument was biting,The argument was weak,1
The girl has the beauty of the Mona Lisa,The girl is beautiful.,The girl is ugly.,0
The girl has the beauty of a trash can,The girl is beautiful.,The girl is ugly.,1
The weather outside has the temperature of a volcano,The weather outside is very hot.,The weather outside is very cold.,0
The weather outside has the temperature of the arctic,The weather outside is very hot.,The weather outside is very cold.,1
The argument is as well written as Twilight,The argument is written badly,The argument is written well,0
The argument is as well written as The Great Gatsby,The argument is written badly,The argument is written well,1
The girl's lips are as loose as a virgin,The girl keeps secrets well.,The girl can't keep a secret.,0
The girl's lips are as loose as a prostitute,The girl keeps secrets well.,The girl can't keep a secret.,1
The document is as official as a government treaty,The document has a lot of formalities.,The document isn't official at all.,0
The document is as official as some writing on a napkin,The document has a lot of formalities.,The document isn't official at all.,1
The argument appears as a crystal clear spring,The argument makes sense,The argument is senseless,0
The argument appears as a muddy rut,The argument makes sense,The argument is senseless,1
The gamer was a god.,The gamer has exceptional skills and impressive powers and abilities in the game.,"The gamer was new, not execeptional,  and below average.",0
The gamer was a peon.,The gamer has exceptional skills and impressive powers and abilities in the game.,"The gamer was new, not execeptional,  and below average.",1
The lawyer is A pig,The lawyer is lazy,The lawyer guides his client very well in the lawsuit,0
The lawyer is A lighthouse for his client,The lawyer is lazy,The lawyer guides his client very well in the lawsuit,1
This car is faster than a speeding bullet,The car is ridiculously fast,The car is not fast at all,0
This car is faster than a snail,The car is ridiculously fast,The car is not fast at all,1
The car hit the rail like A bowling ball hitting pins,The car hit hard,The car hit softly,0
The car hit the rail like A feather landing,The car hit hard,The car hit softly,1
The food was served at a temperature that was A fiery inferno,The food was hot,The food was cold,0
The food was served at a temperature that was A block of ice,The food was hot,The food was cold,1
She runs like a rocket,She runs and sprints very fast.,She runs in a very slow and labored pace.,0
She runs like a slug,She runs and sprints very fast.,She runs in a very slow and labored pace.,1
The teacher said that the student had the brain of A gnat,The student is dumb,The student is smart,0
The teacher said that the student had the brain of A rocket scientist,The student is dumb,The student is smart,1
The book had a plot that many would find as Boring as watching paint dry,The book is boring,The book is exciting,0
The book had a plot that many would find as Exciting as a three-ring circus,The book is boring,The book is exciting,1
The family was as friendly as a pack of wolves,The family was very mean.,The family was very friendly.,0
The family was as friendly as a greeter at Disneyland,The family was very mean.,The family was very friendly.,1
She is as fast as light coming out of the big bang,She is fast,She is slow,0
She is as fast as my grandma trying to walk on water,She is fast,She is slow,1
Time is as precious as a piece of gold,Time is very important,Time can be thrown away,0
Time is as precious as a piece of garbage,Time is very important,Time can be thrown away,1
The milk was a cold as as a warm blanket,The milk was not cold at all,The milk was very cold,0
The milk was a cold as as an icicle in a snowstorm,The milk was not cold at all,The milk was very cold,1
The group drinking at the bar was as loud as a butterfly landing on a flower,The group was very quiet,The group was very loud,0
The group drinking at the bar was as loud as a dump truck picking up broken glass,The group was very quiet,The group was very loud,1
The train was a fast as a New York Minute,The train was very fast,The train was very slow,0
The train was a fast as a 80 year old,The train was very fast,The train was very slow,1
The professor's argument had the clarity of a crystal glass,"The argument is very clear, easy to see, almost transparent","The argument is impenetrable, hard to see, not clear.",0
The professor's argument had the clarity of a marine fog,"The argument is very clear, easy to see, almost transparent","The argument is impenetrable, hard to see, not clear.",1
The fortress was as solid as the deepest earthen bedrock,"The fortress is strong, durable, and hard.","The fortress is flimsy, fragile, and weak.",0
The fortress was as solid as a tattered mosquito netting,"The fortress is strong, durable, and hard.","The fortress is flimsy, fragile, and weak.",1
The dancer had the grace of an elephant.,The dancer was clumsy,The dancer was light on her feet.,0
The dancer had the grace of a buttefly in flight.,The dancer was clumsy,The dancer was light on her feet.,1
The argument was World War 3,The argument was huge.,The argument was insignificant.,0
The argument was a hiccup,The argument was huge.,The argument was insignificant.,1
The headlight was as bright as a sun,The headlight was very bright.,the headlight was very dim.,0
The headlight was as bright as a dim candle,The headlight was very bright.,the headlight was very dim.,1
The book has the pace of a glacier,The book is very slow.,The book is fast paced.,0
The book has the pace of a raging storm,The book is very slow.,The book is fast paced.,1
Nyalinya seperti anak kecil yang tersesat.,Dia penakut.,Dia pemberani.,0
Nyalinya seperti prajurit terdepan di medan perang.,Dia penakut.,Dia pemberani.,1
Berbicara dengan Kinan seperti bicara dengan balita.,Pengetahuannya kurang.,Pengetahuannya luas.,0
Berbicara dengan Kinan seperti mengikuti kuliah kuliah dari dosen ternama.,Pengetahuannya kurang.,Pengetahuannya luas.,1
Anak itu tampil bak putri malu yang layu.,Anak itu tampil dengan malu-malu.,Anak itu tampil dengan percaya diri.,0
Anak itu tampil bak bunga mawar di taman.,Anak itu tampil dengan malu-malu.,Anak itu tampil dengan percaya diri.,1
Suara Sari dapat mengalahkan suara ombak.,Suara Sari sangat kencang.,Suara Sari sangat pelan.,0
Suara Sari lenyap terbawa angin.,Suara Sari sangat kencang.,Suara Sari sangat pelan.,1
Cara makannya bagai tamu restoran bintang 5.,Cara makannya rapi.,Cara makannya berantakan.,0
Cara makannya bagai anak kecil di toko es krim.,Cara makannya rapi.,Cara makannya berantakan.,1
Pekerjaan ayah semudah membalikkan telapak tangan.,Pekerjaan ayah sangat mudah.,Pekerjaan ayah sangat sulit.,0
Pekerjaan ayah semudah memasukkan benang ke dalam jarum.,Pekerjaan ayah sangat mudah.,Pekerjaan ayah sangat sulit.,1
Siswa SD itu membawa tas layaknya orang yang mau kabur dari rumah.,Tasnya besar.,Tasnya kecil.,0
Siswa SD itu membawa tas layaknya orang yang akan pergi ke mal.,Tasnya besar.,Tasnya kecil.,1
Dia melahap makanan seolah belum makan tiga hari.,Dia sangat lapar.,Dia sangat kenyang.,0
Dia melahap makanan seolah habis menghadiri tiga kondangan.,Dia sangat lapar.,Dia sangat kenyang.,1
Ia berjalan layaknya siput.,Dia berjalan dengan lambat.,Dia berjalan dengan cepat.,0
Ia berjalan layaknya macan.,Dia berjalan dengan lambat.,Dia berjalan dengan cepat.,1
Kehadirannya bagaikan petir di siang bolong.,Kehadirannya adalah musibah.,Kehadirannya adalah anugerah.,0
Kehadirannya bagaikan bintang di langit malam.,Kehadirannya adalah musibah.,Kehadirannya adalah anugerah.,1
Dia menjalani hidup bak burung di angkasa.,Hidupnya bebas.,Hidupnya terkekang.,0
Dia menjalani hidup bak singa di kebun binatang.,Hidupnya bebas.,Hidupnya terkekang.,1
Situasi kelas A seramai KRL di jam kerja.,Siswa-siswi kelas A berpartisipasi dengan aktif.,Siswa-siswi kelas A berpartisipasi dengan pasif.,0
Situasi kelas A seramai kuburan di malam hari.,Siswa-siswi kelas A berpartisipasi dengan aktif.,Siswa-siswi kelas A berpartisipasi dengan pasif.,1
Adik menginginkan rambut seperti dora.,Adik ingin memiliki rambut pendek.,Adik ingin memiliki rambut panjang.,0
Adik menginginkan rambut seperti rapunzel.,Adik ingin memiliki rambut pendek.,Adik ingin memiliki rambut panjang.,1
Curhatannya sepanjang skripsi mahasiswa kedokteran.,Ceritanya panjang.,Ceritanya pendek.,0
Curhatannya sepanjang iklan badut di jalanan.,Ceritanya panjang.,Ceritanya pendek.,1
Tulisan tangannya bak tulisan dokter.,Tulisannya berantakan.,Tulisannya rapi.,0
Tulisan tangannya bak ketikan komputer canggih.,Tulisannya berantakan.,Tulisannya rapi.,1
Memintanya membereskan kamar sama seperti menyuruh kucing terbang.,Perintah itu mustahil dilakukan.,Perintah itu selalu dilakukan.,0
Memintanya membereskan kamar sama seperti berbincang dengan google assistant.,Perintah itu mustahil dilakukan.,Perintah itu selalu dilakukan.,1
Dia menyelesaikan pekerjaannya secepat memasak mi instan.,Dia bekerja dengan cekatan.,Dia bekerja dengan lambat.,0
Dia menyelesaikan pekerjaannya secepat mengurus paspor yang hilang.,Dia bekerja dengan cekatan.,Dia bekerja dengan lambat.,1
Kelas bersama Pak Faisal seperti sedang berada di kandang singa.,Suasana kelas sangat menegangkan.,Suasana kelas sangat bersahabat.,0
Kelas bersama Pak Faisal seperti sedang bermain dengan anak tetangga.,Suasana kelas sangat menegangkan.,Suasana kelas sangat bersahabat.,1
Orang asing yang kau temui sewaktu-waktu bisa menjadi rumah untuk pulang.,Orang asing bisa menjadi teman.,Orang asing bisa menjadi musuh.,0
Orang asing yang kau temui sewaktu-waktu bisa menjadi jurang di ujung jalan.,Orang asing bisa menjadi teman.,Orang asing bisa menjadi musuh.,1
"Saat kelas berlangsung, mereka berbincang bak petir bersahut-sahutan di tengah hujan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,0
"Saat kelas berlangsung, mereka berbincang bak berbisik pada dedaunan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,1
Perempuan itu sangat suka berkumpul dengan bintang-bintang.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,0
Perempuan itu sangat suka memeluk keheningan malam.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,1
"Saat aku terpuruk, dia berlagak layaknya fans yang mendukung idolanya.",Dia peduli.,Dia tidak peduli.,0
"Saat aku terpuruk, dia berlagak layaknya orang asing di keramaian ibu kota.",Dia peduli.,Dia tidak peduli.,1
Ayahku bersikap seolah bisa menyapa seluruh dunia.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,0
Ayahku bersikap seolah dia adalah robot yang sudah usang.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,1
Dia tampak seperti mahasiswa yang gagal ujian.,Dia sangat sedih.,Dia sangat senang.,0
Dia tampak seperti habis memenangkan lotre.,Dia sangat sedih.,Dia sangat senang.,1
"Menurutnya, merantau adalah petualangan mencari jati diri.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",0
"Menurutnya, merantau adalah perang yang tak berujung.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",1
Rara berpakaian seolah akan mengikuti pemotretan di sebuah majalah.,Rara tampak rapi.,Rara tampak lusuh.,0
Rara berpakaian seolah akan mengambil paket di depan rumah.,Rara tampak rapi.,Rara tampak lusuh.,1
Cara bicaranya bak putri Solo.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,0
Cara bicaranya bak preman di pasar.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,1
"Saat ditanya, mahasiswa itu menjawab seperti orang yang ketahuan mencuri.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,0
"Saat ditanya, mahasiswa itu menjawab seperti sudah mengantongi kunci jawaban di kepalanya.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,1
Kamar kosnya bagaikan rumah yang habis dimasuki pencuri.,Kamar kosnya berantakan.,Kamar kosnya rapi.,0
Kamar kosnya bagaikan rumah dengan selusin ART.,Kamar kosnya berantakan.,Kamar kosnya rapi.,1
Rumahnya seluas GBK.,Rumahnya luas.,Rumahnya sempit.,0
Rumahnya seluas jalan tikus.,Rumahnya luas.,Rumahnya sempit.,1
"Bagi dia, rahasia adalah pusaka keluarga.",Dia bisa dipercaya.,Dia tidak bisa dipercaya.,0
"Bagi dia, rahasia adalah berita yang siap dikeluarkan kapan saja.",Dia bisa dipercaya.,Dia tidak bisa dipercaya.,1
Dia adalah sinar matahari yang menyelimuti bumi.,Sikapnya hangat.,Sikapnya dingin.,0
Dia adalah hujan di tengah malam.,Sikapnya hangat.,Sikapnya dingin.,1
Kereta sore itu bagaikan bisa dipakai bermain sepak bola.,Kereta itu lowong.,Kereta itu padat.,0
Kereta sore itu bagaikan lautan yang dipenuhi ikan.,Kereta itu lowong.,Kereta itu padat.,1
Tanggung jawab Dian seringan menggendong satu keluarga besar.,Tanggung jawabnya berat.,Tanggung jawabnya ringan.,0
Tanggung jawab Dian seringan daun yang dihembus angin.,Tanggung jawabnya berat.,Tanggung jawabnya ringan.,1
"Setelah ia datang, keadaan seperti pakaian yang dicuci dengan lumpur.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",0
"Setelah ia datang, keadaan seperti pelangi yang muncul selepas hujan.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",1
Jarak rumah ke sekolahnya sejauh menyebrangi samudra.,Sekolahnya jauh.,Sekolahnya dekat.,0
Jarak rumah ke sekolahnya sejauh rumah tetangga.,Sekolahnya jauh.,Sekolahnya dekat.,1
Murid SMP itu setinggi tiang listrik.,Badan murid SMP itu tinggi.,Badan murid SMP itu pendek.,0
Murid SMP itu setinggi pohon taoge.,Badan murid SMP itu tinggi.,Badan murid SMP itu pendek.,1
"Nasibnya bagai orang yang selamat dari tragedi mematikan,.",Dia beruntung.,Dia apes.,0
"Nasibnya bagai orang yang kena tipu,.",Dia beruntung.,Dia apes.,1
"Baginya, dunia digital adalah tempat bermain yang menyenangkan.",Dia melek teknologi.,Dia gaptek.,0
"Baginya, dunia digital adalah rumah hantu yang penuh jebakan.",Dia melek teknologi.,Dia gaptek.,1
Pendiriannya bagai tak bisa digoyangkan angin.,Dia berpendirian teguh.,Dia tidak punya pendirian.,0
Pendiriannya bagai peraturan yang berubah-ubah.,Dia berpendirian teguh.,Dia tidak punya pendirian.,1
Dia berlagak seperti cucu yang punya jalan.,Dia bersikap seenaknya.,Dia bersikap hati-hati.,0
Dia berlagak seperti anak ayam yang baru menetas.,Dia bersikap seenaknya.,Dia bersikap hati-hati.,1
Mereka mengikuti lomba seolah siap memberikan seluruh darah dan keringat.,Tekad mereka besar.,Tekad mereka kecil.,0
Mereka mengikuti lomba seolah hanya untuk mengisi kuota.,Tekad mereka besar.,Tekad mereka kecil.,1
Mengobrol dengannya terasa seperti menghabiskan satu lagu.,"Bersamanya, waktu berlalu dengan cepat.","Bersamanya, waktu berlalu dengan lambat.",0
Mengobrol dengannya terasa seperti melakukan perjalanan ke bulan.,"Bersamanya, waktu berlalu dengan cepat.","Bersamanya, waktu berlalu dengan lambat.",1
Tugas mahasiswa bagaikan tumpukan baju yang belum disetrika.,Tugas mahasiswa banyak.,Tugas mahasiswa sedikit.,0
Tugas mahasiswa bagaikan bisa dihitung jari.,Tugas mahasiswa banyak.,Tugas mahasiswa sedikit.,1
"Baginya, bersosialisasi itu seperti menaiki ratusan anak tangga.",Bersosialisasi itu melelahkan.,Bersosialisasi itu menyenangkan.,0
"Baginya, bersosialisasi itu seperti melepas rindu dengan orang tersayang.",Bersosialisasi itu melelahkan.,Bersosialisasi itu menyenangkan.,1
Bermain media sosial bagai menjemur pakaian di waktu hujan.,Bermain media sosial adalah kegiatan yang sia-sia.,Bermain media sosial adalah kegiatan yang bermanfaat.,0
Bermain media sosial bagai mengikuti kuliah 1 SKS.,Bermain media sosial adalah kegiatan yang sia-sia.,Bermain media sosial adalah kegiatan yang bermanfaat.,1
Adik berlaku bak akan mengurus pinjaman di bank.,Adik sangat mandiri.,Adik sangat manja.,0
Adik berlaku bak bayi yang merindukan ibunya.,Adik sangat mandiri.,Adik sangat manja.,1
Langitnya tampak seperti senyuman mahasiswa yang lulus sidang.,Cuacanya cerah.,Cuacanya mendung.,0
Langitnya tampak seperti wajah anak kecil yang kalah dalam permainan.,Cuacanya cerah.,Cuacanya mendung.,1
Rumahnya tampak bagaikan istana megah.,Rumahnya indah.,Rumahnya tak terurus.,0
Rumahnya tampak bagaikan rumah tak berpenghuni.,Rumahnya indah.,Rumahnya tak terurus.,1
Hubungannya dengan sang kakak seperti anjing dan kucing.,Dia dan kakaknya sering bertengkar.,Dia dan kakaknya sangat dekat.,0
Hubungannya dengan sang kakak seperti lem dan perangko.,Dia dan kakaknya sering bertengkar.,Dia dan kakaknya sangat dekat.,1
Nilai matematikanya setinggi mata kaki.,Nilai matematikanya jelek.,Nilai matematikanya bagus.,0
Nilai matematikanya setinggi langit.,Nilai matematikanya jelek.,Nilai matematikanya bagus.,1
Berangkat sekolah ketika masih langit masih gelap ibarat menjemput rezeki.,Berangkat sekolah pagi itu bermanfaat.,Berangkat sekolah pagi itu berbahaya.,0
Berangkat sekolah ketika masih langit masih gelap ibarat melawan arus.,Berangkat sekolah pagi itu bermanfaat.,Berangkat sekolah pagi itu berbahaya.,1
"Seperti membangunkan macan tidur, kerja di institusi kepolisian Indonesia.",Kerja menjadi Polisi di Indonesia itu beresiko.,Kerja menjadi Polisi di Indonesia itu mudah.,0
"Seperti membelah bolu, kerja di institusi kepolisian Indonesia.",Kerja menjadi Polisi di Indonesia itu beresiko.,Kerja menjadi Polisi di Indonesia itu mudah.,1
Mukamu bentuknya sebulat matahari di siang hari.,Muka yang bulat sempurna.,Muka yang bulat tidak sempurna.,0
Mukamu bentuknya sebulat bulan yang penuh benjolan.,Muka yang bulat sempurna.,Muka yang bulat tidak sempurna.,1
Layaknya pasangan paruh baya di perayaan peraknya perasaanku bekerja di kantor ini.,Bekerja di kantor tersebut seperti terasa serba lama.,Bekerja di kantor tersebut seperti terasa serba baru.,0
Layaknya pasangan yang tengah berbulan madu perasaanku bekerja di kantor ini.,Bekerja di kantor tersebut seperti terasa serba lama.,Bekerja di kantor tersebut seperti terasa serba baru.,1
Semangatnya begitu keras bagaikan batu.,Semangat yang keras.,Semangat yang lembek.,0
Semangatnya begitu keras bagaikan tahu.,Semangat yang keras.,Semangat yang lembek.,1
"Bagaikan anak merindukan ibunya, semenjak dia pindah ke negeri orang.",Di luar negeri dia selalu merindu tanah air.,Di luar negeri dia lupa dengan tanah airnya.,0
"Bagaikan kacang lupa kulitnya, semenjak dia pindah ke negeri orang.",Di luar negeri dia selalu merindu tanah air.,Di luar negeri dia lupa dengan tanah airnya.,1
Hidupnya di perantauan seterang bulan purnama.,Hidup di perantauan itu penuh kebahagiaan.,Hidup di perantauan itu penuh kesedihan.,0
Hidupnya di perantauan seterang bulan gerhana.,Hidup di perantauan itu penuh kebahagiaan.,Hidup di perantauan itu penuh kesedihan.,1
Cat rumahnya seputih salju.,Cat rumah putih sekali.,Cat rumah hitam sekali.,0
Cat rumahnya seputih arang.,Cat rumah putih sekali.,Cat rumah hitam sekali.,1
"Menurut mereka, aku hidup seperti putri.",Kehidupannya mewah sekali.,Kehidupannya kumuh sekali.,0
"Menurut mereka, aku hidup seperti inang.",Kehidupannya mewah sekali.,Kehidupannya kumuh sekali.,1
Anak-anak berderet bak bebek berbaris.,Barisannya beraturan.,Barisannya tidak beraturan.,0
Anak-anak berderet bak ayam berjalan.,Barisannya beraturan.,Barisannya tidak beraturan.,1
Bangunan lama tersebut berdiri bak pohon beringin.,Bangunannya kokoh.,Bangunannya tidak kokoh.,0
Bangunan lama tersebut berdiri bak nyiur di tepi pantai.,Bangunannya kokoh.,Bangunannya tidak kokoh.,1
"Dengan perawatan mahal, kulit Rika selembut sutra.",Kulit RIka lembut.,Kulit RIka kasar.,0
"Dengan perawatan mahal, kulit Rika selembut pasir.",Kulit RIka lembut.,Kulit RIka kasar.,1
Suara Lesti sekarang seperti merdunya hujan.,Suara Lesti merdu.,Suara Lesti serak.,0
Suara Lesti sekarang seperti serak-serak kepalang basah.,Suara Lesti merdu.,Suara Lesti serak.,1
"Lebaran kali ini, Jakarta seramai Masjid Nabawi.",Jakarta ramai.,Jakarta sepi.,0
"Lebaran kali ini, Jakarta seramai masjid di pelosok desa.",Jakarta ramai.,Jakarta sepi.,1
