ending1	ending2	labels	startphrase	valid	Obj	Vis	Soc	Cul
Perguruan tinggi itu tempat untuk menempa diri.	Perguruan tinggi itu tempat untuk relaksasi.	0	Perguruan tinggi itu ibarat padepokan untuk melatih mahasiswa untuk lebih peka dengan situasi sekitar dan kritis dalam menyajikan sebuah solusi.	1			1	
Perguruan tinggi itu tempat untuk menempa diri.	Perguruan tinggi itu tempat untuk relaksasi.	1	Perguruan tinggi itu ibarat villa di pegunungan untuk bersantai saat libur tiba.	1			1	
Kulit wanita Sunda itu halus, putih, dan kenyal.	Kulit wanita Sunda itu pori-porinya besar, kasar, dan tidak mulus.	0	Wanita Sunda itu kulitnya seperti kulit kue nagasari.	1	1			1
Kulit wanita Sunda itu halus, putih, dan kenyal.	Kulit wanita Sunda itu pori-porinya besar, kasar, dan tidak mulus.	1	Wanita Sunda itu kulitnya seperti kulit jeruk.	1	1			
Merupakan informasi publik bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.	Merupakan rahasia bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.	0	Sudah menjadi semacam rahasia umum bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.	1	1			
Merupakan informasi publik bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.	Merupakan rahasia bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.	1	Sudah menjadi semacam dokumen rahasia bahwa rekrutmen angkatan bersenjata harus melalui cara yang luar biasa.	1	1			
Media masa seharusnya membuat gaduh saat menayangkan kontennya.	Media masa seharusnya mengklarifikasi saat menayangkan kontennya.	0	Media masa seharusnya memancing di air keruh saat menayangkan kontennya.	1			1	
Media masa seharusnya membuat gaduh saat menayangkan kontennya.	Media masa seharusnya mengklarifikasi saat menayangkan kontennya.	1	Media masa seharusnya menjernihkan situasi saat menayangkan kontennya.	1			1	
Dunia nampaknya seperti sudah payah.	Dunia nampaknya seperti masih segar bugar.	0	Dunia nampaknya seperti wanita renta yang terengah-engah memikul kayi bakar di punggungnya sambil menuruni bukit yang licin.	1			1	
Dunia nampaknya seperti sudah payah.	Dunia nampaknya seperti masih segar bugar.	1	Dunia nampaknya seperti wanita muda yang tengah berseri-beri menyambut hari pertamanya bekerja.	1			1	
Indonesia itu menarik wisatawan dari luar negeri.	Indonesia itu menolak wisatawan dari luar negeri.	0	Indonesia itu ibarat magnet bagi wisatawan mancanegara.	1	1			
Indonesia itu menarik wisatawan dari luar negeri.	Indonesia itu menolak wisatawan dari luar negeri.	1	Indonesia itu ibarat perisai bagi wisatawan mancanegara.	1	1			
Walaupun harus dengan kerja keras, aku akan meraih semuanya.	pasrah saja kepada takdir, aku akan meraih semuanya.	0	Walaupun kaki jadi kepala, kepala jadi kaki, semua pasti akan aku dapatkan.	1			1	
Walaupun harus dengan kerja keras, aku akan meraih semuanya.	pasrah saja kepada takdir, aku akan meraih semuanya.	1	mengalir saja seperti air, semua pasti akan aku dapatkan.	1	1			
Aku percaya bahwa hidup itu adalah kebaikan harus dibalas dengan kejahatan.	Aku percaya bahwa hidup itu adalah selalu berbuat baiklah agar kamu menerima karma baiknya.	0	Aku percaya bahwa hidup itu adalah air susu yang harus dibalas dengan air tuba.	1			1	
Aku percaya bahwa hidup itu adalah kebaikan harus dibalas dengan kejahatan.	Aku percaya bahwa hidup itu adalah selalu berbuat baiklah agar kamu menerima karma baiknya.	1	Aku percaya bahwa hidup itu adalah siapa yang menanam akan menuai.	1			1	
Kualitas diri seseorang itu semakin sukses, semakin bersahaja.	Kualitas diri seseorang itu setelah sukses menjadi sombong.	0	Kualitas diri seseorang itu ibarat padi yang semakin berisi semakin merunduk.	1			1	
Kualitas diri seseorang itu semakin sukses, semakin bersahaja.	Kualitas diri seseorang itu setelah sukses menjadi sombong.	1	Kualitas diri seseorang itu ibarat bagai kacang lupa kulitnya.	1			1	
Mengapa kamu sedih?.	Mengapa kamu bahagia?.	0	Mengapa wajahmu ditekuk?.	1		1		
Mengapa kamu sedih?.	Mengapa kamu bahagia?.	1	Mengapa wajahmu cerah?.	1		1		
Garis nasib seseorang itu adalah takdir.	Garis nasib seseorang itu adalah usaha.	0	Garis nasib seseorang itu ibarat air yang mengalir dari tempat tinggi ke rendah.	1	1			
Garis nasib seseorang itu adalah takdir.	Garis nasib seseorang itu adalah usaha.	1	Garis nasib seseorang itu ibarat hujan buatan yang diusahakan oleh kemajuan teknologi.	1	1			
Pertanyaan yang kamu ajukan di kelas itu mustahil.	Pertanyaan yang kamu ajukan di kelas itu ilmiah.	0	Pertanyaan yang selalu kamu ajukan di kelas itu ibarat seorang suami istri tua yang menemukan bayi di dalam timun emas.	1			1	
Pertanyaan yang kamu ajukan di kelas itu mustahil.	Pertanyaan yang kamu ajukan di kelas itu ilmiah.	1	Pertanyaan yang selalu kamu ajukan di kelas itu ibarat pembuktian bahwa udara itu nyata.	1			1	
Bukannya tidak ingin bertanding melawannya. Hanya saja rasanya seperti terlalu sulit dikalahkan.	Bukannya tidak ingin bertanding melawannya. Hanya saja rasanya seperti terlalu mudah dikalahkan.	0	Bukannya tidak ingin bertanding melawannya. Hanya saja rasanya seperti melawan pasukan Kurawa seorang diri.	1				1
Bukannya tidak ingin bertanding melawannya. Hanya saja rasanya seperti terlalu sulit dikalahkan.	Bukannya tidak ingin bertanding melawannya. Hanya saja rasanya seperti terlalu mudah dikalahkan.	1	Bukannya tidak ingin bertanding melawannya. Hanya saja rasanya seperti melawan seekor semut dengan sebotol Baygon.	1			1	
Imbal hasil yang dicatatkan oleh reksadana pasar uang itu naik secara drastis.	Imbal hasil yang dicatatkan oleh reksadana pasar uang itu jatuh secara drastis.	0	Imbal hasil yang dicatatkan oleh reksadana pasar uang itu ibarat angka kolesterol setelah makan makanan laut.	1	1			
Imbal hasil yang dicatatkan oleh reksadana pasar uang itu naik secara drastis.	Imbal hasil yang dicatatkan oleh reksadana pasar uang itu jatuh secara drastis.	1	Imbal hasil yang dicatatkan oleh reksadana pasar uang itu ibarat tekanan darah setelah makan mentimum 1 kg.	1	1			
Miskin itu adalah kekurangan moral.	Miskin itu adalah kekurangan modal.	0	Miskin adalah ketika hartanya tidak habis sampai 7 turunan, tapi dia masih korupsi.	1			1	
Miskin itu adalah kekurangan moral.	Miskin itu adalah kekurangan modal.	1	Miskin adalah tidak menemukan sesuatu apapun untuk dimakan di hari itu.	1			1	
Kontra pada saat rapat RT itu dikucilkan.	Kontra pada saat rapat RT itu banyak pendukungnya.	0	Kontra pada saat rapat RT itu ibarat sebatang lilin yang bersikeras mempertahankan nyala apinya di tengah gempuran angin.	1	1			
Kontra pada saat rapat RT itu dikucilkan.	Kontra pada saat rapat RT itu banyak pendukungnya.	1	Kontra pada saat rapat RT itu ibarat menyiramkan minyak di bara api.	1	1			
Cara belajar saat ujian tengah semester selalu kebut sekaligus.	Cara belajar saat ujian tengah semester selalu konsisten.	0	Cara belajar saat ujian tengah semester selalu diibaratkan dengan membangun seribu candi dalam sehari semalam.	1			1	
Cara belajar saat ujian tengah semester selalu kebut sekaligus.	Cara belajar saat ujian tengah semester selalu konsisten.	1	Cara belajar saat ujian tengah semester selalu diibaratkan dengan tetesan air yang akhirnya dapat melubangi sebuah batu.	1	1			
Menjaga integritas saat bekerja di perusahaan itu ibarat sulit sekali.	Menjaga integritas saat bekerja di perusahaan itu ibarat mudah sekali.	0	Menjaga integritas saat bekerja di perusahaan itu ibarat berjihad di jalan Allah.	1			1	1
Menjaga integritas saat bekerja di perusahaan itu ibarat sulit sekali.	Menjaga integritas saat bekerja di perusahaan itu ibarat mudah sekali.	1	Menjaga integritas saat bekerja di perusahaan itu ibarat rebahan sambil minum es teh di pinggir pantai.	1			1	
Mengkritik pejabat dilarang.	Mengkritik pejabat dipersilakan.	0	Mengkritik pejabat adalah kejahatan yang harus dibasmi oleh polisi.	1			1	
Mengkritik pejabat dilarang.	Mengkritik pejabat dipersilakan.	1	Mengkritik pejabat adalah informasi penting untuk disimak dengan saksama.	1	1			
Ilmu itu sangat berguna.	Ilmu itu tidak berguna.	0	Ilmu adalah investasi untuk masa depan yang tidak tergerus inflasi.	1			1	
Ilmu itu sangat berguna.	Ilmu itu tidak berguna.	1	Ilmu adalah suatu hal yang didapatkan hanya untuk membuang-buang waktu.	1			1	
Nyawa seseorang itu berharga.	Nyawa seseorang itu hina.	0	Nyawa seseorang itu ibarat anugerah yang tidak ternilai harganya.	1			1	
Nyawa seseorang itu berharga.	Nyawa seseorang itu hina.	1	Nyawa seseorang itu ibarat sampah yang berserakan di pinggir kali.	1	1			
Bulu burung merak saat merekah itu sangat menakjubkan.	Bulu burung merak saat merekah itu mengecewakan.	0	Bulu burung merak ketika merekah ibarat kembang api berharga jutaan yang meletus di udara dengan gemerlap warna dan motif.	1	1			
Bulu burung merak saat merekah itu sangat menakjubkan.	Bulu burung merak saat merekah itu mengecewakan.	1	Bulu burung merak ketika merekah ibarat kembang api murahan yang bahkan tidak kuat untuk meletupkan api terlalu jauh dari selongsongnya.	1	1			
Bagi saya, ibu adalah sosok yang baik.	Bagi saya, ibu adalah sosok yang jahat.	0	Bagi saya, ibu adalah sumber mata air yang memberikan kehidupan untuk makhluk di sekitarnya.	1	1			
Bagi saya, ibu adalah sosok yang baik.	Bagi saya, ibu adalah sosok yang jahat.	1	Bagi saya, ibu adalah racun yang melenyapkan nyawa orang yang meminumnya.	1	1			
Sedangkan, ayah adalah sosok yang hebat.	Sedangkan, ayah adalah sosok yang pengacau.	0	Sedangkan, ayah saya adalah pahlawan yang bertugas menyelamatkan dunia.	1			1	
Sedangkan, ayah adalah sosok yang hebat.	Sedangkan, ayah adalah sosok yang pengacau.	1	Sedangkan, ayah saya adalah kucing garong yang suka membuat keributan dan kerusakan.	1	1			
Kalau kakak saya, dia adalah sosok yang shalih.	Kalau kakak saya, dia adalah sosok yang pendosa.	0	Kalau kakak saya, dia bagaikan nabi yang tidak pernah mengotori anggota tubuhnya dengan dosa.	1			1	
Kalau kakak saya, dia adalah sosok yang shalih.	Kalau kakak saya, dia adalah sosok yang pendosa.	1	Kalau kakak saya, dia bagaikan iblis yang berwujud manusia.	1			1	
Saudari perempuan saya lain lagi. Dia adalah cantik jelita.	Saudari perempuan saya lain lagi. Dia adalah buruk rupa.	0	Saudari perempuan saya lain lagi. Dia adalah kembang desa yang diperebutkan oleh kumbang-kumbang rupawan.	1	1			
Saudari perempuan saya lain lagi. Dia adalah cantik jelita.	Saudari perempuan saya lain lagi. Dia adalah buruk rupa.	1	Saudari perempuan saya lain lagi. Dia adalah bunga bangkai yang membuatnya banyak dihinggapi lalat-lalat hijau.	1	1			
Semua anggota keluargaku sangat ajaib. Namun, tidak ada yang mengalahkan kakek. Dia adalah anak bangsawan.	Semua anggota keluargaku sangat ajaib. Namun, tidak ada yang mengalahkan kakek. Dia adalah anak yatim piatu.	0	Semua anggota keluargaku sangat ajaib. Namun, tidak ada yang mengalahkan kakek. Dia adalah keturunan darah biru.	1			1	
Semua anggota keluargaku sangat ajaib. Namun, tidak ada yang mengalahkan kakek. Dia adalah anak bangsawan.	Semua anggota keluargaku sangat ajaib. Namun, tidak ada yang mengalahkan kakek. Dia adalah anak yatim piatu.	1	Semua anggota keluargaku sangat ajaib. Namun, tidak ada yang mengalahkan kakek. Dia adalah terlahir sebatang kara.	1			1	
Hidupku sangat unik karena susah dahulu baru bahagia.	Hidupku sangat unik karena bahagia selalu tak pernah susah.	0	Hidupku sangat unik bagaikan pelangi yang muncul setelah badai.	1	1			
Hidupku sangat unik karena susah dahulu baru bahagia.	Hidupku sangat unik karena bahagia selalu tak pernah susah.	1	Hidupku sangat unik bagaikan pelangi yang hadir setiap saat.	1	1			
Watik menghabiskan gajinya untuk membayar hutang.	Watik menghabiskan gajinya untuk menabung.	0	Watik menghabiskan gajinya untuk gali lobang tutup lobang.	1			1	
Watik menghabiskan gajinya untuk membayar hutang.	Watik menghabiskan gajinya untuk menabung.	1	Watik menghabiskan gajinya untuk menggemukkan rekeningnya demi masa depan yang cerah.	1			1	
Bunga cicilan di bank sangat tinggi.	Bunga cicilan di bank rendah.	0	Bunga cicilan di bank mencekik leher.	1			1	
Bunga cicilan di bank sangat tinggi.	Bunga cicilan di bank rendah.	1	Bunga cicilan di bank meringankan langkah.	1			1	
Tips untuk pemula yang ingin sukses sebelum usia 30 adalah hemat.	Tips untuk pemula yang ingin sukses sebelum usia 30 adalah boros.	0	Tips untuk pemula yang ingin sukses sebelum usia 30 adalah kencangkan ikat pinggang.	1			1	
Tips untuk pemula yang ingin sukses sebelum usia 30 adalah hemat.	Tips untuk pemula yang ingin sukses sebelum usia 30 adalah boros.	1	Tips untuk pemula yang ingin sukses sebelum usia 30 adalah manjakan diri dengan menikmati senja di Labuan Bajo setiap akhir pekan.	1			1	
Sesekali bolehlah kita memberikan hadiah untuk diri sendiri yang sudah bekerja keras. Namun, jangan lupa bahwa uang itu tidak mudah habis didapatkan.	Sesekali bolehlah kita memberikan hadiah untuk diri sendiri yang sudah bekerja keras. Namun, jangan lupa bahwa uang itu bisa habis tidak bersisa didapatkan.	0	Sesekali bolehlah kita memberikan hadiah untuk diri sendiri yang sudah bekerja keras. Namun, jangan lupa bahwa uang itu ibarat tumbuh dari pohon.	1			1	
Sesekali bolehlah kita memberikan hadiah untuk diri sendiri yang sudah bekerja keras. Namun, jangan lupa bahwa uang itu tidak mudah habis didapatkan.	Sesekali bolehlah kita memberikan hadiah untuk diri sendiri yang sudah bekerja keras. Namun, jangan lupa bahwa uang itu bisa habis tidak bersisa didapatkan.	1	Sesekali bolehlah kita memberikan hadiah untuk diri sendiri yang sudah bekerja keras. Namun, jangan lupa bahwa uang itu ibarat air yang dituang ke tumpukan pasir.	1			1	
Kamus Besar Bahasa Indonesia sangat tebal.	Kamus Besar Bahasa Indonesia biasa saja.	0	Kamus Besar Bahasa Indonesia setebal kasur.	1	1			
Kamus Besar Bahasa Indonesia sangat tebal.	Kamus Besar Bahasa Indonesia biasa saja.	1	Kamus Besar Bahasa Indonesia setebal buku Sidu.	1	1			
Kutukan di Candi Prambanan itu adalah kebenaran.	Kutukan di Candi Prambanan itu adalah mitos.	0	Kutukan di Candi Prambanan itu ibarat firman di kitab suci.	1	1			
Kutukan di Candi Prambanan itu adalah kebenaran.	Kutukan di Candi Prambanan itu adalah mitos.	1	Kutukan di Candi Prambanan itu ibarat dongeng pengantar tidur.	1	1			
Dia membeli saham yang jelek.	Dia membeli saham yang unggulan.	0	Dia membeli saham gorengan.	1	1			
Dia membeli saham yang jelek.	Dia membeli saham yang unggulan.	1	Dia membeli saham lapis satu.	1	1			
Ketika IHSG turun kita bisa beli banyak saham.	Ketika IHSG turun kita bisa jual saham.	0	Ketika IHSG turun kita bisa serok saham.	0				
Ketika IHSG turun kita bisa beli banyak saham.	Ketika IHSG turun kita bisa jual saham.	1	Ketika IHSG turun kita bisa lepas saham.	0				
Pastikan kamu mau beli dengan harga tertinggi untuk memastikan keuntunganmu bermain saham.	Pastikan kamu mau jual dengan harga terendah untuk memastikan keuntunganmu bermain saham.	0	Pastikan kamu mau hajar kanan untuk memastikan keuntunganmu bermain saham.	0				
Pastikan kamu mau beli dengan harga tertinggi untuk memastikan keuntunganmu bermain saham.	Pastikan kamu mau jual dengan harga terendah untuk memastikan keuntunganmu bermain saham.	1	Pastikan kamu mau hajar kiri untuk memastikan keuntunganmu bermain saham.	0				
Pekerjaannya sangat menyenangkan.	Pekerjaannya sangat membosankan.	0	Pekerjaannya seolah anak kecil yang dibebaskan di taman bermain.	1			1	
Pekerjaannya sangat menyenangkan.	Pekerjaannya sangat membosankan.	1	Pekerjaannya seolah napi yang dikurung di penjara.	1			1	
Melihat bakso urat dengan kuah kaldu yang pekat membuatku tergiur.	Melihat bakso urat dengan kuah kaldu yang pekat membuatku tidak tertarik.	0	Melihat bakso urat dengan kuah kaldu yang pekat membuatku meneteskan air liur.	1			1	
Melihat bakso urat dengan kuah kaldu yang pekat membuatku tergiur.	Melihat bakso urat dengan kuah kaldu yang pekat membuatku tidak tertarik.	1	Melihat bakso urat dengan kuah kaldu yang pekat membuatku memalingkan wajah.	1			1	
Berita tentang resesi 2023 sangat sering diberitakan.	Berita tentang resesi 2023 sangat jarang diberitakan.	0	Berita tentang resesi 2023 seolah jamur yang tumbuh di musim hujan.	1	1			
Berita tentang resesi 2023 sangat sering diberitakan.	Berita tentang resesi 2023 sangat jarang diberitakan.	1	Berita tentang resesi 2023 seolah air di musim kemarau panjang.	1	1			
Tingkah laku anak meniru orang lain.	Tingkah laku anak berbeda dengan orang lain.	0	Ibarat guru kencing berdiri, murid kencing berlari, begitulah tingkah laku anak.	1			1	
Tingkah laku anak meniru orang lain.	Tingkah laku anak berbeda dengan orang lain.	1	Ibarat buah jatuh sangat jauh dari pohonnya, begitulah tingkah laku anak.	1			1	
Yang aku rasakan saat ini adalah kesepian.	Yang aku rasakan saat ini adalah kebersamaan.	0	Bayangkan kamu berada dalam hutan sendirian, itulah yang aku rasakan saat ini.	1			1	
Yang aku rasakan saat ini adalah kesepian.	Yang aku rasakan saat ini adalah kebersamaan.	1	Bayangkan bertamasya bersama keluarga, itulah yang aku rasakan saat ini.	1			1	
Hidayat merasa hidupnya tanpa tujuan.	Hidayat merasa hidupnya memiliki tujuan yang jelas.	0	Hidayat merasa hidupnya seolah perahu yang terombang-ambing di lautan.	1	1			
Hidayat merasa hidupnya tanpa tujuan.	Hidayat merasa hidupnya memiliki tujuan yang jelas.	1	Hidayat merasa hidupnya seolah perahu dengan nahkoda handal.	1	1			
Semua yang pernah aku pelajari di sekolah tidak bermanfaat untuk diaplikasikan di dunia kerja.	Semua yang pernah aku pelajari di sekolah bermanfaat untuk diaplikasikan di dunia kerja.	0	Semua yang pernah aku pelajari di sekolah seolah tumpukan barang rongsok berdebu di sudut ruangan ketika aku masuk dunia kerja.	1	1			
Semua yang pernah aku pelajari di sekolah tidak bermanfaat untuk diaplikasikan di dunia kerja.	Semua yang pernah aku pelajari di sekolah bermanfaat untuk diaplikasikan di dunia kerja.	1	Semua yang pernah aku pelajari di sekolah seolah buku langka di perpustakaan ketika aku masuk dunia kerja.	1	1			
Pasangan ideal bagiku itu adalah salah satu ada yang lebih tinggi dari yang lain.	Pasangan ideal bagiku itu adalah setara.	0	Pasangan ideal bagiku itu seperti majikan dengan pembantunya.	1			1	
Pasangan ideal bagiku itu adalah salah satu ada yang lebih tinggi dari yang lain.	Pasangan ideal bagiku itu adalah setara.	1	Pasangan ideal bagiku itu seperti partner hidup.	1			1	
Universitas tempatku berkuliah itu adalah gudangnya berwawasan luas.	Universitas tempatku berkuliah itu adalah gudangnya picik.	0	Universitas tempatku berkuliah itu adalah gudangnya pemenang kompetisi nasional dan internasional.	1			1	
Universitas tempatku berkuliah itu adalah gudangnya berwawasan luas.	Universitas tempatku berkuliah itu adalah gudangnya picik.	1	Universitas tempatku berkuliah itu adalah gudangnya katak dalam tempurung.	1			1	
Jika diamati, wajahnya cantik dan indah.	Jika diamati, wajahnya buruk, dari segi teksturnya.	0	Jika diamati, wajahnya seperti bintang di langit malam.	1		1		
Jika diamati, wajahnya cantik dan indah.	Jika diamati, wajahnya buruk, dari segi teksturnya.	1	Jika diamati, wajahnya seperti bulan dari dekat.	1		1		
Kecepatannya dalam menyerap materi sangat lambat.	Kecepatannya dalam menyerap materi sangat cepat.	0	Kecepatannya dalam menyerap materi seperti kura-kura berjalan.	1	1			
Kecepatannya dalam menyerap materi sangat lambat.	Kecepatannya dalam menyerap materi sangat cepat.	1	Kecepatannya dalam menyerap materi seperti kancil yang berlari.	1	1			
Orang-orang menganggap kehadirannya di sekolah dengan kagum.	Orang-orang menganggap kehadirannya di sekolah dengan jijik.	0	Orang-orang menganggap kehadirannya di sekolah seperti bintang.	1			1	
Orang-orang menganggap kehadirannya di sekolah dengan kagum.	Orang-orang menganggap kehadirannya di sekolah dengan jijik.	1	Orang-orang menganggap kehadirannya di sekolah seperti orang pesakitan.	1			1	
Rapornya penuh nilai jelek.	Rapornya penuh nilai bagus.	0	Rapornya penuh dengan tinta merah.	1		1		
Rapornya penuh nilai jelek.	Rapornya penuh nilai bagus.	1	Rapornya penuh dengan tinta hitam.	1		1		
Cita-citanya sangat tinggi.	Cita-citanya sangat rendah.	0	Cita-citanya ternyata setinggi langit.	1	1			
Cita-citanya sangat tinggi.	Cita-citanya sangat rendah.	1	Cita-citanya ternyata setinggi daun kelor.	1	1			
Pendapatannya semasa pandemi macet.	Pendapatannya semasa pandemi melimpah.	0	Pendapatannya semasa pandemi seperti saluran mampet.	1	1			
Pendapatannya semasa pandemi macet.	Pendapatannya semasa pandemi melimpah.	1	Pendapatannya semasa pandemi seperti air terjun.	1	1			
Hati manusia berisi niat baik.	Hati manusia niat jahat.	0	Hati manusia kadang seperti catatan putih.	1		1		
Hati manusia berisi niat baik.	Hati manusia niat jahat.	1	Hati manusia kadang seperti catatan hitam.	1		1		
Moodnya hari ini ceria.	Moodnya hari ini suram.	0	Moodnya hari ini secerah mentari.	1		1		
Moodnya hari ini ceria.	Moodnya hari ini suram.	1	Moodnya hari ini ditimpa badai.	1			1	
Jurnal akademisnya kuat argumennya.	Jurnal akademisnya lemah argumennya.	0	Jurnal akademisnya seperti pisau tajam.	1	1			
Jurnal akademisnya kuat argumennya.	Jurnal akademisnya lemah argumennya.	1	Jurnal akademisnya seperti pisau tumpul.	1	1			
Nasihat dari gurunya bermakna.	Nasihat dari gurunya tidak bermakna.	0	Nasihat dari gurunya bagaikan permata.	1	1			
Nasihat dari gurunya bermakna.	Nasihat dari gurunya tidak bermakna.	1	Nasihat dari gurunya bagaikan batu kali.	1	1			
Baginya harga mobil sangat murah.	Baginya harga mobil sangat mahal.	0	Baginya harga mobil seharga gorengan.	1	1			
Baginya harga mobil sangat murah.	Baginya harga mobil sangat mahal.	1	Baginya harga mobil seharga nyawa.	1	1			
Setelah banyak kejadian yang menimpa mentalnya kuat.	Setelah banyak kejadian yang menimpa mentalnya lemah.	0	Setelah banyak kejadian yang menimpa, mentalnya seperti batu karang.	1	1			
Setelah banyak kejadian yang menimpa mentalnya kuat.	Setelah banyak kejadian yang menimpa mentalnya lemah.	1	Setelah banyak kejadian yang menimpa, mentalnya seperti agar-agar.	1	1			
Hari ini dia dapat rezeki sangat banyak.	Hari ini dia dapat rezeki sangat sedikit.	0	Hari ini dia dapat rezeki bak durian runtuh.	1	1			
Hari ini dia dapat rezeki sangat banyak.	Hari ini dia dapat rezeki sangat sedikit.	1	Hari ini dia dapat rezeki bak nasi sisa.	1	1			
Orang itu punya sifat jahat.	Orang itu punya sifat baik.	0	Orang itu punya sifat seperti setan.	1			1	
Orang itu punya sifat jahat.	Orang itu punya sifat baik.	1	Orang itu punya sifat seperti malaikat.	1			1	
Ucapannya banyak manfaat.	Ucapannya tidak ada manfaat.	0	Ucapannya bak padi merunduk.	1	1			
Ucapannya banyak manfaat.	Ucapannya tidak ada manfaat.	1	Ucapannya bak tong kosong.	1	1			
Tulisan tangannya buruk.	Tulisan tangannya indah.	0	Bentuk tulisan tangannya seperti cakar ayam.	1	1			
Tulisan tangannya buruk.	Tulisan tangannya indah.	1	Bentuk tulisan tangannya seperti lukisan.	1	1			
Cuaca kota ini sejuk.	Cuaca kota ini panas.	0	Cuaca kota ini seperti surga.	1	1			
Cuaca kota ini sejuk.	Cuaca kota ini panas.	1	Cuaca kota ini seperti neraka.	1	1			
Porsi makannya banyak.	Porsi makannya sedikit.	0	Porsi makannya seperti kuli bangunan.	1			1	
Porsi makannya banyak.	Porsi makannya sedikit.	1	Porsi makannya seperti gadis rumahan.	1			1	
Penjahat itu masuk kaegori berat.	Penjahat itu masuk kaegori ringan.	0	Penjahat itu masuk kategori kelas kakap.	1	1			
Penjahat itu masuk kaegori berat.	Penjahat itu masuk kaegori ringan.	1	Penjahat itu masuk kategori kelas teri.	1	1			
Dia punya spek hp sangat buruk.	Dia punya spek hp sangat bagus.	0	Dia punya spek hp kentang.	1	1			
Dia punya spek hp sangat buruk.	Dia punya spek hp sangat bagus.	1	Dia punya spek hp dewa.	1	1			
Mesinnya bertenaga sangat kuat.	Mesinnya bertenaga lemah.	0	Mesinnya bertenaga kuda.	1	1			
Mesinnya bertenaga sangat kuat.	Mesinnya bertenaga lemah.	1	Mesinnya bertenaga keledai.	1	1			
Suaranya saat bernyanyi merdu.	Suaranya saat bernyanyi sumbang.	0	Suaranya saat bernyanyi seperti burung kenari.	1	1			
Suaranya saat bernyanyi merdu.	Suaranya saat bernyanyi sumbang.	1	Suaranya saat bernyanyi seperti burung beo.	1	1			
Rasa cintanya terlihat.	Rasa cintanya tersembunyi.	0	Rasa cintanya bagai api yang membara.	1	1			
Rasa cintanya terlihat.	Rasa cintanya tersembunyi.	1	Rasa cintanya bagai api dalam sekam.	1	1			
Jalan kehidupannya penuh rintangan.	Jalan kehidupannya mulus.	0	Jalan kehidupannya seperti sinetron.	1	1			
Jalan kehidupannya penuh rintangan.	Jalan kehidupannya mulus.	1	Jalan kehidupannya seperti jalan tol.	1	1			
Di kantor tugasnya memerintah.	Di kantor tugasnya diperintah.	0	Di kantor, tugasnya menjadi seorang raja.	1			1	
Di kantor tugasnya memerintah.	Di kantor tugasnya diperintah.	1	Di kantor, tugasnya menjadi seorang pelayan.	1			1	
Komplek perkantoran itu ramai.	Komplek perkantoran itu sepi.	0	Komplek perkantoran itu seperti tempat hiburan.	1	1			
Komplek perkantoran itu ramai.	Komplek perkantoran itu sepi.	1	Komplek perkantoran itu seperti rumah kosong.	1	1			
Sekarang situasinya rumit.	Sekarang situasinya terkendali.	0	Sekarang situasinya seperti benang kusut.	1	1			
Sekarang situasinya rumit.	Sekarang situasinya terkendali.	1	Sekarang situasinya seperti tenunan benang.	1	1			
Koleksi bukunya sudah lengkap.	Koleksi bukunya sudah bolong-bolong.	0	Koleksi bukunya sudah seperti museum.	1	1			
Koleksi bukunya sudah lengkap.	Koleksi bukunya sudah bolong-bolong.	1	Koleksi bukunya sudah seperti toko kelontong.	1	1			
Berita itu datang mengangetkan.	Berita itu datang dengan tenang.	0	Berita itu datang seperti angin badai.	1	1			
Berita itu datang mengangetkan.	Berita itu datang dengan tenang.	1	Berita itu datang seperti angin sepoi-sepoi.	1	1			
Baginya pekerjaan itu sulit.	Baginya pekerjaan itu mudah.	0	Baginya pekerjaan itu bagaikan membanting tulang.	1			1	
Baginya pekerjaan itu sulit.	Baginya pekerjaan itu mudah.	1	Baginya pekerjaan itu bagaikan menjentikkan jari.	1			1	
Dia tidur kadang-kadang sulit dibangunkan.	Dia tidur kadang-kadang mudah terbangun.	0	Dia tidur kadang-kadang seperti batang pohon.	1	1			
Dia tidur kadang-kadang sulit dibangunkan.	Dia tidur kadang-kadang mudah terbangun.	1	Dia tidur kadang-kadang seperti ayam.	1	1			
Dari dulu sifatnya seperti tidak tahu malu.	Dari dulu sifatnya seperti pemalu.	0	Dari dulu sifatnya seperti kulit badak.	1	1			
Dari dulu sifatnya seperti tidak tahu malu.	Dari dulu sifatnya seperti pemalu.	1	Dari dulu sifatnya seperti putri malu.	1	1			
Kapasitasnya berpikir bodoh.	Kapasitasnya berpikir pintar.	0	Kapasitasnya berpikir setara otak udang.	1	1			
Kapasitasnya berpikir bodoh.	Kapasitasnya berpikir pintar.	1	Kapasitasnya berpikir setara komputer.	1	1			
Akibat ucapan orang tuanya, hatinya luluh.	Akibat ucapan orang tuanya, hatinya marah.	0	Akibat ucapan orang tuanya, hatinya seperti es yang meleleh.	1			1	
Akibat ucapan orang tuanya, hatinya luluh.	Akibat ucapan orang tuanya, hatinya marah.	1	Akibat ucapan orang tuanya, hatinya seperti api yang disiram minyak.	1			1	
