ending1,ending2,labels,startphrase,valid,category,obj,vis,soc,cul
Jarawat Teh Susi naha makin loba tur parah,Jarawat Teh Susi naha makin bersih.,1,Jarawat Teh Susi naha makin jiga hasil perawatan dokter.,1,soc,0,0,1,0
Laut di Sukabumi beresih,Laut di Sukabumi bala.,0,Laut di Sukabumi kawas kelas meunang piket,1,cul,0,0,0,1
Laut di Sukabumi beresih,Laut di Sukabumi bala.,1,Laut di Sukabumi kawas lapang urut konser.,1,cul,0,0,0,1
Twitter jaman kiwari makin rame,Twitter jaman kiwari makin tiiseun.,0,Twitter jaman kiwari makin sapertos warung klontong,1,soc,0,0,1,0
Twitter jaman kiwari makin rame,Twitter jaman kiwari makin tiiseun.,1,Twitter jaman kiwari makin sapertos warung bakso jam 12 beurang basa keur bulan puasa.,1,soc,0,0,1,0
Pangseungit ruangan ieu bau,Pangseungit ruangan ieu seungit.,0,Pangseungit ruangan ieu jieun sapertos hayang utah,1,obj,1,0,0,0
Pangseungit ruangan ieu bau,Pangseungit ruangan ieu seungit.,1,Pangseungit ruangan ieu jieun sapertos di taman kembang.,1,obj,1,0,0,0
Hargi sewa mobil di dieu awis,Hargi sewa mobil di dieu mirah.,0,Hargi sewa mobil di dieu saharga biaya umroh,1,cul,0,0,0,1
Hargi sewa mobil di dieu awis,Hargi sewa mobil di dieu mirah.,1,Hargi sewa mobil di dieu saharga biaya naek beca.,1,cul,0,0,0,1
Huntu Si Joko koneng,Huntu Si Joko bodas.,0,Huntu Si Joko jiga seragam golkar,1,cul,0,0,0,1
Huntu Si Joko koneng,Huntu Si Joko bodas.,1,Huntu Si Joko jiga mukena lebaran.,1,cul,0,0,0,1
Manehna ngahasilkeun artos meuni gampil,Manehna ngahasilkeun artos hese pisan.,0,Manehna ngahasilkeun artos jiga ngarenghap napas,1,soc,0,0,1,0
Manehna ngahasilkeun artos meuni gampil,Manehna ngahasilkeun artos hese pisan.,1,Manehna ngahasilkeun artos jiga milarian cai di gurun.,1,soc,0,0,1,0
Eta murid hiji bodo,Eta murid hiji pinter.,0,Eta murid hiji otak udang,1,obj,1,0,0,0
Eta murid hiji bodo,Eta murid hiji pinter.,1,Eta murid hiji kawas kancil.,1,obj,1,0,0,0
Biwirna ngucapkeun kecap nu mikeun nyeri hate,Biwirna ngucapkeun kecap mikeun bungah.,0,Biwirna ngucapkeun kecap kawas cabe,1,obj,1,0,0,0
Biwirna ngucapkeun kecap nu mikeun nyeri hate,Biwirna ngucapkeun kecap mikeun bungah.,1,Biwirna ngucapkeun kecap amis siga gula.,1,obj,1,0,0,0
Manehna angkat liburan nganggo motor,Manehna angkat liburan nganggo pesawat.,0,Manehna angkat liburan nganggo kuda beusi,1,cul,0,0,0,1
Manehna angkat liburan nganggo motor,Manehna angkat liburan nganggo pesawat.,1,Manehna angkat liburan nganggo manuk beusi.,1,cul,0,0,0,1
Sorana kadéngé merdu,Sorana kadéngé ngaganggu.,0,Sorana kadéngé kawas kicau manuk,1,obj,1,0,0,0
Sorana kadéngé merdu,Sorana kadéngé ngaganggu.,1,Sorana kadéngé kawas gogog anjing.,1,obj,1,0,0,0
Di tempat damel manenha janten unggulan,Di tempat damel manenha janten jalma nu dipikasalah.,0,Di tempat damel manenha janten budak emas,1,cul,0,0,0,1
Di tempat damel manenha janten unggulan,Di tempat damel manenha janten jalma nu dipikasalah.,1,Di tempat damel manenha janten embe hideung.,1,cul,0,0,0,1
"Ceuk babaturanana, manehna mangrupikeun jalma keras kepala","Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun.",0,"Ceuk babaturanana, manehna mangrupikeun jalma sirah batu",1,cul,0,0,0,1
"Ceuk babaturanana, manehna mangrupikeun jalma keras kepala","Ceuk babaturanana, manehna mangrupikeun jalma anu ngartikeun.",1,"Ceuk babaturanana, manehna mangrupikeun jalma tiis sirah.",1,cul,0,0,0,1
Manehna jalmi nu bisa naon wae,Manehna jalmi nu teu bisa nanaon.,0,Manehna jalmi nu tiis leungeun,1,cul,0,0,0,1
Manehna jalmi nu bisa naon wae,Manehna jalmi nu teu bisa nanaon.,1,Manehna jalmi nu panas leungeun.,1,cul,0,0,0,1
Manehna tampil siga percaya diri,Manehna tampil siga henteu percaya diri.,0,Manehna tampil siga bintang dina langit,1,cul,0,0,0,1
Manehna tampil siga percaya diri,Manehna tampil siga henteu percaya diri.,1,Manehna tampil siga semut dina taneuh.,1,cul,0,0,0,1
Dina éta balapan manehna jiga idola,Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun.,0,Dina éta balapan manehna jiga béntang lapangan,1,cul,0,0,0,1
Dina éta balapan manehna jiga idola,Dina éta balapan manehna jiga jalmi nu teu diperhitungkeun.,1,Dina éta balapan manehna jiga kuda hideung.,1,cul,0,0,0,1
Manehna mangrupakeun jalma anu hatena siga luas,Manehna mangrupakeun jalma anu hatena siga sempit.,0,Manehna mangrupakeun jalma anu hatena siga lapangan,1,soc,0,0,1,0
Manehna mangrupakeun jalma anu hatena siga luas,Manehna mangrupakeun jalma anu hatena siga sempit.,1,Manehna mangrupakeun jalma anu hatena siga kamar.,1,soc,0,0,1,0
Pagawean anu dilakonan ku manehna nganggo dikerjakeun nu lain,Pagawean anu dilakonan ku manehna nganggo usaha sorangan.,0,Pagawean anu dilakonan ku manehna nganggo kaki jeung lengeun batur,1,soc,0,0,1,0
Pagawean anu dilakonan ku manehna nganggo dikerjakeun nu lain,Pagawean anu dilakonan ku manehna nganggo usaha sorangan.,1,Pagawean anu dilakonan ku manehna nganggo lengeun sorangan.,1,soc,0,0,1,0
Eta lalaki kawas sae pisan,Eta lalaki kawas jahat pisan.,0,Eta lalaki kawas ksatria,1,soc,0,0,1,0
Eta lalaki kawas sae pisan,Eta lalaki kawas jahat pisan.,1,Eta lalaki kawas penyihir.,1,soc,0,0,1,0
Manehna mangrupakeun pamingpin anu ngartikeun,Manehna mangrupakeun pamingpin anu teu ngartikeun.,0,Manehna mangrupakeun pamingpin anu haneut hate,1,cul,0,0,0,1
Manehna mangrupakeun pamingpin anu ngartikeun,Manehna mangrupakeun pamingpin anu teu ngartikeun.,1,Manehna mangrupakeun pamingpin anu tiis hate.,1,cul,0,0,0,1
Budak eta mah baik,Budak eta mah sombong.,0,Budak eta mah lurus haté,1,cul,0,0,0,1
Budak eta mah baik,Budak eta mah sombong.,1,Budak eta mah gedé sungut.,1,cul,0,0,0,1
Usahana nalika pandemi teh kawas lancar pisan,Usahana nalika pandemi teh kawas hese pisan.,0,Ushana nalika pandemi teh kawas jalan tol,1,soc,0,0,1,0
Usahana nalika pandemi teh kawas lancar pisan,Usahana nalika pandemi teh kawas hese pisan.,1,Ushana nalika pandemi teh kawas jalanna kura-kura.,1,soc,0,0,1,0
Eta jelema teh kawas berilmu,Eta jelema teh kawas teu ngarti nanaon.,0,Eta jelema teh kawas buku tebel,1,obj,1,0,0,0
Eta jelema teh kawas berilmu,Eta jelema teh kawas teu ngarti nanaon.,1,Eta jelema teh kawas kertas kosong.,1,obj,1,0,0,0
Manehna ngarasa kawas boga kuasa,Manehna ngarasa kawas teu boga kuasa.,0,Manehna ngarasa kawas raja leutik,1,cul,0,0,0,1
Manehna ngarasa kawas boga kuasa,Manehna ngarasa kawas teu boga kuasa.,1,Manehna ngarasa kawas sampah masarakat.,1,cul,0,0,0,1
"Lamun diperlukeun, manehna senang pikeun ngabantu","Lamun diperlukeun, manehna senang pikeun cicing wae.",0,"Lamun diperlukeun, manehna senang pikeun turun lengeun",1,cul,0,0,0,1
"Lamun diperlukeun, manehna senang pikeun ngabantu","Lamun diperlukeun, manehna senang pikeun cicing wae.",1,"Lamun diperlukeun, manehna senang pikeun pangku lengeun.",1,cul,0,0,0,1
Artis eta téh keur kawentar,Artis eta téh keur boga masalah.,0,Artis eta téh keur naék,1,soc,0,0,1,0
Artis eta téh keur kawentar,Artis eta téh keur boga masalah.,1,Artis eta téh keur jatoh ka jurang.,1,soc,0,0,1,0
Kecap-kecapna kawas indah,Kecap-kecapna kawas mikeun nyeri hate.,0,Kecap-kecapna kawas kembang,1,soc,0,0,1,0
Kecap-kecapna kawas indah,Kecap-kecapna kawas mikeun nyeri hate.,1,Kecap-kecapna kawas pinuh ku cucuk.,1,soc,0,0,1,0
"Ceuk tatanggana, manehna teh baik","Ceuk tatanggana, manehna teh pelit.",0,"Ceuk tatanggana, manehna teh beungeut kandel",1,cul,0,0,0,1
"Ceuk tatanggana, manehna teh baik","Ceuk tatanggana, manehna teh pelit.",1,"Ceuk tatanggana, manehna teh hate leutik.",1,cul,0,0,0,1
Babaturan kuring nyaéta jalma anu senang mere,Babaturan kuring nyaéta jalma anu nyuri.,0,Babaturan kuring nyaéta jalma anu ringan leungeun,1,cul,0,0,0,1
Babaturan kuring nyaéta jalma anu senang mere,Babaturan kuring nyaéta jalma anu nyuri.,1,Babaturan kuring nyaéta jalma anu panjang leungeun.,1,cul,0,0,0,1
Beungeutna katingali kawas bahagia,Beungeutna katingali kawas loba masalah.,0,Beungeutna katingali kawas caang panonpoé,1,soc,0,0,1,0
Beungeutna katingali kawas bahagia,Beungeutna katingali kawas loba masalah.,1,Beungeutna katingali kawas wengi poék.,1,soc,0,0,1,0
Manehna mangrupikeun senang maca buku,Manehna mangrupikeun loba omong.,0,Manehna mangrupikeun kutu buku,1,cul,0,0,0,1
Manehna mangrupikeun senang maca buku,Manehna mangrupikeun loba omong.,1,Manehna mangrupikeun tong kosong.,1,cul,0,0,0,1
Tanaga manehnya kawas kuat pisan,Tanaga manehnya kawas lemah.,0,Tanaga manehnya kawas beruang,1,obj,1,0,0,0
Tanaga manehnya kawas kuat pisan,Tanaga manehnya kawas lemah.,1,Tanaga manehnya kawas semut.,1,obj,1,0,0,0
Hate manusia kadang luas,Hate manusia kadang tinggi pisan.,0,Hate manusia kadang kawas lapangan,1,vis,0,1,0,0
Hate manusia kadang luas,Hate manusia kadang tinggi pisan.,1,Hate manusia kadang kawas langit.,1,vis,0,1,0,0
Eta budak hiji mah mangrupakeun unggulan,Eta budak hiji mah mangrupakeun masalah.,0,Eta budak hiji mah mangrupakeun tulang tonggong,1,cul,0,0,0,1
Eta budak hiji mah mangrupakeun unggulan,Eta budak hiji mah mangrupakeun masalah.,1,Eta budak hiji mah mangrupakeun beungbeurat kulawarga.,1,soc,0,0,1,0
Penampilanna kawas idola,Penampilanna kawas teu dianggep.,0,Penampilanna dianggap bintang lapangan,1,cul,0,0,0,1
Penampilanna kawas idola,Penampilanna kawas teu dianggep.,1,Penampilanna dianggap sabelah panon.,1,cul,0,0,0,1
Kulawargana nyaéta bangsawan,Kulawargana nyaéta jalmi biasa.,0,Kulawargana nyaéta darah biru,1,cul,0,0,0,1
Kulawargana nyaéta bangsawan,Kulawargana nyaéta jalmi biasa.,1,Kulawargana nyaéta darah rakyat.,1,cul,0,0,0,1
Panonna teh tajeum,Panonna teh jelek.,0,Panonna kawas elang,1,obj,1,0,0,0
Panonna teh tajeum,Panonna teh jelek.,1,Panonna kawas beurit.,1,obj,1,0,0,0
Sorana siga gede pisan,Sorana siga alit.,0,Sorana siga ngaum singa,1,obj,1,0,0,0
Sorana siga gede pisan,Sorana siga alit.,1,Sorana siga kicau manuk.,1,obj,1,0,0,0
Anjeunna junun nampi padamelan ti usaha sorangan,Anjeunna junun nampi padamelan ti jalma lian.,0,Anjeunna junun nampi padamelan ti banting tulang,1,cul,0,0,0,1
Anjeunna junun nampi padamelan ti usaha sorangan,Anjeunna junun nampi padamelan ti jalma lian.,1,Anjeunna junun nampi padamelan ti orang dalem.,1,cul,0,0,0,1
Mulutna meuni gampil ngomong,Mulutna meuni hese ngomong.,0,Mulutna meuni enteng,1,soc,0,0,1,0
Mulutna meuni gampil ngomong,Mulutna meuni hese ngomong.,1,Mulutna meuni beurat.,1,soc,0,0,1,0
"Di kelas, manehna murid anu pinter","Di kelas, manehna murid anu bodo.",0,"Di kelas, manehna murid anu ringan sirah",1,cul,0,0,0,1
"Di kelas, manehna murid anu pinter","Di kelas, manehna murid anu bodo.",1,"Di kelas, manehna murid anu beurat sirah.",1,cul,0,0,0,1
Kota ieu karasa kawas nyaman,Kota ieu karasa kawas teu genah.,0,Kota ieu karasa kawas imah,1,soc,0,0,1,0
Kota ieu karasa kawas nyaman,Kota ieu karasa kawas teu genah.,1,Kota ieu karasa kawas penjara.,1,soc,0,0,1,0
Nalika ditanya manehna nyarios,Nalika ditanya manehna pura-pura teu terang.,0,Nalika ditanya manehna buka mulut,1,cul,0,0,0,1
Nalika ditanya manehna nyarios,Nalika ditanya manehna pura-pura teu terang.,1,Nalika ditanya manehna nutup panon.,1,cul,0,0,0,1
Di dunya ieu aya jalma anu baik pisan,Di dunya ieu aya jalma anu jahat pisan.,0,Di dunya ieu aya jalma anu sarupa malaikat,1,soc,0,0,1,0
Di dunya ieu aya jalma anu baik pisan,Di dunya ieu aya jalma anu jahat pisan.,1,Di dunya ieu aya jalma anu sarupa setan.,1,soc,0,0,1,0
Kadaharan eta réstoran karasaeun sapertos masakan di lezat,Kadaharan eta réstoran karasaeun sapertos masakan di teu karasa nanaon.,0,Kadaharan eta réstoran karasaeun sapertos masakan di istana,1,soc,0,0,1,0
Kadaharan eta réstoran karasaeun sapertos masakan di lezat,Kadaharan eta réstoran karasaeun sapertos masakan di teu karasa nanaon.,1,Kadaharan eta réstoran karasaeun sapertos masakan di rumah sakit.,1,soc,0,0,1,0
Haténa bener-bener baik,Haténa bener-bener jahat.,0,Haténa bener-bener salega sagara,1,cul,0,0,0,1
Haténa bener-bener baik,Haténa bener-bener jahat.,1,Haténa bener-bener teuas kawas batu.,1,cul,0,0,0,1
Manehna naroskeun patarosan anu penting,Manehna naroskeun patarosan anu asal ngucap.,0,Manehna naroskeun patarosan anu seuket siga peso,1,obj,1,0,0,0
Manehna naroskeun patarosan anu penting,Manehna naroskeun patarosan anu asal ngucap.,1,Manehna naroskeun patarosan anu deet siga solokan.,1,obj,1,0,0,0
Imahna karasa kawas nyaman,Imahna karasa kawas teu ngenaheun.,0,Imahna karasa kawas istana,1,soc,0,0,1,0
Imahna karasa kawas nyaman,Imahna karasa kawas teu ngenaheun.,1,Imahna karasa kawas penjara.,1,soc,0,0,1,0
Manehna ngaréngsékeun tugasna kalayan cepet,Manehna ngaréngsékeun tugasna kalayan lila.,0,Manehna ngaréngsékeun tugasna kalayan sarébu léngkah,1,soc,0,0,1,0
Manehna ngaréngsékeun tugasna kalayan cepet,Manehna ngaréngsékeun tugasna kalayan lila.,1,Manehna ngaréngsékeun tugasna kalayan lengkah kuya.,1,obj,1,0,0,0
Manehna ningali pantulanna dina eunteung kawas cantik pisan,Manehna ningali pantulanna dina eunteung kawas biasa wae.,0,Manehna ningali pantulanna dina eunteung kawas putri raja,1,soc,0,0,1,0
Manehna ningali pantulanna dina eunteung kawas cantik pisan,Manehna ningali pantulanna dina eunteung kawas biasa wae.,1,Manehna ningali pantulanna dina eunteung kawas jalmi biasa.,1,soc,0,0,1,0
Padamelannana karasaeun kawas ngeunah,Padamelannana karasaeun kawas teu ngeunah.,0,Padamelannana karasaeun kawas warna-warni pelangi,1,soc,0,0,1,0
Padamelannana karasaeun kawas ngeunah,Padamelannana karasaeun kawas teu ngeunah.,1,Padamelannana karasaeun kawas nincak paku.,1,soc,0,0,1,0
Luncatna dina pertandingan siga gampil,Luncatna dina pertandingan siga hese.,0,Luncatna dina pertandingan siga luncat bajing,1,obj,1,0,0,0
Luncatna dina pertandingan siga gampil,Luncatna dina pertandingan siga hese.,1,Luncatna dina pertandingan siga luncat kebo.,1,obj,1,0,0,0
Usaha anu manehna lakukeun kawas gampil,Usaha anu manehna lakukeun kawas hese.,0,Usaha anu manehna lakukeun kawas naek tangga,1,soc,0,0,1,0
Usaha anu manehna lakukeun kawas gampil,Usaha anu manehna lakukeun kawas hese.,1,Usaha anu manehna lakukeun kawas naek bukit.,1,soc,0,0,1,0
Poe ieu manehnya hudang kalayan wajah anu bahagia,Poe ieu manehnya hudang kalayan wajah anu loba masalah.,0,Poe ieu manehnya hudang kalayan wajah anu berseri,1,vis,0,1,0,0
Poe ieu manehnya hudang kalayan wajah anu bahagia,Poe ieu manehnya hudang kalayan wajah anu loba masalah.,1,Poe ieu manehnya hudang kalayan wajah anu katekuk.,1,vis,0,1,0,0
Warna baju manehnya katingali bahagia,Warna baju manehnya katingali teu bahagia.,0,Warna baju manehnya katingali caang sapertos beurang,1,soc,0,0,1,0
Warna baju manehnya katingali bahagia,Warna baju manehnya katingali teu bahagia.,1,Warna baju manehnya katingali poek sapertos peuting.,1,soc,0,0,1,0
Hirupna karasaeun di ngeunah,Hirupna karasaeun di loba cobaan.,0,Hirupna karasaeun di surga,1,soc,0,0,1,0
Hirupna karasaeun di ngeunah,Hirupna karasaeun di loba cobaan.,1,Hirupna karasaeun di naraka.,1,soc,0,0,1,0
Hawana Jakarta upami tos siang mah panas,Hawana Jakarta upami tos siang mah tiris.,0,Hawana Jakarta upami tos siang mah sapertos seuneu naraka,1,cul,0,0,0,1
Hawana Jakarta upami tos siang mah panas,Hawana Jakarta upami tos siang mah tiris.,1,Hawana Jakarta upami tos siang mah sapertos ibun dina dangdaunan.,1,cul,0,0,0,1
Rarayna katingali ngora,Rarayna katingali kolot.,0,Rarayna siga kembang anu kakarak mekar,1,vis,0,1,0,0
Rarayna katingali ngora,Rarayna katingali kolot.,1,Rarayna siga tangkal kolot anu layu.,1,vis,0,1,0,0
Ngapalkeun materi kuliah mah gampil,Ngapalkeun materi kuliah mah sesah.,0,Ngapalkeun materi kuliah mah kawas ngukir dina kai,1,soc,0,0,1,0
Ngapalkeun materi kuliah mah gampil,Ngapalkeun materi kuliah mah sesah.,1,Ngapalkeun materi kuliah mah kawas ngukir dina cai.,1,soc,0,0,1,0
Milarian padamelan teh sesah,Milarian padamelan teh gampil.,0,Milarian padamelan salami Covid-19 siga ngalétak ujung irung sorangan,1,soc,0,0,1,0
Milarian padamelan teh sesah,Milarian padamelan teh gampil.,1,Milarian padamelan salami Covid-19 siga nyekelan tonggong babaturan.,1,soc,0,0,1,0
Kasatiaan dina jaman ayeuna langka,"Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian.",0,Kasatiaan dina jaman ayeuna sapertos milarian maung sumatera,1,soc,0,0,1,0
Kasatiaan dina jaman ayeuna langka,"Kasatiaan dina jaman ayeuna biasa wae, seueur kajadian.",1,Kasatiaan dina jaman ayeuna sapertos ningali hayam broiler di pasar.,1,soc,0,0,1,0
Jualan online shop teh kauntunganna seueur,Jualan online shop teh kauntunganna sakedik.,0,Jualan online mah meunang kauntunganna téh siga ngagali emas di Pongkor,1,soc,0,0,1,0
Jualan online shop teh kauntunganna seueur,Jualan online shop teh kauntunganna sakedik.,1,Jualan online mah meunang kauntunganna téh siga ngala céré ti selokan.,1,soc,0,0,1,0
Hirup sareng pamajikan mah kaampeuh,Hirup sareng pamajikan mah bébas.,0,Ceuk batur gé hirup sareng pamajikan mah ibarat keur dijajah Walanda,1,soc,0,0,1,0
Hirup sareng pamajikan mah kaampeuh,Hirup sareng pamajikan mah bébas.,1,Ceuk batur gé hirup sareng pamajikan mah ibarat budak leutik ulin kaditu-kadieu.,1,soc,0,0,1,0
Omongan lalaki téh alus,"Omongan lalaki téh pait,goréng.",0,Omongan lalaki téh ibarat sarang madu,1,obj,1,0,0,0
Omongan lalaki téh alus,"Omongan lalaki téh pait,goréng.",1,Omongan lalaki téh ibarat empedu sasatoan.,1,obj,1,0,0,0
Barudak jaman ayeuna mah bajuna merecet,Barudak jaman ayeuna mah bajuna logor.,0,Barudak jaman ayeuna mah bajuna siga leupeut daun kalapa,1,vis,0,1,0,0
Barudak jaman ayeuna mah bajuna merecet,Barudak jaman ayeuna mah bajuna logor.,1,Barudak jaman ayeuna mah bajuna siga calana nu euweuh talian.,1,vis,0,1,0,0
Kamajuan téhnologi di Indonési gancang,"Kamajuan téhnologi di Indonési lalaunan,telat.",0,Kamajuan téhnologi di Indonésia kawas kareta Shinkansen,1,obj,1,0,0,0
Kamajuan téhnologi di Indonési gancang,"Kamajuan téhnologi di Indonési lalaunan,telat.",1,Kamajuan téhnologi di Indonésia kawas kéong keur lumpat.,1,obj,1,0,0,0
Ayeuna jumlah motor di jalan teh seeur,Ayeuna jumlah motor di jalan teh saeutik.,0,Ayeuna jumlah motor di jalan téh siga sireum anu ngedeukeutan gula,1,vis,0,1,0,0
Ayeuna jumlah motor di jalan teh seeur,Ayeuna jumlah motor di jalan teh saeutik.,1,Ayeuna jumlah motor di jalan téh siga eusi dompét dina ahir bulan.,1,vis,0,1,0,0
Rasa nasionalisme rumaja tinggi,Rasa nasionalisme rumaja rendah.,0,Rumaja jaman kiwari mah rasa nasionalismena siga Palung Mariana di Samudra Pasifik,1,obj,1,0,0,0
Rasa nasionalisme rumaja tinggi,Rasa nasionalisme rumaja rendah.,1,Rumaja jaman kiwari mah rasa nasionalismena siga jerona balong keur lauk.,1,obj,1,0,0,0
Nagihan utang teh susah,Nagihan utang teh gampil.,0,Nagihan ijeuman téh ibarat kaluar tina labirin,1,soc,0,0,1,0
Nagihan utang teh susah,Nagihan utang teh gampil.,1,Nagihan ijeuman téh ibarat masak cai dugi ka ngagolak.,1,soc,0,0,1,0
Nabung lamun rutin mah bisa ngajadikeun beunghar,Nabung lamun rutin mah bisa ngajadikeun malarat.,0,Nabung lamun rutin bisa nyieun dompét anjeun sapertos atlit sumo,1,obj,1,0,0,0
Nabung lamun rutin mah bisa ngajadikeun beunghar,Nabung lamun rutin mah bisa ngajadikeun malarat.,1,Nabung lamun rutin bisa nyieun dompét anjeun sapertos Dobby di Harry Potter.,1,obj,1,0,0,0
Upami gaduh balita bumina rapih,Upami gaduh balita bumina pabalatak.,0,"Upami anjeun gaduh murangkalih di handapeun umur lima, suasana bumina sapertos buku anu ngajéjér di perpustakaan",1,vis,0,1,0,0
Upami gaduh balita bumina rapih,Upami gaduh balita bumina pabalatak.,1,"Upami anjeun gaduh murangkalih di handapeun umur lima, suasana bumina sapertos kapal rusak.",1,vis,0,1,0,0
Kamar kos meuni rupek,Kamar kos meuni lega.,0,Kamar kos abdi téh sapertos liang beurit dina taneuh,1,obj,1,0,0,0
Kamar kos meuni rupek,Kamar kos meuni lega.,1,Kamar kos abdi téh sapertos lapangan keur barudak maén bal.,1,obj,1,0,0,0
Migawé pagawéan kalompok mah beurat,Migawé pagawéan kalompok mah hampang.,0,Migawé pagawéan kalompok mah karasana siga lumpat di kolam renang,1,soc,0,0,1,0
Migawé pagawéan kalompok mah beurat,Migawé pagawéan kalompok mah hampang.,1,Migawé pagawéan kalompok mah karasana siga mawa kapas sakarung.,1,soc,0,0,1,0
Kawin jeung idola pimanaeun,Kawin jeung idola tiasa waé.,0,Kawin jeung idola téh kawas ngala cai make rakét,1,soc,0,0,1,0
Kawin jeung idola pimanaeun,Kawin jeung idola tiasa waé.,1,Kawin jeung idola téh kawas meunang lauk dina balong anu leutik.,1,soc,0,0,1,0
Jalmi anu jujur kalem,Jalmi anu jujur riweuh.,0,Jalmi anu jujur mah biasana jiga kembang taraté dina cai,1,obj,1,0,0,0
Jalmi anu jujur kalem,Jalmi anu jujur riweuh.,1,Jalmi anu jujur mah biasana jiga embé di kandang keur lapar.,1,obj,1,0,0,0
Disuntik rasana nyeri,Disuntik rasana teu nyeri.,0,Keur kuring mah disuntik vaksin kawas durian ragrag kana sirah,1,soc,0,0,1,0
Disuntik rasana nyeri,Disuntik rasana teu nyeri.,1,Keur kuring mah disuntik vaksin kawas digégél sireum.,1,soc,0,0,1,0
Komén netizen meuni sedih,Komén netizen meuni bungah.,0,Komén netizen mah siga dikirimkeun surat phk ti kantor,1,soc,0,0,1,0
Komén netizen meuni sedih,Komén netizen meuni bungah.,1,Komén netizen mah siga dikirimkeun surat cinta ti kabogoh.,1,soc,0,0,1,0
Hukum Indonesia teh kotor,Hukum Indonesia teh beresih.,0,Hukum Indonésia mah siga bujur seéng paranti sangu,1,vis,0,1,0,0
Hukum Indonesia teh kotor,Hukum Indonesia teh beresih.,1,Hukum Indonésia mah siga bangkuang dina jero taneuh.,1,vis,0,1,0,0
Biaya kawinan teh awis,Biaya kawinan teh mirah.,0,Ngumpulkeun biaya kawinan jaman ayeuna mah siga urang kudu ngajual ginjal,1,cul,0,0,0,1
Biaya kawinan teh awis,Biaya kawinan teh mirah.,1,Ngumpulkeun biaya kawinan jaman ayeuna mah siga urang meuli dahareun di warteg.,1,cul,0,0,0,1
Upami ningali jurig sieun,Upami ningali jurig berani.,0,Upami urang ningali jurig tengah peuting mah siga kurupuk kéna kua baso,1,soc,0,0,1,0
Upami ningali jurig sieun,Upami ningali jurig berani.,1,Upami urang ningali jurig tengah peuting mah siga pawangna komodo.,1,soc,0,0,1,0
Dosen abdi di kampus baheula meuni galak,Dosen abdi di kampus baheula meuni bageur.,0,Dosén abdi di kampus baheula siga indung tirina Cinderélla,1,obj,1,0,0,0
Dosen abdi di kampus baheula meuni galak,Dosen abdi di kampus baheula meuni bageur.,1,Dosén abdi di kampus baheula siga bidadari di surga.,1,obj,1,0,0,0
Pamadegan batur keur urang hadé,Pamadegan batur keur urang buruk.,0,Pamadegan batur keur urang mah siga kembang malati kaluar tina sungut,1,cul,0,0,0,1
Pamadegan batur keur urang hadé,Pamadegan batur keur urang buruk.,1,Pamadegan batur keur urang mah siga bisa oray nyiduh tina sungut.,1,cul,0,0,0,1
Lalampahan ka kantor tebih,Lalampahan ka kantor deukeut.,0,Lalampahan ka kantor rasana siga nempo puncakna gunung ti handap,1,vis,0,1,0,0
Lalampahan ka kantor tebih,Lalampahan ka kantor deukeut.,1,Lalampahan ka kantor rasana siga gado jeung biwir.,1,vis,0,1,0,0
Pergaulan anu bébas bisa nyieun harga diri murahan,Pergaulan anu bébas bisa nyieun harga diri dipihormat.,0,Pergaulan anu bébas bisa nyieun harga diri kawas obralan calana lébaran,1,cul,0,0,0,1
Pergaulan anu bébas bisa nyieun harga diri murahan,Pergaulan anu bébas bisa nyieun harga diri dipihormat.,1,Pergaulan anu bébas bisa nyieun harga diri kawas inten anu leutik tapi dipilarian ku jalma réa.,1,cul,0,0,0,1
Getol nabung tapi getol ogé ngahutangna mah teu aya manpaatna,Getol nabung tapi getol ogé ngahutangna mah aya mangpaatna.,0,Getol nabung tapi getol ogé ngahutangna mah ibarat miceun uyah ka laut,1,cul,0,0,0,1
Getol nabung tapi getol ogé ngahutangna mah teu aya manpaatna,Getol nabung tapi getol ogé ngahutangna mah aya mangpaatna.,1,Getol nabung tapi getol ogé ngahutangna mah ibarat lilin dina poék lampu.,1,cul,0,0,0,1
Jalmi suksés kudu getol,Jalmi suksés kudu kedul.,0,Jalmi suksés digawé kawas sireum néangan dahareun,1,obj,1,0,0,0
Jalmi suksés kudu getol,Jalmi suksés kudu kedul.,1,Jalmi suksés digawé kawas panda nu saré sapopoé.,1,obj,1,0,0,0
Guru teh gawena tulus,Guru teh gawena pamrih.,0,Guru téh ibarat lilin anu réla ngaduruk dirina sorangan pikeun meré caang,1,soc,0,0,1,0
Guru teh gawena tulus,Guru teh gawena pamrih.,1,Guru téh ibarat tukang dagang ka nu meuli.,1,soc,0,0,1,0
Nuduh batur ku awon ngajelékkeun diri sorangan,Nuduh batur ku awon nebarkeun kahadean ka diri sorangan.,0,Nuduh batur ku awon téh kawas jalma nu nyiduh ka langit,1,cul,0,0,0,1
Nuduh batur ku awon ngajelékkeun diri sorangan,Nuduh batur ku awon nebarkeun kahadean ka diri sorangan.,1,Nuduh batur ku awon téh kawas nyebarkeun binih kembang sapanjang jalan.,1,cul,0,0,0,1
