ending1 (string),ending2 (string),labels,startphrase (string),valid,category,obj,vis,soc,cul
anahisi vizuri,anahisi vibaya,1,Kununa ni sumu,1,soc,0,0,1,0
ina maana kuwa chumba kina upweke,chumbani kuna furaha,0,Hiki chumba ni jela,1,obj,1,0,0,0
ina maana kuwa chumba kina upweke,chumbani kuna furaha,1,Hiki chumba ni paradiso,1,obj,1,0,0,0
ana roho njema,ana roho mbaya,0,Ali ana roho ya dhahabu,1,obj,1,0,0,0
ana roho njema,ana roho mbaya,1,Ali ana roho ya fisi,1,obj,1,0,0,0
maongezi yake ni mabaya,maongezi yake ni mema,0,maneno yako yanakata kama kisu,1,obj,1,0,0,0
maongezi yake ni mabaya,maongezi yake ni mema,1,maneno yako ni nyororo kama pamba,1,obj,1,0,0,0
mapenzi yetu ni mazito na yenye msingi,mapenzi yetu hayana msingi na ni mepesi,0,mapenzi yetu ni mazuri kama maua,1,vis,0,1,0,0
mapenzi yetu ni mazito na yenye msingi,mapenzi yetu hayana msingi na ni mepesi,1,mapenzi yetu ni mepesi kama kamasi,1,vis,0,1,0,0
Alitembea kwa mwendo wa maringo,alitembea kwa mwendo usiopendeza sana,0,Brenda alitembea kama tausi,1,obj,1,0,0,0
Alitembea kwa mwendo wa maringo,alitembea kwa mwendo usiopendeza sana,1,Brenda alitembea kama kuku,1,obj,1,0,0,0
ina maana kuwa ana njaa nyingi,hana nia ya kula sana,0,Naweza kula farasi,1,obj,1,0,0,0
ina maana kuwa ana njaa nyingi,hana nia ya kula sana,1,Ntakula kinyonga,1,obj,1,0,0,0
kuna baridi,kuna joto,0,kuna baridi kama maji ya jokofu,1,obj,1,0,0,0
kuna baridi,kuna joto,1,kuna joto kama kwa shetani,1,obj,1,0,0,0
hana wasiwasi wowote,amejawa na mambo mengi,0,ametulia kama maji mtungini,1,obj,1,0,0,0
hana wasiwasi wowote,amejawa na mambo mengi,1,ana mambo mengi kama sungura,1,obj,1,0,0,0
bwana ndiye mwokozi wangu,bwana si mwokozi wangu,0,bwana ni jabali langu,1,cul,0,0,0,1
bwana ndiye mwokozi wangu,bwana si mwokozi wangu,1,bwana si jabali langu,1,cul,0,0,0,1
amekuwa mkali sana,amekuwa mwepesi,0,mama wa kambo amekuwa mkali kama mamba,1,obj,1,0,0,0
amekuwa mkali sana,amekuwa mwepesi,1,mama wa kambo amekuwa mwepesi kama karatasi,1,obj,1,0,0,0
Ndiye nguzo katika familia yao,Ndiye anavuta mkia kwenye familia yao kwenye maendeleo,0,Anita ndiye nuru ya familia yao,1,vis,0,1,0,0
Ndiye nguzo katika familia yao,Ndiye anavuta mkia kwenye familia yao kwenye maendeleo,1,Anita ndiye giza ya familia yao,1,vis,0,1,0,0
yamekuwa magumu kuelewa,yamekuwa rahisi kuelewa,0,Masomo yamekuwa mawe,1,obj,1,0,0,0
yamekuwa magumu kuelewa,yamekuwa rahisi kuelewa,1,masomo yamekuwa karatasi,1,obj,1,0,0,0
kulikuwa na mawingu angani,hakukuwa na mawingu yoyote angani,0,anga ilikuwa na makaa meupe,1,vis,0,0,1,0
kulikuwa na mawingu angani,hakukuwa na mawingu yoyote angani,1,anga ilikuwa wazi,1,vis,0,0,1,0
Kulikuwa na sauti kali ya mto,Mto ulikuwa umetulia,0,Tuliskia manunguniko ya mto,1,obj,1,0,0,0
Kulikuwa na sauti kali ya mto,Mto ulikuwa umetulia,1,Tuliskia utulivu wa mto,1,obj,1,0,0,0
Aliaga dunia,yuko salama kabisa,0,aliota ndoto ya milele,1,cul,0,0,0,1
aliiaga dunia,yuko salama kabisa,1,Yuko buhari wa afya,1,cul,0,0,0,1
yuko katika ujana wake,yuko uzeeni,0,ana maua ya uzima,1,soc,0,0,1,0
yuko katika ujana wake,yuko uzeeni,1,hana maua ya uzima,1,soc,0,0,1,0
inaashiria rangi ya bahari,inaashiria rangi ya msitu,0,zaidi ya dunia ni bluu tu,1,vis,0,1,0,0
inaashiria rangi ya bahari,inaashiria rangi ya msitu,1,zaidi ya dunia ni kijani kibichi,1,vis,0,1,0,0
alimpiga busu mpenzi wake,hakumbusu mpenzi wake,0,alionja asali kwenye mdomo wake,1,soc,0,0,1,0
alimpiga busu mpenzi wake,hakumbusu mpenzi wake,1,hakuonja asali kwenye mdomo wake,1,soc,0,0,1,0
alibubujikwa na machozi mengi,alibubujikwa na machozi ya furaha,0,mito ya uchungu ilimtirirka,1,soc,0,0,1,0
alibubujikwa na machozi mengi,alibubujikwa na machozi ya furaha,1,mito ya furaha ilimtirika,1,soc,0,0,1,0
anapendeza kwa maumbile yake,hapendezi sana,0,ndovu za mwili wake zilimtongoza ,1,soc,0,0,1,0
anapendeza kwa maumbile yake,hapendezi sana,1,ndovu za mwili wake hazikuvutia,1,soc,0,0,1,0
alihisi uzito wa mambo fulani,hakuhisi uzito wowote,0,alihisi ngoma kifuani,1,soc,0,0,1,0
alihisi uzito wa mambo fulani,hakuhisi uzito wowote,1,hakuhisi ngoma kifuani,1,soc,0,0,1,0
macho yake yanavutia,macho yake hayapendezi sana,0,zumaridi mbili zilingaa machoni pake,1,vis,0,1,0,0
macho yake yanavutia,macho yake hayapendezi sana,1,zumaridi mbili hazikungaa machoni mwake,1,vis,0,1,0,0
inaashiria rangi ya macho ilikuwa bluu,inaashiria macho yake hayakuwa ya rangi ya bluu,0,macho yake yalikuwa visima vya bluu,1,vis,0,1,0,0
inaashiria rangi ya macho ilikuwa bluu,inaashiria macho yake hayakuwa ya rangi ya bluu,1,macho yake hayakuwa visima vya bluu,1,vis,0,1,0,0
alikuwa mchochezi,alikuwa mtulivu,0,kinywa chake kilikuwa tunda jipya,1,soc,0,0,1,0
alikuwa mchochezi,alikuwa mtulivu,1,kinywa chake kilikuwa kinyamavu,1,soc,0,0,1,0
upendo hauna chaguo,upendo uko na chaguo,0,upendo ni jeuri,1,soc,0,0,1,0
upendo hauna chaguo,upendo uko na chaguo,1,upendo si jeuri,1,soc,0,0,1,0
sauti yake ilikuwa inapendeza,sauti yake haipendezi sana,0,sauti yako ni muziki maskioni mwangu,1,soc,0,0,1,0
sauti yake ilikuwa inapendeza,sauti yake haipendezi sana,1,sauti yako si muziki maskioni mwangu,1,soc,0,0,1,0
macho yake ni rangi ya bluu na angavu,macho yake si ya rangi ya bluu na angavu,0,macho yake ni yakuti samawi,1,vis,0,1,0,0
macho yake ni rangi ya bluu na angavu,macho yake si ya rangi ya bluu na angavu,1,macho yake si makuti samawi,1,vis,0,1,0,0
ni mtu mwenye kukaribishana vizuri,hapendi wageni,0,mikono yake ni bandari salama,1,soc,0,0,1,0
ni mtu mwenye kukaribishana vizuri,hapendi wageni,1,mikono yake si ya bandari salama,1,soc,0,0,1,0
nina mawazo chungu nzima,nimetulia vyema bila mawazo mengi,0,mawazo yangu ni kama mama mwenda wazimu,1,soc,0,0,1,0
nina mawazo chungu nzima,nimetulia vyema bila mawazo mengi,1,mawazo yangu si kama mama mwenda wazimu,1,soc,0,0,1,0
ni watundu na wasio wakakamavu,wako na bidii na wenye mitindo miema,0,wanafunzi wake ni shina la mizeituni,1,soc,0,0,1,0
ni watundu na wasio wakakamavu,wako na bidii na wenye mitindo miema,1,wanafunzi wake ni mchwa,1,soc,0,0,1,0
ngozi yake ina harufu nzuri,ngozi yake imechakaa,0,ngozi yako ni hariri,1,vis,0,1,0,0
ngozi yake ina harufu nzuri,ngozi yake imechakaa,1,ngozi yake si hariri,1,vis,0,1,0,0
sauti yake inapendeza,haipendezi,0,sauti yake ni zeri,1,soc,0,0,1,0
sauti yake inapendeza,haipendezi,1,sauti yake si zeri,1,soc,0,0,1,0
Yuko na nguvu sana,hana nguvu sana,0,alikuwa na mishipa ya chuma,1,soc,0,0,1,0
Yuko na nguvu sana,hana nguvu sana,1,alikuwa na mishipa miepesi,1,soc,0,0,1,0
alipata pesa nyingi,alikuwa hana pesa,0,mwezi wa fedha uliangaza angani,1,soc,0,0,1,0
alipata pesa nyingi,alikuwa hana pesa,1,mwezi wa fedha haukuangaza angani,1,soc,0,0,1,0
ili jiji lina matukio mabaya,ili jiji limetulia vyema,0,ili jiji ni kimbunga cha machafuko,1,soc,0,0,1,0
ili jiji lina matukio mabaya,ili jiji limetulia vyema,1,ili jiji si kimbunga cha machafuko,1,soc,0,0,1,0
inamaanisha kuwa ameanza kuzeeka,bado yu kijana,0,Taa yangu imechoka,1,soc,0,0,1,0
inamaanisha kuwa ameanza kuzeeka,bado yu kijana,1,taa yangu inangara,1,soc,0,0,1,0
yuko na mapenzi mengi,yuko na mapenzi machache,0,kwa kinu cha mapenzi,1,soc,0,0,1,0
yuko na mapenzi mengi,yuko na mapenzi machache,1,kwa mapenzi madogo,1,soc,0,0,1,0
Yeye ana umbo zuri,yeye hana umbo zuri,0,mwili wake una milima mieupe,1,vis,0,1,0,0
Yeye ana umbo zuri,yeye hana umbo zuri,1,mwili wake hauna milima mieupe,1,vis,0,1,0,0
macho yako yanapendeza,macho yako hayapendezi,0,macho yako ni nchi ya umeme na machozi,1,vis,0,1,0,0
macho yako yanapendeza,macho yako hayapendezi,1,macho yako ni nchi kavu,1,vis,0,1,0,0
mapigo hayo ni mengi,mapigo hayo ni machache,0,mapigo hayo ni makombo,1,soc,0,0,1,0
mapigo hayo ni mengi,mapigo hayo ni machache,1,mapigo hayo ni duni,1,soc,0,0,1,0
unanijali sana,haunijali kwa vyovyote,0,mikono yako ni kibembelezi changu,1,soc,0,0,1,0
unanijali sana,haunijali kwa vyovyote,1,mikono yako ni kisikitio changu,1,soc,0,0,1,0
ameadimika sana,anapatikana kwa urahisi,0,yeye ni maziwa ya kuku,1,soc,0,0,1,0
ameadimika sana,anapatikana kwa urahisi,1,yeye si maziwa ya kuku,1,soc,0,0,1,0
anampenda sana,hampendi kabisa,0,anampenda kama chanda na pete,1,soc,0,0,1,0
anampenda sana,hampendi kabisa,1,anamchukia kama mwizi,1,soc,0,0,1,0
yeye ni mwembamba sana,yeye ni mnene sana,0,Ali ni sindano,1,obj,1,0,0,0
yeye ni mwembamba sana,yeye ni mnene sana,1,Ali ni kifaru,1,obj,1,0,0,0
yuko na rangi nyeusi sana,yuko na rangi nyeupe,0,yeye ni makaa,1,obj,1,0,0,0
yuko na rangi nyeusi sana,yuko na rangi nyeupe,1,yeye ni theluji,1,obj,1,0,0,0
ni mkali sana,ni mpole sana,0,baba yake amekuwa jeshi,1,soc,0,0,1,0
ni mkali sana,ni mpole sana,1,baba yake amekuwa mtulivu,1,soc,0,0,1,0
yuko na nywele refu rembo,yuko na nywele fupi,0,dadake amekuwa singa,1,soc,0,0,1,0
yuko na nywele refu rembo,yuko na nywele fupi,1,dadake amekuwa kipara,1,soc,0,0,1,0
amekuwa mtundu,amekuwa mnyenyekevu,0,mtoto wako amekuwa tumbili,1,obj,1,0,0,0
amekuwa mtundu,amekuwa mnyenyekevu,1,mtoto wako amekuwa njiwa,1,obj,1,0,0,0
yeye ni mvumilivu,yuko na haraka sana,0,Mwelusi ni mtumwa,1,cul,0,0,0,1
yeye ni mvumilivu,yuko na haraka sana,1,Mwelusi si mtumwa,1,cul,0,0,0,1
ni mlafi,si mlafi,0,Yeye amekuwa fisi,1,obj,1,0,0,0
ni mlafi sana,si mlafi,1,yeye si fisi,1,obj,1,0,0,0
ni mwaminifu,ni mwongo,0,mpenzi wangu ni njiwa,1,obj,1,0,0,0
ni mwaminifu,ni mwongo,1,mpenzi wangu si njiwa,1,obj,1,0,0,0
yuko na bidii,yuko na uvivu,0,Fundi yule ni mchwa,1,obj,1,0,0,0
yuko na bidii,yuko na uvivu,1,fundi yule ni kinyonga,1,obj,1,0,0,0
ana nguvu nyingi,hana nguvu nyingi,0,mwaniki ni kifaru,1,obj,1,0,0,0
ana nguvu nyingi,hana nguvu nyingi,1,mwaniki si kifaru,1,obj,1,0,0,0
yuko na uzembe,yuko na bidii,0,yeye ni kupe,1,obj,1,0,0,0
yuko na uzembe,yuko na bidii,1,yeye si kupe,1,obj,1,0,0,0
ni mjanja na mwongo,si mjanja na mwongo,0,rafiki yake ni abunuasi,1,soc,0,0,1,0
ni mjanja na mwongo,si mjanja na mwongo,1,rafiki yake si abunuasi,1,soc,0,0,1,0
anaongea sana,ni mtulivu,0,yule mama ni chiriku,1,obj,1,0,0,0
anaongea sana,ni mtulivu,1,yule mama si chiriku,1,obj,1,0,0,0
kimenyamaza sana,kina kelele nyingi,0,chumba kile kimekuwa kaburi,1,soc,0,0,1,0
kimenyamaza sana,kina kelele nyingi,1,chumba kile kimekuwa klabu,1,soc,0,0,1,0
aliongea kwa uwazi,alificha mambo,0,jaji yule aliweka mambo wazi mchana,1,vis,0,1,0,0
aliongea kwa uwazi,alificha mambo,1,jaji yule amekuwa giza,1,vis,0,1,0,0
ana furaha nyingi,ana hasira tele,0,amekuwa tasa baada ya kupata mtoto,1,soc,0,0,1,0
ana furaha nyingi,ana hasira tele,1,amekuwa mkizi baada ya kufeli mtihani,1,soc,0,0,1,0
amepata kibahati,hajapata bahati,0,amekuwa mtende baada ya kupata hela,1,soc,0,0,1,0
amepata kibahati,hajapata bahati,1,hajakuwa mtende ,1,soc,0,0,1,0
mapenzi yao yamenawiri,mapenzi yao hayajatulia,0,mapenzi yao yamekuwa gundi,1,obj,1,0,0,0
mapenzi yao yamenawiri,mapenzi yao hayajatulia,1,mapenzi yao yamelowa maji,1,obj,1,0,0,0
kinanukia vizuri,kinanukia vibaya,0,chakula kile ni ruhani,1,soc,0,0,1,0
kinanukia vizuri,kinanukia vibaya,1,chakula kile ni taka,1,soc,0,0,1,0
ni kitamu,si kitamu,0,chakula kinaonja asali,1,obj,1,0,0,0
ni kitamu,si kitamu,1,chakula kinaonja maganda,1,obj,1,0,0,0
ni chungu sana,ni tamu,0,dawa ile ya tumbo ni shubri,1,soc,0,0,1,0
ni chungu sana,ni tamu,1,dawa ile ya tumbo ni asali,1,soc,0,0,1,0
ni zito sana,ni nyepesi sana,0,gunia lile la makaa ni nanga,1,obj,1,0,0,0
ni zito sana,ni nyepesi sana,1,gunia lile ni unyoya,1,obj,1,0,0,0
ni kubwa sana,ni ndogo sana,0,meli ile ni uwanja wa ahera,1,obj,1,0,0,0
ni kubwa sana,ni ndogo sana,1,gari lile ni tundu la sindano,1,obj,1,0,0,0
mwenye majuto sana,ana furaha,0,baada ya kufeli mtihani amekuwa filauni,1,soc,0,0,1,0
mwenye majuto sana,ana furaha,1,baada ya kupita mtihani amekuwa mvuvi,1,soc,0,0,1,0
anaiga sauti fulani,hafuati sauti yoyote,0,msanii yule ni kasuku,1,obj,1,0,0,0
anaiga sauti fulani,hafuati sauti yoyote,1,msanii yule si kasuku,1,obj,1,0,0,0
wana matumaini ya kuvuna,hawana matumaini yoyote,0,wakulima wamekuwa tai baada ya kupalilia,1,soc,0,0,1,0
wana matumaini ya kuvuna,hawana matumaini yoyote,1,wakulima wamekuwa bundi,1,soc,0,0,1,0
alicheka kwa sauti ya juu,alicheka kwa sauti ya chini,0,aliangua kicheko kama radi,1,soc,0,0,1,0
alicheka kwa sauti ya juu,alicheka kwa sauti ya chini,1,hakuangua kicheko kama radi,1,soc,0,0,1,0
amekuwa kigeugeu,anaaminika,0,siku hizi rafiki yangu amekuwa kinyonga,1,obj,1,0,0,0
amekuwa kigeugeu,anaaminika,1,siku hizi rafiki yangu ni mtumwa,1,obj,1,0,0,0
ana wivu sana,ana upendo,0,mama wa kambo amekuwa joka la mdimu,1,cul,0,0,0,1
ana wivu sana,ana upendo,1,mama wa kambo amekuwa maua,1,cul,0,0,0,1
wanafuatana kila waendapo,hawafuatani kila mahali,0,watoto wake wamekuwa kumbikumbi,1,obj,1,0,0,0
wanafuatana kila waendapo,hawafuatani kila mahali,1,watoto wake hawajakuwa kumbikumbi,1,obj,1,0,0,0
yuko na sauti nyororo,yuko na sauti mbaya,0,bibi yake amekuwa malaika,1,obj,1,0,0,0
yuko na sauti nyororo,yuko na sauti mbaya,1,adui yake amekuwa tembo,1,obj,1,0,0,0
amekuwa mshaulifu,si mshaulifu,0,ndungu yake amekuwa nyati,1,obj,1,0,0,0
amekuwa mshaulifu,si mshaulifu,1,ndugu yake hajakuwa nyati,1,obj,1,0,0,0
anazurura ovyo,anatulia mahala pamoja,0,yule kijakazi amekuwa mbwa koko,1,soc,0,0,1,0
anazurura ovyo,anatulia mahala pamoja,1,yule kijakazi hajakuwa mbwa koko,1,soc,0,0,1,0
ana tumbo nene,ana tumbo la kawaida,0,askari yule amekuwa kiriba,1,soc,0,0,1,0
ana tumbo nene,ana tumbo la kawaida,1,askari yule hajakuwa kiriba,1,soc,0,0,1,0
amebobea kwenye usanii,hajabobea sana,0,msanii yule ni nyota,1,vis,0,1,0,0
amebobea kwenye usanii,hajabobea sana,1,msanii yule si nyota,1,vis,0,1,0,0
anaamka mapema kufanya kazi,haamki mapema,0,mkewe amekuwa ndege wa mapema,1,obj,1,0,0,0
anaamka mapema kufanya kazi,haamki mapema,1,mkewe hajakuwa ndege wa mapema,1,obj,1,0,0,0
maisha ni mapana,maisha ni mafupi,0,maisha ni barabara kuu,1,obj,1,0,0,0
maisha ni mapana,maisha ni mafupi,1,maisha si barabara kuu,1,obj,1,0,0,0
alikuwa na mapato mengi,alikuwa hana lolote,0,alikuwa mbwa mwenye mfupa,1,soc,0,0,1,0
alikuwa na mapato mengi,alikuwa hana lolote,1,hakuwa mbwa mwenye mfupa,1,soc,0,0,1,0
ni mwalimu mzuri,si mwalimu mwema,0,bwana yule ni mchungaji mwema,1,cul,0,0,0,1
ni mwalimu mzuri,si mwalimu mwema,1,bwana yule si mchungaji mwema,1,cul,0,0,0,1
walikuwa wakali sana,walikuwa ovyo,0,askari wetu walikuwa simba vitani,1,obj,1,0,0,0
walikuwa wakali sana,walikuwa ovyo,1,askari wetu walikuwa kunguru vitani,1,obj,1,0,0,0
Watoto daima hawana hatia,Yeye daima ni mwenye dhambi,0,Watoto ni malaika,1,vis,0,1,0,0
Watoto daima hawana hatia,Yeye daima ni mwenye dhambi,1,Yeye ni mnyama.,1,vis,0,1,0,0
Maneno yako yanaumiza,Maneno yake yanafariji,0,Maneno yake ni kama kisu,1,obj,1,0,0,0
Maneno yako yanaumiza,Maneno yake yanafariji,1,Maneno yake ni kama kinanda,1,obj,1,0,0,0
Ana tabasamu zuri,Tabasamu lake linatisha,0,Tabasamu lake huangaza chumba kizima,1,vis,0,1,0,0
Ana tabasamu zuri,Tabasamu lake linatisha,1,Tabasamu lake lilijaa  vitisho  kama shomoro mdogo aliyeshika shoka,1,vis,0,1,0,0
Nina furaha kubwa sana,Nina huzuni nyingi sana,0,Nipo katika dimbwi la furaha,1,vis,0,1,0,0
Nina furaha kubwa sana,Nina huzuni nyingi sana,1,Ninazama katika bahari ya huzuni,1,vis,0,1,0,0
Wale wanapendana sana,Wale hawapendani sana,0,Penzi lao limepamba moto,1,vis,0,1,0,0
Wale wanapendana sana,Wale hawapendani sana,1,Penzi lao ni kama moto wa kibatari kwenye upepo,1,vis,0,1,0,0
Chakula ni kitamu,Chakula ni kibaya,0,Wali huu una ladha kama umepikwa  hotelini,1,soc,0,0,1,0
Chakula ni kitamu,Chakula ni kibaya,1,Wali huu unaladha kama umepikwa bwenini,1,soc,0,0,1,0
Mtihani ulikuwa rahisi sana,Mtihani ulikua mgumu,0,Mtihani ulikuwa kama kipande cha keki,1,obj,1,0,0,0
Mtihani ulikuwa rahisi sana,Mtihani ulikua mgumu,1,Mtihani ulikuwa kama ugali wa jela,1,obj,1,0,0,0
Mchezaji alitoa pasi nzuri,Mchezaji alitoa pasi mbaya,0,Mzamiru alitoa pasi rula,1,vis,0,1,0,0
Mchezaji alitoa pasi nzuri,Mchezaji alitoa pasi mbaya,1,Feisal alitoa pasi mkaa,1,vis,0,1,0,0
Vijana ndio watakaoleta maendeleo huko mbeleni,Vijana hawahusiki na maendeleo ya taifa ya baadae,0,Vijana ndio taifa la kesho,1,cul,0,0,0,1
Vijana ndio watakaoleta maendeleo huko mbeleni,Vijana wataliharibu taifa.,1,Vijana wataozesha taifa,1,cul,0,0,0,1
Sauti yako ni inanipa faraja na raha niisikiapo,Sauti yako ni kero kwangu,0,Sauti yako ni muziki masikioni mwangu,1,soc,0,0,1,0
Sauti yako ni inanipa faraja na raha niisikiapo,Sauti yako ni kero kwangu,1,Sauti yako ni kama chiriku,1,soc,0,0,1,0
Mapenzi hayafichiki,Mapenzi yanafichika,0,Mapenzi ni kikohozi,1,obj,1,0,0,0
Mapenzi hayafichiki,Mapenzi yanafichika,1,Mapenzi ni kama punje ya unga kwenye mchele,1,obj,1,0,0,0
Ujana huja na kuondoka haraka,Ujana hukaa kwa mda mrefu,0,Ujana ni moshi,1,obj,1,0,0,0
Ujana huja na kuondoka haraka,Ujana hukaa kwa mda mrefu,1,Ujana ni safari ndefu,1,obj,1,0,0,0
Maisha si marahisi yanahitaji kupambana,Maisha ni marahisi,0,Maisha ni kama uji,1,obj,1,0,0,0
Maisha si marahisi yanahitaji kupambana,Maisha ni marahisi,1,"Maisha sio mchezo, ni vita",1,obj,1,0,0,0
Kauli yake ilinifanya nijiskie vibaya,Kauli yake ilinifurahisha,0,Kauli yake ilinikata maini,1,vis,0,1,0,0
Kauli yake ilinifanya nijiskie vibaya,Kauli yake ilinifurahisha,1,Kauli yake ilikua kama maji baridi kooni,1,vis,0,1,0,0
Awamu hii kutakua na michuano migumu,Awamu hii kutakua na michuano mirahisi,0,Awamu hii kutakua na michuano ya kukata na shoka,1,soc,0,0,1,0
Awamu hii kutakua na michuano migumu,Awamu hii kutakua na michuano mirahisi,1,Awamu hii kutakua na michuano lelemama,1,soc,0,0,1,0
"Sandra, wewe ndiye unayenipa furaha","Sandra, wewe siye unayenipa furaha",0,"Sandra, wewe ndio nuru ya macho yangu",1,vis,0,1,0,0
"Sandra, wewe ndiye unayenipa furaha","Sandra, wewe siye unayenipa furaha",1,"Sandra, wewe ni kama shubiri kinywani mwangu",1,vis,0,1,0,0
"Tofauti na dhana iliyokuwepo, mama ndiye mtu anayeishikilia familia kwa pamoja",Mama siye anayeishikilia familia kwa pamoja,0,"Tofauti na dhana iliyokuwepo, mama ndiye nguzo  ya familia",1,cul,0,0,0,1
"Tofauti na dhana iliyokuwepo, mama ndiye mtu anayeishikilia familia kwa pamoja",Mama siye anayeishikilia familia kwa pamoja,1,"Tofauti na dhana iliyokuwepo, mama ndiye kunguni wa familia",1,cul,0,0,0,1
Ndoa zitakua hadimu siku si nyingi,Ndoa hazitakua hadimu siku za hapa karibuni,0,Ndoa zitakua hadimu siku za usoni,1,vis,0,1,0,0
Ndoa zitakua hadimu siku si nyingi,Ndoa hazitakua hadimu siku za hapa karibuni,1,Kutakua na ndoa kama siafu siku za usoni,1,vis,0,1,0,0
Mapenzi ni kitu kigumu,Mapenzi ni kitu kirahisi,0,Mapenzi ni vita,1,obj,1,0,0,0
Mapenzi ni kitu kigumu,Mapenzi ni kitu kirahisi,1,Mapenzi ni keki,1,obj,1,0,0,0
Bahati ikimkuta mwenzio usisubiri ikufikie na wewe,Bahari ikimkuta mwenzio subiri ikufikie na wewe,0,Bahati ya mwenzio usiilalie mlango wazi,1,cul,0,0,0,1
Bahati ikimkuta mwenzio usisubiri ikufikie na wewe,Bahari ikimkuta mwenzio subiri ikufikie na wewe,1,Bahati ya mwenzio ilalie mlango wazi,1,cul,0,0,0,1
Kijana huyu ana roho nzuri sana,Kijana huyu ana roho mbaya sana,0,Kijana huyu ana roho ya dhahabu,1,obj,1,0,0,0
Kijana huyu ana roho nzuri sana,Kijana huyu ana roho mbaya sana,1,Kijana huyo ana roho ya kutu,1,obj,1,0,0,0
Maisha yake yana muelekeo,Maisha yake hayana muelekeo,0,Maisha yake ni kama dira,1,obj,1,0,0,0
Maisha yake yana muelekeo,Maisha yake hayana muelekeo,1,Maisha yake ni kama kuku akiyekatwa kichwa,1,obj,1,0,0,0
Mwendo wake ni wa maringo,Mwendo wake si wa maringo,0,Mwendo wake ni mithili ya twiga,1,obj,1,0,0,0
Mwendo wake ni wa maringo,Mwendo wake si wa maringo,1,Mwendo wake ni wa bata,1,obj,1,0,0,0
Ukitendea watu mema yatakurudia,Ukitendea watu mema hayatakurudia,0,Wema ni hazina,1,soc,0,0,1,0
Ukitendea watu mema yatakurudia,Ukitendea watu mema hayatakurudia,1,Wema sio kitenesi,1,soc,0,0,1,0
Alitokwa na machozi mengi ya uchungu,Hakutokwa na machozi mengi ya uchungu,0,Macho yake yalikua kama mto wakati wa masika.,1,obj,1,0,0,0
Alitokwa na machozi mengi ya uchungu,Hakutokwa na machozi mengi ya uchungu,1,Macho yake yalikua kama mto wakati wa kiangazi.,1,obj,1,0,0,0
Mapigo yake ya moyo yalienda kwa kasi mno,Mapingo yake ya moyo yalienda taratibu,0,Alihisi ngoma kifuani kwake,1,obj,1,0,0,0
Mapigo yake ya moyo yalienda kwa kasi mno,Mapingo yake ya moyo yalienda taratibu,1,Alihisi kifua chake kimeganda kama barafu,1,obj,1,0,0,0
Alipora mkoba wangu na kukimbia,Alipora mkoba wangu na kuanza kutembea taratibu,0,Alipora mkoba wangu na kutimua vumbi,1,obj,1,0,0,0
Alipora mkoba wangu na kukimbia,Alipora mkoba wangu na kuanza kutembea taratibu,1,Alipora mkoba wangu na kutembea kama konokono,1,obj,1,0,0,0
Walibishana hadi wakapigana,Walibishana lakini hawakupigana,0,Walibishana hadi wakashikana mashati,1,soc,0,0,1,0
Walibishana hadi wakapigana,Walibishana lakini hawakupigana,1,Walibishana kitakatifu,1,soc,0,0,1,0
Bahati  hukumkuta asiye na uwezo wa kuitumia,Bahati humkuta mwenye uwezo wa kuitumia,0,Upele humuota asiye na kucha,1,cul,0,0,0,1
Bahati  hukumkuta asiye na uwezo wa kuitumia,Bahati humkuta mwenye uwezo wa kuitumia,1,Jasho humtoka mwenye mwili,1,cul,0,0,0,1
"Aisha, funga mdomo wako","Aisha, endelea tu kuongea sana",0,"Aisha, funga bakuli lako!",1,obj,1,0,0,0
"Aisha, funga mdomo wako","Aisha, endelea tu kuongea sana",1,"Aisha, endelea tu kupiga mdomo",1,obj,1,0,0,0
Hakuna jambo lisilokua na mwisho,Kila jambo lina mwisho,0,Hakuna marefu yasiyokuwa na ncha,1,obj,1,0,0,0
Hakuna jambo lisilokua na mwisho,Hakuna jambo lenye mwisho,1,Zimwi likujualo halikuli likakwisha,1,obj,1,0,0,0
Hassani hufanya mambo yake taratibu,Hassani hufanya mambo yake kwa haraka,0,Hassani hufanya mambo yake kama kobe,1,obj,1,0,0,0
Hassani hufanya mambo yake taratibu,Hassani hufanya mambo yake kwa haraka,1,Hassani hufanya mambo yake kama anakimbizwa,1,obj,1,0,0,0
Tatizo lako unapenda sana kusaidiwa kufanya mambo yako,Tatizo lako haupendi kabisa kusaidiwa kufanya mambo yako,0,Tatizo lako unapenda sana kutafuniwa,1,soc,0,0,1,0
Tatizo lako unapenda sana kusaidiwa kufanya mambo yako,Tatizo lako haupendi kabisa kusaidiwa kufanya mambo yako,1,Tatizo lako unapenda kufa mwenyewe,1,soc,0,0,1,0
Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma,Mtihani haukua mgumu,0,Mtihani ulikua mgumu hadi kichwa kikaanza kuchemka,1,soc,0,0,1,0
Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma,Mtihani haukua mgumu,1,Hata kama ulikua umejaza matope kichwani ungeweza kufanya mtihani ule,1,soc,0,0,1,0
Harufu ya miguu yake ilikua kali mno,Harufu ya miguu yake haikua kali,0,Harufu ya miguu yake ilitosha kuua mbu,1,vis,0,1,0,0
Harufu ya miguu yake ilikua kali mno,Harufu ya miguu yake haikua kali,1,Harufu ya miguu yake ingefaa kutengenezea manukato,1,vis,0,1,0,0
